county_name,age_group,sex,adjustment
Bottineau,65-69,male,-10.473453093775307
Bowman,65-69,male,-5.217683904898971
Burke,65-69,male,-3.8085283977364752
Burleigh,65-69,male,-116.73139539062296
Cass,65-69,male,-174.31634476439845
Cavalier,65-69,male,-6.16981600433309
Dickey,65-69,male,-7.502800943540856
Divide,65-69,male,-3.732357829781746
Dunn,65-69,male,-6.322157140242549
Eddy,65-69,male,-4.037040101600664
Emmons,65-69,male,-6.474498276152008
Foster,65-69,male,-6.245986572287819
Golden Valley,65-69,male,-2.1327759027324262
Grand Forks,65-69,male,-75.78971511495587
Grant,65-69,male,-3.732357829781746
Griggs,65-69,male,-3.199163854098639
Hettinger,65-69,male,-3.8466136817138397
Kidder,65-69,male,-3.960869533645934
LaMoure,65-69,male,-6.588754128084103
Logan,65-69,male,-3.3515049900080984
McHenry,65-69,male,-8.835785882748622
McIntosh,65-69,male,-5.4081103247857945
McKenzie,65-69,male,-14.815175467194889
McLean,65-69,male,-17.252633641746232
Mercer,65-69,male,-15.995819270493197
Morton,65-69,male,-44.140844129765746
Mountrail,65-69,male,-12.377717292643545
Nelson,65-69,male,-5.788963164559442
Oliver,65-69,male,-3.1610785701212745
Pembina,65-69,male,-12.111120304801991
Pierce,65-69,male,-5.941304300468902
Ramsey,65-69,male,-16.947951369927313
Ransom,65-69,male,-7.121948103767209
Renville,65-69,male,-4.151295953532758
Richland,65-69,male,-26.355016512336412
Rolette,65-69,male,-14.739004899240157
Sargent,65-69,male,-5.7127925966047135
Sheridan,65-69,male,-2.3612876065966146
Sioux,65-69,male,-3.275334422053369
Slope,65-69,male,-1.9423494828456023
Stark,65-69,male,-39.380183632595156
Steele,65-69,male,-3.3515049900080984
Stutsman,65-69,male,-33.24845291223943
Towner,65-69,male,-4.379807657396947
Traill,65-69,male,-10.816220649571589
Walsh,65-69,male,-16.871780801972587
Ward,65-69,male,-69.61989911062277
Wells,65-69,male,-7.1981186717219385
Williams,65-69,male,-44.597867537494125
Adams,70-74,male,-3.771325481000789
Barnes,70-74,male,-14.4505243677951
Benson,70-74,male,-6.609154555813263
Billings,70-74,male,-1.45625439365377
Bottineau,70-74,male,-9.671022768110934
Bowman,70-74,male,-4.66748203094157
Burke,70-74,male,-2.837829074812475
Burleigh,70-74,male,-94.65653558749506
Cass,70-74,male,-150.25558154007103
Cavalier,70-74,male,-5.526298724634819
Dickey,70-74,male,-6.0863965683478085
Divide,70-74,male,-3.099208068545203
Dunn,70-74,male,-5.227579874654559
Eddy,70-74,male,-3.659305912258191
Emmons,70-74,male,-5.899697287110144
Foster,70-74,male,-4.144724043476115
Golden Valley,70-74,male,-3.2859073497828657
Grand Forks,70-74,male,-61.08800482096327
Grant,70-74,male,-4.21940375597118
Griggs,70-74,male,-4.854181312179233
Hettinger,70-74,male,-3.9206849059909197
Kidder,70-74,male,-4.406103037208843
LaMoure,70-74,male,-6.795853837050927
Logan,70-74,male,-2.165711662356889
McHenry,70-74,male,-7.467971249506514
McIntosh,70-74,male,-4.36876318096131
McKenzie,70-74,male,-10.567179318051714
McLean,70-74,male,-16.653575886399523
Mercer,70-74,male,-11.687375005477692
Morton,70-74,male,-34.95010544769048
Mountrail,70-74,male,-10.231120611823924
Nelson,70-74,male,-4.966200880921831
Oliver,70-74,male,-3.248567493535333
Pembina,70-74,male,-11.388656155497431
Pierce,70-74,male,-5.600978437129885
Ramsey,70-74,male,-13.965106236577178
Ransom,70-74,male,-8.662846649427555
Renville,70-74,male,-3.621966056010659
Richland,70-74,male,-20.462241223647847
Rolette,70-74,male,-10.567179318051714
Sargent,70-74,male,-6.758513980803395
Sheridan,70-74,male,-2.2403913748519537
Sioux,70-74,male,-2.3524109435945517
Slope,70-74,male,-1.45625439365377
Stark,70-74,male,-27.519474054431498
Steele,70-74,male,-3.024528356050138
Stutsman,70-74,male,-26.47395807950059
Towner,70-74,male,-3.547286343515594
Traill,70-74,male,-10.567179318051714
Walsh,70-74,male,-14.151805517814841
Ward,70-74,male,-58.100816321160664
Wells,70-74,male,-6.235755993337938
Williams,70-74,male,-28.26627117938215
Adams,75-79,male,-2.8709156571634398
Barnes,75-79,male,-10.622387931504727
Benson,75-79,male,-4.234600594316073
Billings,75-79,male,-0.9689340342926609
Bottineau,75-79,male,-7.8232451657703725
Bowman,75-79,male,-2.3326189714452945
Burke,75-79,male,-2.189073188587123
Burleigh,75-79,male,-68.90197577192255
Cass,75-79,male,-101.12800402358216
Cavalier,75-79,male,-4.808783725748761
Dickey,75-79,male,-4.521692160032417
Divide,75-79,male,-2.7273698743052677
Dunn,75-79,male,-3.1221207771652404
Eddy,75-79,male,-2.7991427657343535
Emmons,75-79,male,-3.8039632457415578
Foster,75-79,male,-2.9426885485925256
Golden Valley,75-79,male,-1.579003611439892
Grand Forks,75-79,male,-43.63791798888428
Grant,75-79,male,-3.3733258971670415
Griggs,75-79,male,-2.6914834285907245
Hettinger,75-79,male,-3.0503478857361546
Kidder,75-79,male,-2.4761647543034666
LaMoure,75-79,male,-4.306373485745159
Logan,75-79,male,-1.4354578285817199
McHenry,75-79,male,-5.7059448686123355
McIntosh,75-79,male,-2.4043918628743803
McKenzie,75-79,male,-5.347080411466906
McLean,75-79,male,-11.591321965797388
Mercer,75-79,male,-7.4284942629104
Morton,75-79,male,-24.761647543034666
Mountrail,75-79,male,-6.064809325757766
Nelson,75-79,male,-4.449919268603331
Oliver,75-79,male,-2.5479376457325524
Pembina,75-79,male,-8.146223177201259
Pierce,75-79,male,-3.8398496914561004
Ramsey,75-79,male,-10.084091245786581
Ransom,75-79,male,-5.63417197718325
Renville,75-79,male,-2.6914834285907245
Richland,75-79,male,-13.78039515438451
Rolette,75-79,male,-8.002677394343088
Sargent,75-79,male,-4.0910548114579015
Sheridan,75-79,male,-1.7584358400126068
Sioux,75-79,male,-1.614890057154435
Slope,75-79,male,-1.148366262865376
Stark,75-79,male,-17.153721051551553
Steele,75-79,male,-2.0096409600144076
Stutsman,75-79,male,-18.266200868702384
Towner,75-79,male,-1.8302087314416926
Traill,75-79,male,-6.71076534861954
Walsh,75-79,male,-10.622387931504727
Ward,75-79,male,-36.85537974883565
Wells,75-79,male,-4.19871414860153
Williams,75-79,male,-15.359398765824402
Adams,80-84,male,-1.8714853619958365
Barnes,80-84,male,-7.653038355304402
Benson,80-84,male,-2.5398729912800637
Billings,80-84,male,-0.5012907219631705
Bottineau,80-84,male,-4.845810312310648
Bowman,80-84,male,-2.5398729912800637
Burke,80-84,male,-1.370194640032666
Burleigh,80-84,male,-42.91048580004739
Cass,80-84,male,-53.5378491056666
Cavalier,80-84,male,-2.7069698986011206
Dickey,80-84,male,-3.2416800020285024
Divide,80-84,male,-1.303355877104243
Dunn,80-84,male,-1.370194640032666
Eddy,80-84,male,-1.5707109288179342
Emmons,80-84,male,-2.305937321030584
Foster,80-84,male,-1.6709690732105682
Golden Valley,80-84,male,-0.9691620624621295
Grand Forks,80-84,male,-23.794599602518492
Grant,80-84,male,-2.406195465423218
Griggs,80-84,male,-2.105421032245316
Hettinger,80-84,male,-1.8714853619958365
Kidder,80-84,male,-1.838065980531625
LaMoure,80-84,male,-2.6401311356726977
Logan,80-84,male,-1.4704527844253
McHenry,80-84,male,-3.776390105455884
McIntosh,80-84,male,-1.8714853619958365
McKenzie,80-84,male,-3.1748412391000795
McLean,80-84,male,-8.12090969580336
Mercer,80-84,male,-4.979487838167493
Morton,80-84,male,-15.005302277430904
Mountrail,80-84,male,-3.742970723991673
Nelson,80-84,male,-2.6401311356726977
Oliver,80-84,male,-0.9691620624621295
Pembina,80-84,male,-5.046326601095916
Pierce,80-84,male,-2.406195465423218
Ramsey,80-84,male,-7.051489488948598
Ransom,80-84,male,-3.3753575278853476
Renville,80-84,male,-1.1696783512473978
Richland,80-84,male,-8.455103510445475
Rolette,80-84,male,-4.545035879132746
Sargent,80-84,male,-2.4396148468874297
Sheridan,80-84,male,-0.9691620624621295
Sioux,80-84,male,-1.203097732711609
Slope,80-84,male,-0.3341938146421136
Stark,80-84,male,-10.727621450011847
Steele,80-84,male,-1.7712272176032022
Stutsman,80-84,male,-9.424265572907604
Towner,80-84,male,-1.370194640032666
Traill,80-84,male,-3.843228868384307
Walsh,80-84,male,-6.784134437234907
Ward,80-84,male,-23.02595382884163
Wells,80-84,male,-3.5424544352064045
Williams,80-84,male,-8.288006603124417
Adams,85+,male,-1.4745389900154826
Barnes,85+,male,-4.445066690488436
Benson,85+,male,-1.768650643527656
Billings,85+,male,-0.9451380136935701
Bottineau,85+,male,-2.62157443871296
Bowman,85+,male,-1.2392496672057436
Burke,85+,male,-1.0039603443960048
Burleigh,85+,male,-23.06233435780902
Cass,85+,male,-30.179836372803624
Cavalier,85+,male,-2.003939966337395
Dickey,85+,male,-2.239229289147134
Divide,85+,male,-1.5333613207179173
Dunn,85+,male,-1.9157064702837427
Eddy,85+,male,-1.268660832556961
Emmons,85+,male,-2.2098181237959165
Foster,85+,male,-1.8274729742300908
Golden Valley,85+,male,-1.327483163259396
Grand Forks,85+,male,-12.827248815585383
Grant,85+,male,-1.8862953049325257
Griggs,85+,male,-1.4451278246642654
Hettinger,85+,male,-1.5039501553667
Kidder,85+,male,-1.680417147474004
LaMoure,85+,male,-2.386285115903221
Logan,85+,male,-1.415716659313048
McHenry,85+,male,-2.2686404544983514
McIntosh,85+,male,-1.9157064702837427
McKenzie,85+,male,-2.1215846277422648
McLean,85+,male,-3.5921428953031325
Mercer,85+,male,-2.9156860922251333
Morton,85+,male,-8.650863335712518
Mountrail,85+,male,-1.768650643527656
Nelson,85+,male,-1.856884139581308
Oliver,85+,male,-0.9745491790447876
Pembina,85+,male,-2.8862749268739156
Pierce,85+,male,-2.1215846277422648
Ramsey,85+,male,-3.9156657141665234
Ransom,85+,male,-2.1215846277422648
Renville,85+,male,-1.1510161711520916
Richland,85+,male,-4.50388902119087
Rolette,85+,male,-3.150975415034872
Sargent,85+,male,-1.768650643527656
Sheridan,85+,male,-0.9451380136935701
Sioux,85+,male,-0.9157268483423527
Slope,85+,male,-0.5627928641277444
Stark,85+,male,-7.85676187122965
Steele,85+,male,-1.4745389900154826
Stutsman,85+,male,-6.650904091829739
Towner,85+,male,-1.415716659313048
Traill,85+,male,-3.327442407142176
Walsh,85+,male,-4.356833194434784
Ward,85+,male,-14.768385728765729
Wells,85+,male,-3.150975415034872
Williams,85+,male,-5.150934658917653
