county,age_group,sex,population,year
Eddy,25-29,Male,51.11099767126712,2025
Eddy,30-34,Male,76.17307554464074,2025
Eddy,35-39,Male,78.71149857337497,2025
Eddy,40-44,Male,62.08453174058349,2025
Eddy,45-49,Male,54.051104854200226,2025
Eddy,50-54,Male,52.98506006646738,2025
Eddy,55-59,Male,55.901470745564176,2025
Eddy,60-64,Male,79.25127264911175,2025
Eddy,65-69,Male,97.52100729208276,2025
Eddy,70-74,Male,84.58333192350482,2025
Eddy,75-79,Male,64.03155642354496,2025
Eddy,80-84,Male,37.09314543833527,2025
Eddy,85+,Male,33.03576341365764,2025
Eddy,0-4,Female,69.38066310872557,2025
Eddy,5-9,Female,71.82285058861596,2025
Eddy,10-14,Female,59.86620062849047,2025
Eddy,15-19,Female,63.37780320597392,2025
Eddy,20-24,Female,54.68108683197419,2025
Eddy,25-29,Female,47.82764985191518,2025
Eddy,30-34,Female,60.53609543393551,2025
Eddy,35-39,Female,58.701558937194775,2025
Eddy,40-44,Female,61.81708551156087,2025
Eddy,45-49,Female,52.10728136743242,2025
Eddy,50-54,Female,54.683476140625274,2025
Eddy,55-59,Female,54.28067218538622,2025
Eddy,60-64,Female,79.48190875056979,2025
Eddy,65-69,Female,87.03924441331395,2025
Eddy,70-74,Female,85.3112163159683,2025
Eddy,75-79,Female,47.2007605484653,2025
Eddy,80-84,Female,37.87036442241079,2025
Eddy,85+,Female,86.82947381402926,2025
Emmons,0-4,Male,74.87856894729816,2025
Emmons,5-9,Male,74.64118768153753,2025
Emmons,10-14,Male,70.75171181583477,2025
Emmons,15-19,Male,110.38119940081461,2025
Emmons,20-24,Male,84.60638257516186,2025
Emmons,25-29,Male,55.83789530983512,2025
Emmons,30-34,Male,77.34709547171134,2025
Emmons,35-39,Male,75.36245791052023,2025
Emmons,40-44,Male,63.90595586483714,2025
Emmons,45-49,Male,72.19529553385145,2025
Emmons,50-54,Male,73.76652044229105,2025
Emmons,55-59,Male,79.43411528699359,2025
Emmons,60-64,Male,162.9966211517179,2025
Emmons,65-69,Male,154.83559715809534,2025
Emmons,70-74,Male,138.62453962879215,2025
Emmons,75-79,Male,90.68891042243433,2025
Emmons,80-84,Male,53.459781005876266,2025
Emmons,85+,Male,75.84833230411667,2025
Emmons,0-4,Female,71.59055498122667,2025
Emmons,5-9,Female,79.41744377030554,2025
Emmons,10-14,Female,92.20429195811575,2025
Emmons,15-19,Female,89.59119732721808,2025
Emmons,20-24,Female,99.40400942292334,2025
Emmons,25-29,Female,63.84614212978626,2025
Emmons,30-34,Female,61.06656538926314,2025
Emmons,35-39,Female,68.84599186684942,2025
Emmons,40-44,Female,68.01859494663815,2025
Emmons,45-49,Female,73.57970217227322,2025
Emmons,50-54,Female,73.70491815005347,2025
Emmons,55-59,Female,98.10542282809163,2025
Emmons,60-64,Female,137.3656448655295,2025
Emmons,65-69,Female,113.79297566217133,2025
Emmons,70-74,Female,115.20985666424977,2025
Emmons,75-79,Female,103.83646869725658,2025
Emmons,80-84,Female,73.56753154774486,2025
Emmons,85+,Female,113.3964273625288,2025
Foster,0-4,Male,93.8728091096278,2025
Foster,5-9,Male,91.66101531425765,2025
Foster,10-14,Male,98.16297751688148,2025
Foster,15-19,Male,109.44534717211458,2025
Foster,20-24,Male,85.91767110042997,2025
Foster,25-29,Male,63.40638866977071,2025
Foster,30-34,Male,99.96025559998196,2025
Foster,35-39,Male,109.40840586532123,2025
Foster,40-44,Male,86.1828931644564,2025
Foster,45-49,Male,79.32379087710316,2025
Foster,50-54,Male,91.86793648437583,2025
Foster,55-59,Male,91.27754837491567,2025
Foster,60-64,Male,132.8763540060798,2025
Foster,65-69,Male,149.71952349220405,2025
Foster,70-74,Male,97.93057850881829,2025
Foster,75-79,Male,70.03926145921758,2025
Foster,80-84,Male,38.381120472002046,2025
Foster,85+,Male,58.0682946262436,2025
Foster,0-4,Female,89.75073370506097,2025
Foster,5-9,Female,107.7008207110245,2025
Foster,10-14,Female,117.86358803524463,2025
Foster,15-19,Female,115.76146542144322,2025
Foster,20-24,Female,79.77195413614376,2025
Foster,25-29,Female,64.17430104371488,2025
Foster,30-34,Female,93.7419145300632,2025
Foster,35-39,Female,84.7523461602609,2025
Foster,40-44,Female,91.1486598804134,2025
Foster,45-49,Female,68.552276586268,2025
Foster,50-54,Female,92.05462720747987,2025
Foster,55-59,Female,105.01176012989097,2025
Foster,60-64,Female,131.18771087979565,2025
Foster,65-69,Female,126.7279259733879,2025
Foster,70-74,Female,102.05108653369719,2025
Foster,75-79,Female,87.73422839041105,2025
Foster,80-84,Female,54.725855801057264,2025
Foster,85+,Female,100.22156342049414,2025
Golden Valley,0-4,Male,37.75671322221789,2025
Golden Valley,5-9,Male,53.288224379552226,2025
Golden Valley,10-14,Male,71.07476486370744,2025
Golden Valley,15-19,Male,66.58371432372998,2025
Golden Valley,20-24,Male,67.331899757415,2025
Golden Valley,25-29,Male,40.13492611745589,2025
Golden Valley,30-34,Male,44.78491106642552,2025
Golden Valley,35-39,Male,30.638993037064445,2025
Golden Valley,40-44,Male,53.95514842512813,2025
Golden Valley,45-49,Male,55.40153104424023,2025
Golden Valley,50-54,Male,38.44875218629272,2025
Golden Valley,55-59,Male,36.77961130980785,2025
Golden Valley,60-64,Male,54.3346179039766,2025
Golden Valley,65-69,Male,50.45955543747892,2025
Golden Valley,70-74,Male,79.16792070899736,2025
Golden Valley,75-79,Male,36.221767125016875,2025
Golden Valley,80-84,Male,22.259127372721505,2025
Golden Valley,85+,Male,25.323336423894197,2025
Golden Valley,0-4,Female,36.098767535849525,2025
Golden Valley,5-9,Female,64.43501839455803,2025
Golden Valley,10-14,Female,57.657967858385746,2025
Golden Valley,15-19,Female,52.38823744127197,2025
Golden Valley,20-24,Female,44.19357862500175,2025
Golden Valley,25-29,Female,28.07463989116152,2025
Golden Valley,30-34,Female,46.62950767467412,2025
Golden Valley,35-39,Female,17.200202704616885,2025
Golden Valley,40-44,Female,54.211734117673956,2025
Golden Valley,45-49,Female,48.787727100477504,2025
Golden Valley,50-54,Female,44.926358575031166,2025
Golden Valley,55-59,Female,43.01176992868434,2025
Golden Valley,60-64,Female,62.98752902740898,2025
Golden Valley,65-69,Female,72.59640863873474,2025
Golden Valley,70-74,Female,52.53787337612002,2025
Golden Valley,75-79,Female,43.37779074196253,2025
Golden Valley,80-84,Female,40.706939675357845,2025
Golden Valley,85+,Female,35.81599558790054,2025
Grand Forks,0-4,Male,2601.6664060534354,2025
Grand Forks,5-9,Male,2271.6180859297565,2025
Grand Forks,10-14,Male,2130.8914504567206,2025
Grand Forks,15-19,Male,2260.72216411735,2025
Grand Forks,20-24,Male,3589.9530652624035,2025
Grand Forks,25-29,Male,4530.921612632011,2025
Grand Forks,30-34,Male,3065.799306358845,2025
Grand Forks,35-39,Male,2733.6644686009363,2025
Grand Forks,40-44,Male,2278.552678389865,2025
Grand Forks,45-49,Male,1806.8926080644242,2025
Grand Forks,50-54,Male,1615.7219285854403,2025
Grand Forks,55-59,Male,1591.0309078280663,2025
Grand Forks,60-64,Male,1786.1865483445176,2025
Grand Forks,65-69,Male,1781.5499357020294,2025
Grand Forks,70-74,Male,1438.4019300098419,2025
Grand Forks,75-79,Male,1020.9318611932811,2025
Grand Forks,80-84,Male,556.163140068327,2025
Grand Forks,85+,Male,505.17732778359533,2025
Grand Forks,0-4,Female,2487.4238985052007,2025
Grand Forks,5-9,Female,2233.160038752671,2025
Grand Forks,10-14,Female,2127.778089016668,2025
Grand Forks,15-19,Female,2275.0576085358894,2025
Grand Forks,20-24,Female,3361.1387849042576,2025
Grand Forks,25-29,Female,3912.7919982170943,2025
Grand Forks,30-34,Female,2764.5353619474768,2025
Grand Forks,35-39,Female,2512.2987198727096,2025
Grand Forks,40-44,Female,2173.534658278985,2025
Grand Forks,45-49,Female,1756.9159788374016,2025
Grand Forks,50-54,Female,1567.9712134590072,2025
Grand Forks,55-59,Female,1609.3509756924318,2025
Grand Forks,60-64,Female,1920.5794388588236,2025
Grand Forks,65-69,Female,1939.7033090707123,2025
Grand Forks,70-74,Female,1610.1691334014893,2025
Grand Forks,75-79,Female,1152.400887818814,2025
Grand Forks,80-84,Female,764.0189378666607,2025
Grand Forks,85+,Female,1124.0215223249222,2025
Grant,0-4,Male,64.60253749896857,2025
Grant,5-9,Male,50.52740261954697,2025
Grant,10-14,Male,65.60774221259051,2025
Grant,15-19,Male,56.49587451997713,2025
Grant,20-24,Male,39.747948282306545,2025
Grant,25-29,Male,38.95220574917162,2025
Grant,30-34,Male,47.22076815529273,2025
Grant,35-39,Male,36.693608337291614,2025
Grant,40-44,Male,60.67057844849938,2025
Grant,45-49,Male,57.40433598473538,2025
Grant,50-54,Male,59.67968276403379,2025
Grant,55-59,Male,52.081288326407424,2025
Grant,60-64,Male,92.33903530643097,2025
Grant,65-69,Male,89.4310408415345,2025
Grant,70-74,Male,102.25953561285738,2025
Grant,75-79,Male,79.62196563716736,2025
Grant,80-84,Male,55.532654645389485,2025
Grant,85+,Male,60.43751473408755,2025
Grant,0-4,Female,61.76575724893776,2025
Grant,5-9,Female,54.84169114618933,2025
Grant,10-14,Female,68.52877911593554,2025
Grant,15-19,Female,56.84623995682615,2025
Grant,20-24,Female,48.66844114471932,2025
Grant,25-29,Female,49.36211369961432,2025
Grant,30-34,Female,51.83325556393093,2025
Grant,35-39,Female,45.99363123877566,2025
Grant,40-44,Female,58.86831341082858,2025
Grant,45-49,Female,44.379858055741074,2025
Grant,50-54,Female,44.763251058032296,2025
Grant,55-59,Female,60.965093539567405,2025
Grant,60-64,Female,96.12658879738638,2025
Grant,65-69,Female,97.27323448631317,2025
Grant,70-74,Female,89.07064972946198,2025
Grant,75-79,Female,75.20031027722264,2025
Grant,80-84,Female,53.69053326517544,2025
Grant,85+,Female,77.64662867592762,2025
Griggs,0-4,Male,50.67882682743994,2025
Griggs,5-9,Male,45.24927596950664,2025
Griggs,10-14,Male,78.15312596878323,2025
Griggs,15-19,Male,67.96726039190374,2025
Griggs,20-24,Male,48.67823929623391,2025
Griggs,25-29,Male,53.32012230631861,2025
Griggs,30-34,Male,66.43176225783829,2025
Griggs,35-39,Male,53.614777445388455,2025
Griggs,40-44,Male,57.016384977799675,2025
Griggs,45-49,Male,49.40070737089947,2025
Griggs,50-54,Male,52.1457630621649,2025
Griggs,55-59,Male,69.3561926637882,2025
Griggs,60-64,Male,69.1509968492791,2025
Griggs,65-69,Male,77.89730070738905,2025
Griggs,70-74,Male,114.58633176228638,2025
Griggs,75-79,Male,63.94796993102512,2025
Griggs,80-84,Male,49.10026989059634,2025
Griggs,85+,Male,42.31358161858122,2025
Griggs,0-4,Female,48.45345456491684,2025
Griggs,5-9,Female,74.98444424086027,2025
Griggs,10-14,Female,72.28009727674377,2025
Griggs,15-19,Female,67.6036718853047,2025
Griggs,20-24,Female,38.737022564480114,2025
Griggs,25-29,Female,37.231253972088055,2025
Griggs,30-34,Female,55.85931527494263,2025
Griggs,35-39,Female,58.984741739545534,2025
Griggs,40-44,Female,55.75623386792598,2025
Griggs,45-49,Female,43.87918516307362,2025
Griggs,50-54,Female,60.78421422670284,2025
Griggs,55-59,Female,54.70292040338673,2025
Griggs,60-64,Female,77.3837111292311,2025
Griggs,65-69,Female,81.30212081561838,2025
Griggs,70-74,Female,100.86270325702151,2025
Griggs,75-79,Female,73.32551910382321,2025
Griggs,80-84,Female,60.466106005719425,2025
Griggs,85+,Female,73.10490063346512,2025
Hettinger,0-4,Male,69.55538577299319,2025
Hettinger,5-9,Male,93.75437353020692,2025
Hettinger,10-14,Male,77.04722449440239,2025
Hettinger,15-19,Male,66.36500125722111,2025
Hettinger,20-24,Male,58.31309477008023,2025
Hettinger,25-29,Male,33.10338479550897,2025
Hettinger,30-34,Male,64.66752650944493,2025
Hettinger,35-39,Male,70.29256370001707,2025
Hettinger,40-44,Male,76.53088482408943,2025
Hettinger,45-49,Male,44.299529435122324,2025
Hettinger,50-54,Male,47.94790433136985,2025
Hettinger,55-59,Male,61.70531696827481,2025
Hettinger,60-64,Male,95.99783667375566,2025
Hettinger,65-69,Male,91.63060703056617,2025
Hettinger,70-74,Male,92.96415809181762,2025
Hettinger,75-79,Male,71.17280997368864,2025
Hettinger,80-84,Male,42.460541972047515,2025
Hettinger,85+,Male,42.59551372890293,2025
Hettinger,0-4,Female,66.5011196050853,2025
Hettinger,5-9,Female,90.62440560661764,2025
Hettinger,10-14,Female,82.50192171576059,2025
Hettinger,15-19,Female,57.60561976930917,2025
Hettinger,20-24,Female,45.37433574932169,2025
Hettinger,25-29,Female,42.63471073955267,2025
Hettinger,30-34,Female,88.60558533092033,2025
Hettinger,35-39,Female,76.8447096315044,2025
Hettinger,40-44,Female,58.49902946869145,2025
Hettinger,45-49,Female,64.5651763360974,2025
Hettinger,50-54,Female,48.03719335713018,2025
Hettinger,55-59,Female,73.63761257672222,2025
Hettinger,60-64,Female,105.34821100086862,2025
Hettinger,65-69,Female,100.29892176848067,2025
Hettinger,70-74,Female,86.53853939354916,2025
Hettinger,75-79,Female,80.86212725695349,2025
Hettinger,80-84,Female,48.495351045664705,2025
Hettinger,85+,Female,59.3138087464904,2025
Kidder,0-4,Male,60.917796215754606,2025
Kidder,5-9,Male,79.36366748232989,2025
Kidder,10-14,Male,77.7720409198103,2025
Kidder,15-19,Male,65.9712004195482,2025
Kidder,20-24,Male,57.330629980154214,2025
Kidder,25-29,Male,61.71065307880358,2025
Kidder,30-34,Male,64.11663770658011,2025
Kidder,35-39,Male,74.42397955045398,2025
Kidder,40-44,Male,66.33636949246669,2025
Kidder,45-49,Male,50.74494173428684,2025
Kidder,50-54,Male,60.25590146566261,2025
Kidder,55-59,Male,75.76895299402867,2025
Kidder,60-64,Male,82.08985933483281,2025
Kidder,65-69,Male,94.08133682554725,2025
Kidder,70-74,Male,105.10813627785116,2025
Kidder,75-79,Male,59.33026854550458,2025
Kidder,80-84,Male,42.12794846578163,2025
Kidder,85+,Male,44.39551388671681,2025
Kidder,0-4,Female,58.24281767976423,2025
Kidder,5-9,Female,65.28265722706399,2025
Kidder,10-14,Female,72.37471393062573,2025
Kidder,15-19,Female,66.84396717292073,2025
Kidder,20-24,Female,47.94393752346045,2025
Kidder,25-29,Female,51.19894955469493,2025
Kidder,30-34,Female,51.13950254607559,2025
Kidder,35-39,Female,49.13832613785041,2025
Kidder,40-44,Female,71.3301038605668,2025
Kidder,45-49,Female,63.085773659253164,2025
Kidder,50-54,Female,46.84924132440713,2025
Kidder,55-59,Female,74.68125970909838,2025
Kidder,60-64,Female,79.42114479004525,2025
Kidder,65-69,Female,90.1959424414938,2025
Kidder,70-74,Female,94.47202380341102,2025
Kidder,75-79,Female,64.39820905154485,2025
Kidder,80-84,Female,45.33815183491282,2025
Kidder,85+,Female,41.54061098156199,2025
LaMoure,0-4,Male,113.4071992115671,2025
LaMoure,5-9,Male,127.55639073020879,2025
LaMoure,10-14,Male,134.14152349583958,2025
LaMoure,15-19,Male,120.32682110822623,2025
LaMoure,20-24,Male,101.3850512969733,2025
LaMoure,25-29,Male,78.04878027647108,2025
LaMoure,30-34,Male,89.7116960740006,2025
LaMoure,35-39,Male,111.72809171328304,2025
LaMoure,40-44,Male,104.4641046888946,2025
LaMoure,45-49,Male,92.47734288388546,2025
LaMoure,50-54,Male,94.58926338077761,2025
LaMoure,55-59,Male,109.84478067842718,2025
LaMoure,60-64,Male,159.63623794340845,2025
LaMoure,65-69,Male,156.67687931265868,2025
LaMoure,70-74,Male,159.30825772832742,2025
LaMoure,75-79,Male,102.49647158659494,2025
LaMoure,80-84,Male,60.70480937784856,2025
LaMoure,85+,Male,88.02280419902344,2025
LaMoure,0-4,Female,108.42734369211759,2025
LaMoure,5-9,Female,121.33971369777078,2025
LaMoure,10-14,Female,120.55968906163955,2025
LaMoure,15-19,Female,126.46574534817256,2025
LaMoure,20-24,Female,109.89544722472479,2025
LaMoure,25-29,Female,67.77751289634355,2025
LaMoure,30-34,Female,92.97117313515857,2025
LaMoure,35-39,Female,108.72472643845802,2025
LaMoure,40-44,Female,103.67100812723415,2025
LaMoure,45-49,Female,99.40265312518653,2025
LaMoure,50-54,Female,101.42210698719578,2025
LaMoure,55-59,Female,80.29589252936454,2025
LaMoure,60-64,Female,149.11378267983588,2025
LaMoure,65-69,Female,183.62504288727555,2025
LaMoure,70-74,Female,131.5072338096357,2025
LaMoure,75-79,Female,105.11603009378828,2025
LaMoure,80-84,Female,76.96134050924296,2025
LaMoure,85+,Female,134.29395673121812,2025
Logan,0-4,Male,48.16171800380112,2025
Logan,5-9,Male,50.80194407740435,2025
Logan,10-14,Male,70.5896821419479,2025
Logan,15-19,Male,64.80961990289765,2025
Logan,20-24,Male,50.96817022982394,2025
Logan,25-29,Male,47.62846280055531,2025
Logan,30-34,Male,34.322081221681714,2025
Logan,35-39,Male,42.68764122156614,2025
Logan,40-44,Male,47.142412693671616,2025
Logan,45-49,Male,40.45199589618648,2025
Logan,50-54,Male,46.66386074340385,2025
Logan,55-59,Male,55.02850153976199,2025
Logan,60-64,Male,69.28185995193599,2025
Logan,65-69,Male,80.41167880766933,2025
Logan,70-74,Male,50.19222164508542,2025
Logan,75-79,Male,33.889298829241,2025
Logan,80-84,Male,35.11792312067308,2025
Logan,85+,Male,53.28730179547172,2025
Logan,0-4,Female,46.04687521696914,2025
Logan,5-9,Female,54.33448286797259,2025
Logan,10-14,Female,61.77437437641827,2025
Logan,15-19,Female,60.26189141265006,2025
Logan,20-24,Female,54.50811224631607,2025
Logan,25-29,Female,22.598943522658416,2025
Logan,30-34,Female,39.91755017219845,2025
Logan,35-39,Female,39.91744374909939,2025
Logan,40-44,Female,38.18206103897259,2025
Logan,45-49,Female,56.08792869761158,2025
Logan,50-54,Female,44.40988988271918,2025
Logan,55-59,Female,42.20445888616383,2025
Logan,60-64,Female,71.1681055807385,2025
Logan,65-69,Female,58.9720078357343,2025
Logan,70-74,Female,50.80651930571278,2025
Logan,75-79,Female,46.29610001840138,2025
Logan,80-84,Female,55.70890620647583,2025
Logan,85+,Female,57.692297401542184,2025
McHenry,0-4,Male,132.77254210056768,2025
McHenry,5-9,Male,188.21162537546368,2025
McHenry,10-14,Male,175.39313467197445,2025
McHenry,15-19,Male,163.26859124474757,2025
McHenry,20-24,Male,139.55354442935186,2025
McHenry,25-29,Male,107.43477141437302,2025
McHenry,30-34,Male,110.55011449485902,2025
McHenry,35-39,Male,136.1910060465515,2025
McHenry,40-44,Male,170.95495021174926,2025
McHenry,45-49,Male,189.50189597361683,2025
McHenry,50-54,Male,133.32668739410255,2025
McHenry,55-59,Male,159.01422649479866,2025
McHenry,60-64,Male,190.88218482896596,2025
McHenry,65-69,Male,209.8347359407284,2025
McHenry,70-74,Male,175.13545655449852,2025
McHenry,75-79,Male,133.72702728623412,2025
McHenry,80-84,Male,85.84430859665461,2025
McHenry,85+,Male,72.06014141850729,2025
McHenry,0-4,Female,126.94232954609507,2025
McHenry,5-9,Female,143.8238113132644,2025
McHenry,10-14,Female,162.09832738320537,2025
McHenry,15-19,Female,187.9306359698519,2025
McHenry,20-24,Female,123.96648195353853,2025
McHenry,25-29,Female,71.18244345997095,2025
McHenry,30-34,Female,124.00556789594754,2025
McHenry,35-39,Female,125.06430520036407,2025
McHenry,40-44,Female,189.8713319585664,2025
McHenry,45-49,Female,136.1452060656012,2025
McHenry,50-54,Female,144.73732006445113,2025
McHenry,55-59,Female,143.64972943400747,2025
McHenry,60-64,Female,185.30202438174723,2025
McHenry,65-69,Female,205.43873876728327,2025
McHenry,70-74,Female,191.94857806646823,2025
McHenry,75-79,Female,115.70279840475361,2025
McHenry,80-84,Female,82.88254844129754,2025
McHenry,85+,Female,126.80476918183216,2025
McIntosh,0-4,Male,49.50444056742822,2025
McIntosh,5-9,Male,63.20316600910493,2025
McIntosh,10-14,Male,67.98783917057683,2025
McIntosh,15-19,Male,79.21368531552162,2025
McIntosh,20-24,Male,55.74415743285882,2025
McIntosh,25-29,Male,51.19720745598985,2025
McIntosh,30-34,Male,64.66727467660036,2025
McIntosh,35-39,Male,60.158317569147115,2025
McIntosh,40-44,Male,60.017762172761444,2025
McIntosh,45-49,Male,42.99324370911756,2025
McIntosh,50-54,Male,47.59466011752598,2025
McIntosh,55-59,Male,65.00321899947505,2025
McIntosh,60-64,Male,81.86519873673218,2025
McIntosh,65-69,Male,127.7879005923982,2025
McIntosh,70-74,Male,104.98503425661917,2025
McIntosh,75-79,Male,56.35838241343413,2025
McIntosh,80-84,Male,43.83258987191742,2025
McIntosh,85+,Male,70.65792981160817,2025
McIntosh,0-4,Female,47.33063711129081,2025
McIntosh,5-9,Female,47.24040221984079,2025
McIntosh,10-14,Female,64.1124400549854,2025
McIntosh,15-19,Female,66.71691187538889,2025
McIntosh,20-24,Female,39.77795626073681,2025
McIntosh,25-29,Female,45.94111893985086,2025
McIntosh,30-34,Female,44.4131581153553,2025
McIntosh,35-39,Female,48.49131305362388,2025
McIntosh,40-44,Female,70.63452269577292,2025
McIntosh,45-49,Female,44.2839894013661,2025
McIntosh,50-54,Female,44.762424354013625,2025
McIntosh,55-59,Female,64.25480154382893,2025
McIntosh,60-64,Female,104.98292606425836,2025
McIntosh,65-69,Female,103.49480306741654,2025
McIntosh,70-74,Female,88.50508712713176,2025
