county_name,age_group,sex,population
Renville,85+,female,35
Richland,85+,female,290
Rolette,85+,female,127
Sargent,85+,female,53
Sheridan,85+,female,32
Sioux,85+,female,14
Slope,85+,female,16
Stark,85+,female,474
Steele,85+,female,29
Stutsman,85+,female,451
Towner,85+,female,61
Traill,85+,female,168
Walsh,85+,female,259
Ward,85+,female,809
Wells,85+,female,121
Williams,85+,female,286
