county_name,age_group,sex,migration_rate
McHenry,15-19,male,-0.047568994286322316
McIntosh,15-19,male,-0.07868958986666869
McKenzie,15-19,male,0.1658647278126507
McLean,15-19,male,-0.04560685723239654
Mercer,15-19,male,-0.08572618392365329
Morton,15-19,male,-0.008141759340408105
Mountrail,15-19,male,0.053873654056472646
Nelson,15-19,male,-0.0724430882684677
Oliver,15-19,male,-0.11487720504275961
Pembina,15-19,male,-0.13535459464398705
Pierce,15-19,male,-0.051455201943316306
Ramsey,15-19,male,0.07688444858059365
Ransom,15-19,male,-0.040981906304676484
Renville,15-19,male,-0.1309797610399349
Richland,15-19,male,0.4326879167490681
Rolette,15-19,male,-0.07953514668877565
