origin_year,method,validation_year,horizon,county_fips,county_name,projected,actual,error,pct_error,category,z_score,horizon_mean_error,horizon_std_error
2015,sdc_2024,2020,5,38005,Benson,6760.0,5960.0,800.0,13.4232,Reservation,2.326077598033556,-4.2133522012578615,7.582099675508519
2015,sdc_2024,2020,5,38075,Renville,2575.1,2290.0,285.1,12.4509,Rural,2.1978413519260704,-4.2133522012578615,7.582099675508519
2015,sdc_2024,2020,5,38087,Slope,791.6,707.0,84.6,11.9599,Rural,2.133083564372048,-4.2133522012578615,7.582099675508519
2015,sdc_2024,2020,5,38041,Hettinger,2774.5,2484.0,290.5,11.6942,Rural,2.098040500923772,-4.2133522012578615,7.582099675508519
2010,sdc_2024,2015,5,38025,Dunn,3492.7,4375.0,-882.3,-20.1658,Bakken,-2.1039617627649077,-4.2133522012578615,7.582099675508519
2010,sdc_2024,2015,5,38105,Williams,23187.9,32106.0,-8918.1,-27.7769,Bakken,-3.107786603604861,-4.2133522012578615,7.582099675508519
2010,sdc_2024,2015,5,38053,McKenzie,6573.6,10979.0,-4405.4,-40.126,Bakken,-4.736504310902974,-4.2133522012578615,7.582099675508519
2015,sdc_2024,2021,6,38079,Rolette,14759.5,12074.0,2685.5,22.2418,Reservation,3.063147463715375,-4.736106289308176,8.807250257741735
2015,sdc_2024,2021,6,38023,Divide,2634.7,2182.0,452.7,20.7454,Rural,2.8932419930851245,-4.736106289308176,8.807250257741735
2015,sdc_2024,2021,6,38085,Sioux,4491.8,3750.0,741.8,19.7808,Reservation,2.783718592276558,-4.736106289308176,8.807250257741735
2015,sdc_2024,2021,6,38049,McHenry,6111.2,5224.0,887.2,16.9823,Rural,2.465969020264559,-4.736106289308176,8.807250257741735
2015,sdc_2024,2021,6,38005,Benson,6731.3,5773.0,958.3,16.6004,Reservation,2.4226070186381947,-4.736106289308176,8.807250257741735
2015,sdc_2024,2021,6,38041,Hettinger,2822.6,2428.0,394.6,16.2521,Rural,2.383060055646671,-4.736106289308176,8.807250257741735
2015,sdc_2024,2021,6,38087,Slope,794.0,695.0,99.0,14.2386,Rural,2.154441594597481,-4.736106289308176,8.807250257741735
2015,sdc_2024,2021,6,38075,Renville,2578.8,2272.0,306.8,13.5041,Rural,2.0710443958685856,-4.736106289308176,8.807250257741735
2015,sdc_2024,2021,6,38013,Burke,2431.7,2152.0,279.7,12.998,Rural,2.01358037643129,-4.736106289308176,8.807250257741735
2015,sdc_2024,2021,6,38025,Dunn,4534.2,4014.0,520.2,12.9592,Bakken,2.00917491515058,-4.736106289308176,8.807250257741735
2010,sdc_2024,2016,6,38089,Stark,24715.9,31861.0,-7145.1,-22.4259,Bakken,-2.0085490014482295,-4.736106289308176,8.807250257741735
2010,sdc_2024,2016,6,38025,Dunn,3482.3,4578.0,-1095.7,-23.9331,Bakken,-2.1796807344968214,-4.736106289308176,8.807250257741735
2010,sdc_2024,2016,6,38105,Williams,23339.2,35301.0,-11961.8,-33.8853,Bakken,-3.309681552998809,-4.736106289308176,8.807250257741735
2010,sdc_2024,2016,6,38053,McKenzie,6618.3,12794.0,-6175.7,-48.27,Bakken,-4.9429609056952515,-4.736106289308176,8.807250257741735
2015,sdc_2024,2022,7,38079,Rolette,14751.0,11889.0,2862.0,24.0726,Reservation,3.1350866729879177,-5.282124528301887,9.363289628074348
2015,sdc_2024,2022,7,38023,Divide,2676.9,2174.0,502.9,23.1325,Rural,3.034683925946829,-5.282124528301887,9.363289628074348
2015,sdc_2024,2022,7,38085,Sioux,4492.1,3697.0,795.1,21.5079,Reservation,2.8611765300921825,-5.282124528301887,9.363289628074348
2015,sdc_2024,2022,7,38041,Hettinger,2870.7,2425.0,445.7,18.3802,Rural,2.5271379470473856,-5.282124528301887,9.363289628074348
2015,sdc_2024,2022,7,38049,McHenry,6134.5,5208.0,926.5,17.7908,Rural,2.4641899850156683,-5.282124528301887,9.363289628074348
2015,sdc_2024,2022,7,38087,Slope,796.4,684.0,112.4,16.4269,Rural,2.3185253677522484,-5.282124528301887,9.363289628074348
2015,sdc_2024,2022,7,38013,Burke,2467.7,2133.0,334.7,15.6912,Rural,2.2399525552874793,-5.282124528301887,9.363289628074348
2015,sdc_2024,2022,7,38005,Benson,6702.7,5794.0,908.7,15.6827,Reservation,2.2390447546813212,-5.282124528301887,9.363289628074348
2015,sdc_2024,2022,7,38061,Mountrail,10640.4,9255.0,1385.4,14.9689,Bakken,2.162810863778301,-5.282124528301887,9.363289628074348
2015,sdc_2024,2022,7,38075,Renville,2582.5,2267.0,315.5,13.917,Rural,2.05046786876445,-5.282124528301887,9.363289628074348
2015,sdc_2024,2022,7,38025,Dunn,4557.2,4005.0,552.2,13.7874,Bakken,2.0366265795223213,-5.282124528301887,9.363289628074348
2010,sdc_2024,2017,7,38105,Williams,23490.4,34213.0,-10722.6,-31.3408,Bakken,-2.783068398692409,-5.282124528301887,9.363289628074348
2010,sdc_2024,2017,7,38053,McKenzie,6663.1,12572.0,-5908.9,-47.0005,Bakken,-4.455525475428224,-5.282124528301887,9.363289628074348
2015,sdc_2024,2023,8,38023,Divide,2719.1,2148.0,571.1,26.5892,Rural,3.2328127238192987,-6.1597044025157235,10.130158224515284
2015,sdc_2024,2023,8,38079,Rolette,14742.5,11766.0,2976.5,25.2975,Reservation,3.1053023758689524,-6.1597044025157235,10.130158224515284
2015,sdc_2024,2023,8,38085,Sioux,4492.5,3659.0,833.5,22.7797,Reservation,2.8567573932341452,-6.1597044025157235,10.130158224515284
2015,sdc_2024,2023,8,38041,Hettinger,2918.8,2418.0,500.8,20.7128,Rural,2.652723067788168,-6.1597044025157235,10.130158224515284
2015,sdc_2024,2023,8,38049,McHenry,6157.9,5152.0,1005.9,19.5251,Rural,2.5354790945276386,-6.1597044025157235,10.130158224515284
2015,sdc_2024,2023,8,38087,Slope,798.8,679.0,119.8,17.6379,Rural,2.349183879963969,-6.1597044025157235,10.130158224515284
2015,sdc_2024,2023,8,38013,Burke,2503.7,2147.0,356.7,16.6125,Rural,2.247961374128028,-6.1597044025157235,10.130158224515284
2015,sdc_2024,2023,8,38005,Benson,6674.0,5778.0,896.0,15.5066,Reservation,2.1387922994216044,-6.1597044025157235,10.130158224515284
2015,sdc_2024,2023,8,38011,Bowman,3278.9,2870.0,408.9,14.2466,Rural,2.0144112214488277,-6.1597044025157235,10.130158224515284
2015,sdc_2024,2023,8,38061,Mountrail,10766.7,9427.0,1339.7,14.2109,Bakken,2.010887090906266,-6.1597044025157235,10.130158224515284
2005,sdc_2024,2013,8,38053,McKenzie,5771.1,7978.0,-2206.9,-27.6624,Bakken,-2.1226416331234703,-6.1597044025157235,10.130158224515284
2010,sdc_2024,2018,8,38105,Williams,23641.6,33467.0,-9825.4,-29.3584,Bakken,-2.2900625126804774,-6.1597044025157235,10.130158224515284
2010,sdc_2024,2018,8,38053,McKenzie,6707.9,12688.0,-5980.1,-47.1322,Bakken,-4.044605690198364,-6.1597044025157235,10.130158224515284
2015,sdc_2024,2024,9,38023,Divide,2761.4,2124.0,637.4,30.0081,Rural,3.337138493652496,-7.097781132075472,11.119071384856761
2015,sdc_2024,2024,9,38079,Rolette,14734.0,11692.0,3042.0,26.0179,Reservation,2.9782775904448497,-7.097781132075472,11.119071384856761
2015,sdc_2024,2024,9,38041,Hettinger,2967.0,2419.0,548.0,22.652,Rural,2.6755634623042504,-7.097781132075472,11.119071384856761
2015,sdc_2024,2024,9,38087,Slope,801.2,660.0,141.2,21.3883,Rural,2.5619118850942098,-7.097781132075472,11.119071384856761
2015,sdc_2024,2024,9,38085,Sioux,4492.9,3713.0,779.9,21.0039,Reservation,2.527340652776777,-7.097781132075472,11.119071384856761
2015,sdc_2024,2024,9,38049,McHenry,6181.3,5135.0,1046.3,20.3762,Rural,2.470888096778722,-7.097781132075472,11.119071384856761
2015,sdc_2024,2024,9,38013,Burke,2539.6,2154.0,385.6,17.9037,Rural,2.2485224050387322,-7.097781132075472,11.119071384856761
2015,sdc_2024,2024,9,38005,Benson,6645.3,5756.0,889.3,15.4497,Reservation,2.027820521305695,-7.097781132075472,11.119071384856761
2005,sdc_2024,2014,9,38105,Williams,20075.1,29591.0,-9515.9,-32.1582,Bakken,-2.2538230037856137,-7.097781132075472,11.119071384856761
2010,sdc_2024,2019,9,38105,Williams,23792.8,35469.0,-11676.2,-32.9194,Bakken,-2.322281958104109,-7.097781132075472,11.119071384856761
2005,sdc_2024,2014,9,38053,McKenzie,5790.4,9278.0,-3487.6,-37.5896,Bakken,-2.7422990475132494,-7.097781132075472,11.119071384856761
2010,sdc_2024,2019,9,38053,McKenzie,6752.6,13594.0,-6841.4,-50.3264,Bakken,-3.887790389294403,-7.097781132075472,11.119071384856761
2010,sdc_2024,2020,10,38079,Rolette,13523.2,12194.0,1329.2,10.9005,Reservation,2.246724714628944,-12.220393396226415,10.29093295038815
2005,sdc_2024,2015,10,38041,Hettinger,2882.7,2627.0,255.7,9.7336,Rural,2.133333634770049,-12.220393396226415,10.29093295038815
2005,sdc_2024,2015,10,38105,Williams,20107.2,32106.0,-11998.8,-37.3725,Bakken,-2.4441036322974887,-12.220393396226415,10.29093295038815
2010,sdc_2024,2020,10,38105,Williams,23944.1,40951.0,-17006.9,-41.53,Bakken,-2.8481000454548777,-12.220393396226415,10.29093295038815
2005,sdc_2024,2015,10,38053,McKenzie,5809.8,10979.0,-5169.2,-47.0829,Bakken,-3.3876915505953864,-12.220393396226415,10.29093295038815
2010,sdc_2024,2020,10,38053,McKenzie,6797.4,14707.0,-7909.6,-53.7812,Bakken,-4.038584917823802,-12.220393396226415,10.29093295038815
2005,sdc_2024,2016,11,38041,Hettinger,2988.3,2657.0,331.3,12.4679,Rural,2.2752224159718697,-12.891752830188679,11.146010452501722
2010,sdc_2024,2021,11,38079,Rolette,13464.6,12074.0,1390.6,11.5173,Reservation,2.1899362946237027,-12.891752830188679,11.146010452501722
2010,sdc_2024,2021,11,38041,Hettinger,2656.8,2428.0,228.8,9.4238,Rural,2.002111241980753,-12.891752830188679,11.146010452501722
2010,sdc_2024,2021,11,38105,Williams,24062.9,38506.0,-14443.1,-37.5086,Bakken,-2.208579228838429,-12.891752830188679,11.146010452501722
2005,sdc_2024,2016,11,38105,Williams,20142.8,35301.0,-15158.2,-42.9398,Bakken,-2.695856719124737,-12.891752830188679,11.146010452501722
2010,sdc_2024,2021,11,38053,McKenzie,6836.2,13855.0,-7018.8,-50.6588,Bakken,-3.388391508401511,-12.891752830188679,11.146010452501722
2005,sdc_2024,2016,11,38053,McKenzie,5852.9,12794.0,-6941.1,-54.2528,Bakken,-3.7108387208203126,-12.891752830188679,11.146010452501722
2005,sdc_2024,2017,12,38041,Hettinger,3093.8,2597.0,496.8,19.1315,Rural,2.8577338005214306,-13.252754716981133,11.332145321258476
2010,sdc_2024,2022,12,38079,Rolette,13406.0,11889.0,1517.0,12.7596,Reservation,2.2954483885927055,-13.252754716981133,11.332145321258476
2010,sdc_2024,2022,12,38041,Hettinger,2692.9,2425.0,267.9,11.0462,Rural,2.1442501863612393,-13.252754716981133,11.332145321258476
2010,sdc_2024,2022,12,38105,Williams,24181.8,38012.0,-13830.2,-36.3837,Bakken,-2.0411797261041555,-13.252754716981133,11.332145321258476
2005,sdc_2024,2017,12,38105,Williams,20178.4,34213.0,-14034.6,-41.0212,Bakken,-2.450413800370774,-13.252754716981133,11.332145321258476
2010,sdc_2024,2022,12,38053,McKenzie,6875.1,13905.0,-7029.9,-50.5569,Bakken,-3.291887301607257,-13.252754716981133,11.332145321258476
2005,sdc_2024,2017,12,38053,McKenzie,5896.0,12572.0,-6676.0,-53.102,Bakken,-3.516478491346549,-13.252754716981133,11.332145321258476
2005,sdc_2024,2018,13,38041,Hettinger,3199.4,2479.0,720.4,29.0607,Rural,3.641582263857069,-13.686243396226413,11.738563157145313
2010,sdc_2024,2023,13,38079,Rolette,13347.4,11766.0,1581.4,13.4403,Reservation,2.3108912933449077,-13.686243396226413,11.738563157145313
2010,sdc_2024,2023,13,38041,Hettinger,2728.9,2418.0,310.9,12.859,Rural,2.2613707521834314,-13.686243396226413,11.738563157145313
2010,sdc_2024,2023,13,38105,Williams,24300.7,39304.0,-15003.3,-38.1724,Bakken,-2.085958585899737,-13.686243396226413,11.738563157145313
2005,sdc_2024,2018,13,38105,Williams,20214.0,33467.0,-13253.0,-39.6001,Bakken,-2.2075833521413317,-13.686243396226413,11.738563157145313
2010,sdc_2024,2023,13,38053,McKenzie,6913.9,14282.0,-7368.1,-51.5902,Bakken,-3.2290116001719764,-13.686243396226413,11.738563157145313
2005,sdc_2024,2018,13,38053,McKenzie,5939.1,12688.0,-6748.9,-53.1908,Bakken,-3.3653655967022678,-13.686243396226413,11.738563157145313
2005,sdc_2024,2019,14,38041,Hettinger,3305.0,2503.0,802.0,32.041,Rural,3.7750808533745657,-14.32291603773585,12.281569014949941
2010,sdc_2024,2024,14,38041,Hettinger,2765.0,2419.0,346.0,14.3031,Rural,2.3308109902643843,-14.32291603773585,12.281569014949941
2010,sdc_2024,2024,14,38079,Rolette,13288.8,11692.0,1596.8,13.657,Reservation,2.278203705379731,-14.32291603773585,12.281569014949941
2010,sdc_2024,2024,14,38105,Williams,24419.6,40763.0,-16343.4,-40.0937,Bakken,-2.0983299390244228,-14.32291603773585,12.281569014949941
2005,sdc_2024,2019,14,38105,Williams,20249.7,35469.0,-15219.3,-42.9088,Bakken,-2.3275433234522,-14.32291603773585,12.281569014949941
2010,sdc_2024,2024,14,38053,McKenzie,6952.7,14782.0,-7829.3,-52.9649,Bakken,-3.146339357392086,-14.32291603773585,12.281569014949941
2005,sdc_2024,2019,14,38053,McKenzie,5982.3,13594.0,-7611.7,-55.9933,Bakken,-3.3929202296172574,-14.32291603773585,12.281569014949941
2005,sdc_2024,2020,15,38041,Hettinger,3410.6,2484.0,926.6,37.301,Rural,3.868396623723528,-16.759284905660376,13.974855777230157
2005,sdc_2024,2020,15,38105,Williams,20285.3,40951.0,-20665.7,-50.4645,Bakken,-2.4118470796140166,-16.759284905660376,13.974855777230157
2005,sdc_2024,2020,15,38053,McKenzie,6025.4,14707.0,-8681.6,-59.0304,Bakken,-3.0247979491290202,-16.759284905660376,13.974855777230157
2005,sdc_2024,2021,16,38041,Hettinger,3529.6,2428.0,1101.6,45.3696,Rural,4.252281945249702,-16.898686792452832,14.643499089239326
2005,sdc_2024,2021,16,38105,Williams,20298.9,38506.0,-18207.1,-47.2838,Bakken,-2.074989933920606,-16.898686792452832,14.643499089239326
2005,sdc_2024,2021,16,38053,McKenzie,6071.3,13855.0,-7783.7,-56.18,Bakken,-2.6825086660068,-16.898686792452832,14.643499089239326
2005,sdc_2024,2022,17,38041,Hettinger,3648.6,2425.0,1223.6,50.4573,Rural,4.4326616916154045,-17.522539622641514,15.336121804925623
2005,sdc_2024,2022,17,38053,McKenzie,6117.1,13905.0,-7787.9,-56.0077,Bakken,-2.509445403921994,-17.522539622641514,15.336121804925623
2005,sdc_2024,2023,18,38041,Hettinger,3767.6,2418.0,1349.6,55.8149,Rural,4.595850560757465,-18.411735849056605,16.150794040792952
2005,sdc_2024,2023,18,38053,McKenzie,6163.0,14282.0,-8119.0,-56.8479,Bakken,-2.3798312364000838,-18.411735849056605,16.150794040792952
2005,sdc_2024,2024,19,38041,Hettinger,3886.6,2419.0,1467.6,60.6706,Rural,4.726176534447908,-19.38863962264151,16.939536439045373
2005,sdc_2024,2024,19,38053,McKenzie,6208.8,14782.0,-8573.2,-57.9973,Bakken,-2.279204068912188,-19.38863962264151,16.939536439045373
