origin_year,method,validation_year,horizon,county_fips,county_name,projected,actual,error,pct_error
2005,m2026,2013,8,38097,Traill,7888.0,8070.0,-182.0,-2.2556
2005,m2026,2013,8,38099,Walsh,10243.1,11024.0,-780.9,-7.084
2005,m2026,2013,8,38101,Ward,50645.1,64863.0,-14217.9,-21.9199
2005,m2026,2013,8,38103,Wells,3730.0,4235.0,-505.0,-11.924
2005,m2026,2013,8,38105,Williams,19888.6,26735.0,-6846.4,-25.6083
2005,sdc_2024,2014,9,38001,Adams,2100.0,2391.0,-291.0,-12.1698
2005,sdc_2024,2014,9,38003,Barnes,10054.5,11115.0,-1060.5,-9.5415
2005,sdc_2024,2014,9,38005,Benson,6337.5,6899.0,-561.5,-8.1393
2005,sdc_2024,2014,9,38007,Billings,690.8,912.0,-221.2,-24.2549
2005,sdc_2024,2014,9,38009,Bottineau,5809.3,6738.0,-928.7,-13.7831
2005,sdc_2024,2014,9,38011,Bowman,2654.7,3214.0,-559.3,-17.4021
2005,sdc_2024,2014,9,38013,Burke,1861.2,2305.0,-443.8,-19.2547
2005,sdc_2024,2014,9,38015,Burleigh,80625.9,88422.0,-7796.1,-8.817
2005,sdc_2024,2014,9,38017,Cass,141840.4,162837.0,-20996.6,-12.8942
2005,sdc_2024,2014,9,38019,Cavalier,3517.8,3856.0,-338.2,-8.7698
2005,sdc_2024,2014,9,38021,Dickey,4873.3,5194.0,-320.7,-6.1745
2005,sdc_2024,2014,9,38023,Divide,1828.5,2327.0,-498.5,-21.4211
2005,sdc_2024,2014,9,38025,Dunn,3174.3,4140.0,-965.7,-23.3269
2005,sdc_2024,2014,9,38027,Eddy,2288.9,2367.0,-78.1,-3.2977
2005,sdc_2024,2014,9,38029,Emmons,2878.8,3476.0,-597.2,-17.1806
2005,sdc_2024,2014,9,38031,Foster,3175.1,3355.0,-179.9,-5.362
2005,sdc_2024,2014,9,38033,Golden Valley,1323.0,1825.0,-502.0,-27.5043
2005,sdc_2024,2014,9,38035,Grand Forks,56684.6,69102.0,-12417.4,-17.9697
2005,sdc_2024,2014,9,38037,Grant,2176.8,2393.0,-216.2,-9.0359
2005,sdc_2024,2014,9,38039,Griggs,2153.7,2284.0,-130.3,-5.7063
2005,sdc_2024,2014,9,38041,Hettinger,2824.5,2644.0,180.5,6.8262
2005,sdc_2024,2014,9,38043,Kidder,2118.7,2444.0,-325.3,-13.3112
2005,sdc_2024,2014,9,38045,LaMoure,3907.3,4101.0,-193.7,-4.722
2005,sdc_2024,2014,9,38047,Logan,1620.9,1932.0,-311.1,-16.105
2005,sdc_2024,2014,9,38049,McHenry,4843.0,5908.0,-1065.0,-18.0263
2005,sdc_2024,2014,9,38051,McIntosh,2693.3,2738.0,-44.7,-1.6312
2005,sdc_2024,2014,9,38053,McKenzie,5790.4,9278.0,-3487.6,-37.5896
2005,sdc_2024,2014,9,38055,McLean,7884.8,9464.0,-1579.2,-16.6869
2005,sdc_2024,2014,9,38057,Mercer,8178.2,8589.0,-410.8,-4.7834
2005,sdc_2024,2014,9,38059,Morton,25730.8,28929.0,-3198.2,-11.0554
2005,sdc_2024,2014,9,38061,Mountrail,7244.5,9340.0,-2095.5,-22.4362
2005,sdc_2024,2014,9,38063,Nelson,2869.9,3052.0,-182.1,-5.9666
2005,sdc_2024,2014,9,38065,Oliver,1684.2,1889.0,-204.8,-10.8429
2005,sdc_2024,2014,9,38067,Pembina,6649.4,7098.0,-448.6,-6.3205
2005,sdc_2024,2014,9,38069,Pierce,3847.6,4419.0,-571.4,-12.9299
2005,sdc_2024,2014,9,38071,Ramsey,9847.0,11579.0,-1732.0,-14.9584
2005,sdc_2024,2014,9,38073,Ransom,5444.4,5496.0,-51.6,-0.9391
2005,sdc_2024,2014,9,38075,Renville,2353.0,2613.0,-260.0,-9.9489
2005,sdc_2024,2014,9,38077,Richland,15156.4,16291.0,-1134.6,-6.9643
2005,sdc_2024,2014,9,38079,Rolette,12956.5,14680.0,-1723.5,-11.7403
2005,sdc_2024,2014,9,38081,Sargent,3544.2,3879.0,-334.8,-8.6311
2005,sdc_2024,2014,9,38083,Sheridan,1164.5,1327.0,-162.5,-12.2483
2005,sdc_2024,2014,9,38085,Sioux,3953.9,4434.0,-480.1,-10.8286
2005,sdc_2024,2014,9,38087,Slope,713.8,771.0,-57.2,-7.4208
2005,sdc_2024,2014,9,38089,Stark,22755.8,28317.0,-5561.2,-19.639
2005,sdc_2024,2014,9,38091,Steele,1772.4,1918.0,-145.6,-7.5888
2005,sdc_2024,2014,9,38093,Stutsman,19401.0,21082.0,-1681.0,-7.9735
2005,sdc_2024,2014,9,38095,Towner,1835.6,2264.0,-428.4,-18.9217
2005,sdc_2024,2014,9,38097,Traill,7726.6,8188.0,-461.4,-5.6347
2005,sdc_2024,2014,9,38099,Walsh,10064.6,11081.0,-1016.4,-9.1723
2005,sdc_2024,2014,9,38101,Ward,51869.8,67398.0,-15528.2,-23.0396
2005,sdc_2024,2014,9,38103,Wells,3619.2,4150.0,-530.8,-12.79
2005,sdc_2024,2014,9,38105,Williams,20075.1,29591.0,-9515.9,-32.1582
2005,m2026,2014,9,38001,Adams,2144.7,2391.0,-246.3,-10.3007
2005,m2026,2014,9,38003,Barnes,10108.0,11115.0,-1007.0,-9.0599
2005,m2026,2014,9,38005,Benson,6385.5,6899.0,-513.5,-7.4437
2005,m2026,2014,9,38007,Billings,689.5,912.0,-222.5,-24.396
2005,m2026,2014,9,38009,Bottineau,5913.1,6738.0,-824.9,-12.2422
2005,m2026,2014,9,38011,Bowman,2680.7,3214.0,-533.3,-16.5925
2005,m2026,2014,9,38013,Burke,1914.1,2305.0,-390.9,-16.9592
2005,m2026,2014,9,38015,Burleigh,78470.6,88422.0,-9951.4,-11.2545
2005,m2026,2014,9,38017,Cass,134279.8,162837.0,-28557.2,-17.5373
2005,m2026,2014,9,38019,Cavalier,3569.5,3856.0,-286.5,-7.4309
2005,m2026,2014,9,38021,Dickey,4893.2,5194.0,-300.8,-5.7914
2005,m2026,2014,9,38023,Divide,1852.8,2327.0,-474.2,-20.3795
2005,m2026,2014,9,38025,Dunn,3070.1,4140.0,-1069.9,-25.843
2005,m2026,2014,9,38027,Eddy,2333.9,2367.0,-33.1,-1.3985
2005,m2026,2014,9,38029,Emmons,2948.0,3476.0,-528.0,-15.1899
2005,m2026,2014,9,38031,Foster,3190.7,3355.0,-164.3,-4.8984
2005,m2026,2014,9,38033,Golden Valley,1375.6,1825.0,-449.4,-24.6225
2005,m2026,2014,9,38035,Grand Forks,54619.8,69102.0,-14482.2,-20.9577
2005,m2026,2014,9,38037,Grant,2227.8,2393.0,-165.2,-6.9053
2005,m2026,2014,9,38039,Griggs,2175.5,2284.0,-108.5,-4.7491
2005,m2026,2014,9,38041,Hettinger,2836.7,2644.0,192.7,7.2876
2005,m2026,2014,9,38043,Kidder,2143.7,2444.0,-300.3,-12.2878
2005,m2026,2014,9,38045,LaMoure,3938.9,4101.0,-162.1,-3.9535
2005,m2026,2014,9,38047,Logan,1651.6,1932.0,-280.4,-14.5132
2005,m2026,2014,9,38049,McHenry,4918.9,5908.0,-989.1,-16.7409
2005,m2026,2014,9,38051,McIntosh,2729.0,2738.0,-9.0,-0.3294
2005,m2026,2014,9,38053,McKenzie,5842.7,9278.0,-3435.3,-37.0263
2005,m2026,2014,9,38055,McLean,7925.6,9464.0,-1538.4,-16.2558
2005,m2026,2014,9,38057,Mercer,8236.7,8589.0,-352.3,-4.1012
2005,m2026,2014,9,38059,Morton,25721.6,28929.0,-3207.4,-11.0871
2005,m2026,2014,9,38061,Mountrail,7412.9,9340.0,-1927.1,-20.633
2005,m2026,2014,9,38063,Nelson,2910.9,3052.0,-141.1,-4.6226
2005,m2026,2014,9,38065,Oliver,1710.6,1889.0,-178.4,-9.4417
2005,m2026,2014,9,38067,Pembina,6676.2,7098.0,-421.8,-5.943
2005,m2026,2014,9,38069,Pierce,3851.7,4419.0,-567.3,-12.8385
2005,m2026,2014,9,38071,Ramsey,9897.2,11579.0,-1681.8,-14.5245
2005,m2026,2014,9,38073,Ransom,5488.6,5496.0,-7.4,-0.1352
2005,m2026,2014,9,38075,Renville,2366.8,2613.0,-246.2,-9.4216
2005,m2026,2014,9,38077,Richland,15627.2,16291.0,-663.8,-4.0746
2005,m2026,2014,9,38079,Rolette,13075.8,14680.0,-1604.2,-10.9279
2005,m2026,2014,9,38081,Sargent,3606.7,3879.0,-272.3,-7.021
2005,m2026,2014,9,38083,Sheridan,1192.3,1327.0,-134.7,-10.149
2005,m2026,2014,9,38085,Sioux,3974.5,4434.0,-459.5,-10.3623
2005,m2026,2014,9,38087,Slope,723.4,771.0,-47.6,-6.1785
2005,m2026,2014,9,38089,Stark,22246.8,28317.0,-6070.2,-21.4366
2005,m2026,2014,9,38091,Steele,1820.2,1918.0,-97.8,-5.0994
2005,m2026,2014,9,38093,Stutsman,19489.0,21082.0,-1593.0,-7.5563
2005,m2026,2014,9,38095,Towner,1872.6,2264.0,-391.4,-17.2897
2005,m2026,2014,9,38097,Traill,7835.9,8188.0,-352.1,-4.3005
2005,m2026,2014,9,38099,Walsh,10080.8,11081.0,-1000.2,-9.0267
2005,m2026,2014,9,38101,Ward,49790.6,67398.0,-17607.4,-26.1245
2005,m2026,2014,9,38103,Wells,3638.1,4150.0,-511.9,-12.3347
2005,m2026,2014,9,38105,Williams,19902.4,29591.0,-9688.6,-32.7418
2005,sdc_2024,2015,10,38001,Adams,2070.2,2388.0,-317.8,-13.3099
2005,sdc_2024,2015,10,38003,Barnes,9938.9,11062.0,-1123.1,-10.1526
2005,sdc_2024,2015,10,38005,Benson,6296.6,6885.0,-588.4,-8.5455
2005,sdc_2024,2015,10,38007,Billings,684.2,920.0,-235.8,-25.6267
2005,sdc_2024,2015,10,38009,Bottineau,5725.9,6684.0,-958.1,-14.3348
2005,sdc_2024,2015,10,38011,Bowman,2613.7,3238.0,-624.3,-19.2806
2005,sdc_2024,2015,10,38013,Burke,1844.6,2261.0,-416.4,-18.4179
2005,sdc_2024,2015,10,38015,Burleigh,81386.4,90510.0,-9123.6,-10.0802
2005,sdc_2024,2015,10,38017,Cass,142718.7,166552.0,-23833.3,-14.3098
2005,sdc_2024,2015,10,38019,Cavalier,3430.9,3847.0,-416.1,-10.8169
2005,sdc_2024,2015,10,38021,Dickey,4804.8,5101.0,-296.2,-5.8064
2005,sdc_2024,2015,10,38023,Divide,1803.7,2428.0,-624.3,-25.7122
2005,sdc_2024,2015,10,38025,Dunn,3147.3,4375.0,-1227.7,-28.0614
2005,sdc_2024,2015,10,38027,Eddy,2255.3,2329.0,-73.7,-3.1642
2005,sdc_2024,2015,10,38029,Emmons,2777.4,3412.0,-634.6,-18.5983
2005,sdc_2024,2015,10,38031,Foster,3133.7,3337.0,-203.3,-6.0918
2005,sdc_2024,2015,10,38033,Golden Valley,1282.1,1852.0,-569.9,-30.7714
2005,sdc_2024,2015,10,38035,Grand Forks,55728.0,69764.0,-14036.0,-20.1192
2005,sdc_2024,2015,10,38037,Grant,2133.2,2374.0,-240.8,-10.1448
2005,sdc_2024,2015,10,38039,Griggs,2120.5,2291.0,-170.5,-7.4439
2005,sdc_2024,2015,10,38041,Hettinger,2882.7,2627.0,255.7,9.7336
2005,sdc_2024,2015,10,38043,Kidder,2081.5,2448.0,-366.5,-14.9695
2005,sdc_2024,2015,10,38045,LaMoure,3850.1,4096.0,-245.9,-6.0044
2005,sdc_2024,2015,10,38047,Logan,1571.7,1941.0,-369.3,-19.0271
2005,sdc_2024,2015,10,38049,McHenry,4768.3,5977.0,-1208.7,-20.2227
2005,sdc_2024,2015,10,38051,McIntosh,2653.1,2745.0,-91.9,-3.3494
2005,sdc_2024,2015,10,38053,McKenzie,5809.8,10979.0,-5169.2,-47.0829
2005,sdc_2024,2015,10,38055,McLean,7792.2,9553.0,-1760.8,-18.4321
2005,sdc_2024,2015,10,38057,Mercer,8180.8,8712.0,-531.2,-6.0974
2005,sdc_2024,2015,10,38059,Morton,25757.9,29777.0,-4019.1,-13.4974
2005,sdc_2024,2015,10,38061,Mountrail,7300.2,9751.0,-2450.8,-25.1338
2005,sdc_2024,2015,10,38063,Nelson,2823.4,3014.0,-190.6,-6.3227
2005,sdc_2024,2015,10,38065,Oliver,1660.2,1868.0,-207.8,-11.1248
2005,sdc_2024,2015,10,38067,Pembina,6518.1,7068.0,-549.9,-7.7801
2005,sdc_2024,2015,10,38069,Pierce,3787.8,4364.0,-576.2,-13.2029
2005,sdc_2024,2015,10,38071,Ramsey,9691.0,11615.0,-1924.0,-16.5652
2005,sdc_2024,2015,10,38073,Ransom,5412.6,5442.0,-29.4,-0.5403
2005,sdc_2024,2015,10,38075,Renville,2336.2,2573.0,-236.8,-9.2048
2005,sdc_2024,2015,10,38077,Richland,14927.5,16345.0,-1417.5,-8.6721
2005,sdc_2024,2015,10,38079,Rolette,12882.0,14733.0,-1851.0,-12.5636
2005,sdc_2024,2015,10,38081,Sargent,3485.7,3920.0,-434.3,-11.0786
2005,sdc_2024,2015,10,38083,Sheridan,1133.9,1334.0,-200.1,-15.0029
2005,sdc_2024,2015,10,38085,Sioux,3937.3,4459.0,-521.7,-11.7008
2005,sdc_2024,2015,10,38087,Slope,710.5,779.0,-68.5,-8.793
2005,sdc_2024,2015,10,38089,Stark,22770.2,30315.0,-7544.8,-24.8881
2005,sdc_2024,2015,10,38091,Steele,1740.0,1912.0,-172.0,-8.9934
2005,sdc_2024,2015,10,38093,Stutsman,19225.9,21120.0,-1894.1,-8.9684
2005,sdc_2024,2015,10,38095,Towner,1771.3,2275.0,-503.7,-22.1399
2005,sdc_2024,2015,10,38097,Traill,7661.6,8042.0,-380.4,-4.7298
2005,sdc_2024,2015,10,38099,Walsh,9900.7,10907.0,-1006.3,-9.2264
2005,sdc_2024,2015,10,38101,Ward,51248.6,68869.0,-17620.4,-25.5853
2005,sdc_2024,2015,10,38103,Wells,3524.2,4125.0,-600.8,-14.5651
2005,sdc_2024,2015,10,38105,Williams,20107.2,32106.0,-11998.8,-37.3725
2005,m2026,2015,10,38001,Adams,2122.6,2388.0,-265.4,-11.115
2005,m2026,2015,10,38003,Barnes,9998.1,11062.0,-1063.9,-9.618
2005,m2026,2015,10,38005,Benson,6349.2,6885.0,-535.8,-7.7821
2005,m2026,2015,10,38007,Billings,683.3,920.0,-236.7,-25.7309
2005,m2026,2015,10,38009,Bottineau,5839.6,6684.0,-844.4,-12.6327
2005,m2026,2015,10,38011,Bowman,2643.9,3238.0,-594.1,-18.347
2005,m2026,2015,10,38013,Burke,1913.5,2261.0,-347.5,-15.371
2005,m2026,2015,10,38015,Burleigh,78912.6,90510.0,-11597.4,-12.8134
2005,m2026,2015,10,38017,Cass,134089.8,166552.0,-32462.2,-19.4907
2005,m2026,2015,10,38019,Cavalier,3490.0,3847.0,-357.0,-9.2795
2005,m2026,2015,10,38021,Dickey,4830.2,5101.0,-270.8,-5.3085
2005,m2026,2015,10,38023,Divide,1831.5,2428.0,-596.5,-24.5662
2005,m2026,2015,10,38025,Dunn,3035.7,4375.0,-1339.3,-30.6125
2005,m2026,2015,10,38027,Eddy,2308.6,2329.0,-20.4,-0.8773
2005,m2026,2015,10,38029,Emmons,2860.7,3412.0,-551.3,-16.1564
2005,m2026,2015,10,38031,Foster,3152.2,3337.0,-184.8,-5.5391
2005,m2026,2015,10,38033,Golden Valley,1343.2,1852.0,-508.8,-27.4721
2005,m2026,2015,10,38035,Grand Forks,53458.5,69764.0,-16305.5,-23.3724
2005,m2026,2015,10,38037,Grant,2190.5,2374.0,-183.5,-7.7299
2005,m2026,2015,10,38039,Griggs,2148.0,2291.0,-143.0,-6.2429
2005,m2026,2015,10,38041,Hettinger,2927.5,2627.0,300.5,11.4375
2005,m2026,2015,10,38043,Kidder,2110.7,2448.0,-337.3,-13.7801
2005,m2026,2015,10,38045,LaMoure,3885.6,4096.0,-210.4,-5.1374
2005,m2026,2015,10,38047,Logan,1608.8,1941.0,-332.2,-17.1134
2005,m2026,2015,10,38049,McHenry,4852.2,5977.0,-1124.8,-18.8187
2005,m2026,2015,10,38051,McIntosh,2694.9,2745.0,-50.1,-1.8252
2005,m2026,2015,10,38053,McKenzie,5884.9,10979.0,-5094.1,-46.3989
2005,m2026,2015,10,38055,McLean,7836.0,9553.0,-1717.0,-17.9729
2005,m2026,2015,10,38057,Mercer,8248.7,8712.0,-463.3,-5.3176
2005,m2026,2015,10,38059,Morton,25742.4,29777.0,-4034.6,-13.5495
2005,m2026,2015,10,38061,Mountrail,7509.2,9751.0,-2241.8,-22.99
2005,m2026,2015,10,38063,Nelson,2871.0,3014.0,-143.0,-4.7449
2005,m2026,2015,10,38065,Oliver,1689.5,1868.0,-178.5,-9.5538
2005,m2026,2015,10,38067,Pembina,6552.1,7068.0,-515.9,-7.2987
2005,m2026,2015,10,38069,Pierce,3793.6,4364.0,-570.4,-13.0695
2005,m2026,2015,10,38071,Ramsey,9749.7,11615.0,-1865.3,-16.0594
2005,m2026,2015,10,38073,Ransom,5465.6,5442.0,23.6,0.4342
2005,m2026,2015,10,38075,Renville,2355.1,2573.0,-217.9,-8.4694
2005,m2026,2015,10,38077,Richland,15442.9,16345.0,-902.1,-5.5192
2005,m2026,2015,10,38079,Rolette,13009.1,14733.0,-1723.9,-11.7009
2005,m2026,2015,10,38081,Sargent,3556.0,3920.0,-364.0,-9.2851
2005,m2026,2015,10,38083,Sheridan,1165.4,1334.0,-168.6,-12.6415
2005,m2026,2015,10,38085,Sioux,3959.1,4459.0,-499.9,-11.21
2005,m2026,2015,10,38087,Slope,723.4,779.0,-55.6,-7.1363
2005,m2026,2015,10,38089,Stark,22196.8,30315.0,-8118.2,-26.7793
2005,m2026,2015,10,38091,Steele,1794.1,1912.0,-117.9,-6.1668
2005,m2026,2015,10,38093,Stutsman,19323.2,21120.0,-1796.8,-8.5078
2005,m2026,2015,10,38095,Towner,1816.0,2275.0,-459.0,-20.1775
2005,m2026,2015,10,38097,Traill,7784.1,8042.0,-257.9,-3.2065
2005,m2026,2015,10,38099,Walsh,9920.7,10907.0,-986.3,-9.0427
2005,m2026,2015,10,38101,Ward,48938.6,68869.0,-19930.4,-28.9396
2005,m2026,2015,10,38103,Wells,3548.5,4125.0,-576.5,-13.9764
2005,m2026,2015,10,38105,Williams,19915.5,32106.0,-12190.5,-37.9697
2005,sdc_2024,2016,11,38001,Adams,2048.2,2397.0,-348.8,-14.5512
2005,sdc_2024,2016,11,38003,Barnes,9824.5,11008.0,-1183.5,-10.7513
2005,sdc_2024,2016,11,38005,Benson,6266.7,6820.0,-553.3,-8.1128
2005,sdc_2024,2016,11,38007,Billings,677.9,948.0,-270.1,-28.4955
2005,sdc_2024,2016,11,38009,Bottineau,5656.1,6734.0,-1077.9,-16.0063
2005,sdc_2024,2016,11,38011,Bowman,2577.6,3277.0,-699.4,-21.3429
2005,sdc_2024,2016,11,38013,Burke,1840.6,2344.0,-503.4,-21.4753
2005,sdc_2024,2016,11,38015,Burleigh,82068.9,93211.0,-11142.1,-11.9537
2005,sdc_2024,2016,11,38017,Cass,143449.2,170722.0,-27272.8,-15.975
2005,sdc_2024,2016,11,38019,Cavalier,3359.1,3827.0,-467.9,-12.2257
2005,sdc_2024,2016,11,38021,Dickey,4735.8,5054.0,-318.2,-6.2953
2005,sdc_2024,2016,11,38023,Divide,1786.3,2459.0,-672.7,-27.3578
2005,sdc_2024,2016,11,38025,Dunn,3125.5,4578.0,-1452.5,-31.727
2005,sdc_2024,2016,11,38027,Eddy,2227.6,2305.0,-77.4,-3.3558
2005,sdc_2024,2016,11,38029,Emmons,2690.7,3397.0,-706.3,-20.7928
2005,sdc_2024,2016,11,38031,Foster,3097.1,3325.0,-227.9,-6.8539
2005,sdc_2024,2016,11,38033,Golden Valley,1248.7,1879.0,-630.3,-33.5453
2005,sdc_2024,2016,11,38035,Grand Forks,54930.2,70352.0,-15421.8,-21.9209
2005,sdc_2024,2016,11,38037,Grant,2094.2,2396.0,-301.8,-12.598
2005,sdc_2024,2016,11,38039,Griggs,2095.4,2288.0,-192.6,-8.4162
2005,sdc_2024,2016,11,38041,Hettinger,2988.3,2657.0,331.3,12.4679
2005,sdc_2024,2016,11,38043,Kidder,2049.9,2449.0,-399.1,-16.2944
2005,sdc_2024,2016,11,38045,LaMoure,3795.6,4136.0,-340.4,-8.2297
2005,sdc_2024,2016,11,38047,Logan,1525.9,1927.0,-401.1,-20.8154
2005,sdc_2024,2016,11,38049,McHenry,4695.0,5975.0,-1280.0,-21.4231
2005,sdc_2024,2016,11,38051,McIntosh,2614.6,2717.0,-102.4,-3.7699
2005,sdc_2024,2016,11,38053,McKenzie,5852.9,12794.0,-6941.1,-54.2528
2005,sdc_2024,2016,11,38055,McLean,7705.4,9664.0,-1958.6,-20.2673
2005,sdc_2024,2016,11,38057,Mercer,8202.5,8786.0,-583.5,-6.6418
2005,sdc_2024,2016,11,38059,Morton,25784.3,30249.0,-4464.7,-14.7599
2005,sdc_2024,2016,11,38061,Mountrail,7364.7,10311.0,-2946.3,-28.5741
2005,sdc_2024,2016,11,38063,Nelson,2788.2,2914.0,-125.8,-4.3165
2005,sdc_2024,2016,11,38065,Oliver,1635.4,1865.0,-229.6,-12.3126
2005,sdc_2024,2016,11,38067,Pembina,6397.9,7031.0,-633.1,-9.0037
2005,sdc_2024,2016,11,38069,Pierce,3724.7,4273.0,-548.3,-12.8317
2005,sdc_2024,2016,11,38071,Ramsey,9551.4,11664.0,-2112.6,-18.112
2005,sdc_2024,2016,11,38073,Ransom,5387.5,5451.0,-63.5,-1.1644
2005,sdc_2024,2016,11,38075,Renville,2326.7,2551.0,-224.3,-8.7914
2005,sdc_2024,2016,11,38077,Richland,14729.7,16286.0,-1556.3,-9.5559
2005,sdc_2024,2016,11,38079,Rolette,12816.4,14698.0,-1881.6,-12.8016
2005,sdc_2024,2016,11,38081,Sargent,3434.6,3866.0,-431.4,-11.1586
2005,sdc_2024,2016,11,38083,Sheridan,1107.8,1311.0,-203.2,-15.5011
2005,sdc_2024,2016,11,38085,Sioux,3920.9,4377.0,-456.1,-10.4202
2005,sdc_2024,2016,11,38087,Slope,702.7,781.0,-78.3,-10.0301
2005,sdc_2024,2016,11,38089,Stark,22788.5,31861.0,-9072.5,-28.4753
2005,sdc_2024,2016,11,38091,Steele,1709.8,1915.0,-205.2,-10.7177
2005,sdc_2024,2016,11,38093,Stutsman,19059.1,21047.0,-1987.9,-9.4449
2005,sdc_2024,2016,11,38095,Towner,1717.4,2251.0,-533.6,-23.7069
2005,sdc_2024,2016,11,38097,Traill,7600.3,7987.0,-386.7,-4.8413
2005,sdc_2024,2016,11,38099,Walsh,9747.9,10852.0,-1104.1,-10.1745
2005,sdc_2024,2016,11,38101,Ward,50605.1,70703.0,-20097.9,-28.4258
2005,sdc_2024,2016,11,38103,Wells,3440.7,4095.0,-654.3,-15.9778
2005,sdc_2024,2016,11,38105,Williams,20142.8,35301.0,-15158.2,-42.9398
2005,m2026,2016,11,38001,Adams,2101.5,2397.0,-295.5,-12.3266
2005,m2026,2016,11,38003,Barnes,9888.4,11008.0,-1119.6,-10.1709
2005,m2026,2016,11,38005,Benson,6313.5,6820.0,-506.5,-7.4265
2005,m2026,2016,11,38007,Billings,677.1,948.0,-270.9,-28.5732
2005,m2026,2016,11,38009,Bottineau,5767.0,6734.0,-967.0,-14.3598
2005,m2026,2016,11,38011,Bowman,2607.6,3277.0,-669.4,-20.4277
2005,m2026,2016,11,38013,Burke,1915.1,2344.0,-428.9,-18.2961
2005,m2026,2016,11,38015,Burleigh,79329.2,93211.0,-13881.8,-14.8929
2005,m2026,2016,11,38017,Cass,133850.4,170722.0,-36871.6,-21.5975
2005,m2026,2016,11,38019,Cavalier,3412.7,3827.0,-414.3,-10.8257
2005,m2026,2016,11,38021,Dickey,4768.0,5054.0,-286.0,-5.6596
2005,m2026,2016,11,38023,Divide,1811.3,2459.0,-647.7,-26.342
2005,m2026,2016,11,38025,Dunn,3001.7,4578.0,-1576.3,-34.4312
2005,m2026,2016,11,38027,Eddy,2284.2,2305.0,-20.8,-0.9037
2005,m2026,2016,11,38029,Emmons,2776.1,3397.0,-620.9,-18.2784
2005,m2026,2016,11,38031,Foster,3114.2,3325.0,-210.8,-6.3407
2005,m2026,2016,11,38033,Golden Valley,1311.7,1879.0,-567.3,-30.1909
2005,m2026,2016,11,38035,Grand Forks,52318.1,70352.0,-18033.9,-25.6338
2005,m2026,2016,11,38037,Grant,2154.0,2396.0,-242.0,-10.1021
2005,m2026,2016,11,38039,Griggs,2121.7,2288.0,-166.3,-7.2691
2005,m2026,2016,11,38041,Hettinger,3033.2,2657.0,376.2,14.16
2005,m2026,2016,11,38043,Kidder,2078.6,2449.0,-370.4,-15.124
2005,m2026,2016,11,38045,LaMoure,3832.7,4136.0,-303.3,-7.3331
2005,m2026,2016,11,38047,Logan,1567.2,1927.0,-359.8,-18.674
2005,m2026,2016,11,38049,McHenry,4786.3,5975.0,-1188.7,-19.8947
2005,m2026,2016,11,38051,McIntosh,2662.3,2717.0,-54.7,-2.012
2005,m2026,2016,11,38053,McKenzie,5931.2,12794.0,-6862.8,-53.6406
2005,m2026,2016,11,38055,McLean,7746.4,9664.0,-1917.6,-19.8422
2005,m2026,2016,11,38057,Mercer,8262.7,8786.0,-523.3,-5.956
2005,m2026,2016,11,38059,Morton,25760.4,30249.0,-4488.6,-14.8387
2005,m2026,2016,11,38061,Mountrail,7610.4,10311.0,-2700.6,-26.1913
2005,m2026,2016,11,38063,Nelson,2832.4,2914.0,-81.6,-2.8002
2005,m2026,2016,11,38065,Oliver,1668.2,1865.0,-196.8,-10.5511
2005,m2026,2016,11,38067,Pembina,6430.0,7031.0,-601.0,-8.5472
2005,m2026,2016,11,38069,Pierce,3736.1,4273.0,-536.9,-12.5661
2005,m2026,2016,11,38071,Ramsey,9603.8,11664.0,-2060.2,-17.6627
2005,m2026,2016,11,38073,Ransom,5443.2,5451.0,-7.8,-0.1427
2005,m2026,2016,11,38075,Renville,2343.8,2551.0,-207.2,-8.1209
2005,m2026,2016,11,38077,Richland,15259.2,16286.0,-1026.8,-6.305
2005,m2026,2016,11,38079,Rolette,12941.7,14698.0,-1756.3,-11.9494
2005,m2026,2016,11,38081,Sargent,3506.0,3866.0,-360.0,-9.3119
2005,m2026,2016,11,38083,Sheridan,1139.1,1311.0,-171.9,-13.1104
2005,m2026,2016,11,38085,Sioux,3943.0,4377.0,-434.0,-9.9153
2005,m2026,2016,11,38087,Slope,723.5,781.0,-57.5,-7.3604
2005,m2026,2016,11,38089,Stark,22144.8,31861.0,-9716.2,-30.4957
2005,m2026,2016,11,38091,Steele,1768.6,1915.0,-146.4,-7.647
2005,m2026,2016,11,38093,Stutsman,19157.9,21047.0,-1889.1,-8.9757
2005,m2026,2016,11,38095,Towner,1761.1,2251.0,-489.9,-21.7631
2005,m2026,2016,11,38097,Traill,7732.6,7987.0,-254.4,-3.1853
2005,m2026,2016,11,38099,Walsh,9762.6,10852.0,-1089.4,-10.0383
2005,m2026,2016,11,38101,Ward,48087.9,70703.0,-22615.1,-31.986
2005,m2026,2016,11,38103,Wells,3461.0,4095.0,-634.0,-15.4832
2005,m2026,2016,11,38105,Williams,19927.0,35301.0,-15374.0,-43.5511
2005,sdc_2024,2017,12,38001,Adams,2026.3,2344.0,-317.7,-13.5557
2005,sdc_2024,2017,12,38003,Barnes,9710.1,10899.0,-1188.9,-10.9085
2005,sdc_2024,2017,12,38005,Benson,6236.8,6840.0,-603.2,-8.8191
2005,sdc_2024,2017,12,38007,Billings,671.5,948.0,-276.5,-29.1676
2005,sdc_2024,2017,12,38009,Bottineau,5586.4,6573.0,-986.6,-15.0098
