level,geography,fips,method,year,horizon,projected,lower_50,upper_50,lower_80,upper_80,lower_95,upper_95
state,North Dakota,38,sdc_2024,2025,0,799358.00,799358.00,799358.00,799358.00,799358.00,799358.00,799358.00
state,North Dakota,38,sdc_2024,2026,1,799790.52,789530.81,798416.88,786582.46,801898.61,785599.68,803059.18
state,North Dakota,38,sdc_2024,2027,2,801112.56,784549.15,792445.32,784128.81,800382.10,783988.69,803027.70
state,North Dakota,38,sdc_2024,2028,3,803206.60,773850.80,794776.54,770442.76,799642.29,769306.74,801264.20
state,North Dakota,38,sdc_2024,2029,4,806088.09,761041.47,795956.16,753162.76,799237.87,750536.53,800331.77
state,North Dakota,38,sdc_2024,2030,5,809856.59,745441.41,767345.60,739187.21,774233.92,737102.48,776530.02
state,North Dakota,38,sdc_2024,2031,6,813487.50,738076.40,770322.23,728532.73,780126.06,725351.50,783394.00
state,North Dakota,38,sdc_2024,2032,7,817137.34,734064.70,766610.47,728764.75,780837.97,726998.10,785580.47
state,North Dakota,38,sdc_2024,2033,8,820865.37,727368.80,758677.84,726855.11,776949.56,726683.87,783040.14
state,North Dakota,38,sdc_2024,2034,9,824674.29,717409.31,758641.79,710604.02,776575.98,708335.59,782554.05
state,North Dakota,38,sdc_2024,2035,10,828536.17,697087.66,707450.17,693978.91,710558.92,692942.66,711595.17
state,North Dakota,38,sdc_2024,2036,11,832388.87,687135.97,706488.60,681330.18,712294.38,679394.92,714229.65
state,North Dakota,38,sdc_2024,2037,12,836296.68,687473.50,706427.33,681787.35,712113.48,679891.97,714008.86
state,North Dakota,38,sdc_2024,2038,13,840245.64,686621.64,703027.85,681699.77,707949.72,680059.15,709590.34
state,North Dakota,38,sdc_2024,2039,14,844228.61,684139.86,699438.55,679550.25,704028.15,678020.38,705558.02
state,North Dakota,38,sdc_2024,2040,15,848251.80,659151.02,659151.02,659151.02,659151.02,659151.02,659151.02
state,North Dakota,38,sdc_2024,2041,16,852067.01,659689.87,659689.87,659689.87,659689.87,659689.87,659689.87
state,North Dakota,38,sdc_2024,2042,17,855649.96,656496.58,656496.58,656496.58,656496.58,656496.58,656496.58
state,North Dakota,38,sdc_2024,2043,18,859009.14,649075.04,649075.04,649075.04,649075.04,649075.04,649075.04
state,North Dakota,38,sdc_2024,2044,19,862161.05,642000.47,642000.47,642000.47,642000.47,642000.47,642000.47
state,North Dakota,38,sdc_2024,2045,20,865136.74,597976.57,649062.11,574987.29,672051.40,561229.12,685809.56
state,North Dakota,38,sdc_2024,2046,21,868235.04,586795.34,639090.75,563261.59,662624.49,549177.59,676708.50
state,North Dakota,38,sdc_2024,2047,22,869637.43,574413.20,627792.98,550391.47,651814.71,536015.43,666190.75
state,North Dakota,38,sdc_2024,2048,23,871157.40,562077.27,616525.32,537574.80,641027.79,522911.05,655691.53
state,North Dakota,38,sdc_2024,2049,24,872777.25,549770.15,605271.34,524793.75,630247.74,509846.38,645195.10
state,North Dakota,38,sdc_2024,2050,25,874472.65,537471.55,594010.99,512027.92,619454.61,496800.93,634681.60
state,North Dakota,38,sdc_2024,2051,26,876145.74,525118.69,582676.64,499216.72,608578.62,483715.43,624079.91
state,North Dakota,38,sdc_2024,2052,27,877772.36,512697.88,571254.13,486346.66,597605.36,470576.51,613375.51
state,North Dakota,38,sdc_2024,2053,28,879328.48,500197.03,559730.69,473405.96,586521.76,457372.58,602555.14
state,North Dakota,38,sdc_2024,2054,29,880791.85,487606.55,548095.98,460385.37,575317.16,444094.59,591607.95
state,North Dakota,38,sdc_2024,2055,30,882146.47,474921.62,536344.70,447280.28,563986.05,430738.04,580528.28
county,Adams County,38001,sdc_2024,2025,0,2275.00,2275.00,2275.00,2275.00,2275.00,2275.00,2275.00
county,Adams County,38001,sdc_2024,2026,1,2271.20,2244.81,2276.80,2230.12,2296.72,2222.68,2322.53
county,Adams County,38001,sdc_2024,2027,2,2268.09,2220.02,2273.03,2195.87,2320.00,2175.25,2338.60
county,Adams County,38001,sdc_2024,2028,3,2263.74,2192.40,2272.05,2144.99,2326.60,2070.59,2367.78
county,Adams County,38001,sdc_2024,2029,4,2257.56,2145.63,2265.73,2085.69,2332.55,2000.54,2380.53
county,Adams County,38001,sdc_2024,2030,5,2249.45,2094.13,2207.63,1989.58,2358.05,1885.89,2481.51
county,Adams County,38001,sdc_2024,2031,6,2240.97,2061.47,2192.67,1979.06,2382.05,1870.25,2533.38
county,Adams County,38001,sdc_2024,2032,7,2231.93,2023.92,2178.60,1903.13,2378.38,1830.95,2567.62
county,Adams County,38001,sdc_2024,2033,8,2222.34,1982.25,2161.03,1855.00,2376.98,1794.92,2541.74
county,Adams County,38001,sdc_2024,2034,9,2212.24,1934.87,2145.16,1791.58,2343.74,1714.56,2544.61
county,Adams County,38001,sdc_2024,2035,10,2201.73,1848.77,2045.33,1651.06,2181.48,1596.83,2281.44
county,Adams County,38001,sdc_2024,2036,11,2190.86,1829.90,2021.68,1609.08,2164.08,1513.04,2316.68
county,Adams County,38001,sdc_2024,2037,12,2179.84,1798.41,2006.10,1611.38,2167.69,1520.83,2299.67
county,Adams County,38001,sdc_2024,2038,13,2168.82,1768.24,1998.38,1601.31,2136.82,1492.74,2288.11
county,Adams County,38001,sdc_2024,2039,14,2157.88,1722.88,1974.88,1590.37,2125.04,1442.17,2269.70
county,Adams County,38001,sdc_2024,2040,15,2147.08,1669.06,1904.43,1482.48,2116.34,1429.06,2171.89
county,Adams County,38001,sdc_2024,2041,16,2136.46,1646.38,1856.59,1472.04,2109.31,1381.80,2193.72
county,Adams County,38001,sdc_2024,2042,17,2125.99,1602.93,1837.92,1442.07,2096.68,1301.28,2202.42
county,Adams County,38001,sdc_2024,2043,18,2115.71,1572.24,1816.82,1392.85,2038.25,1252.76,2201.47
county,Adams County,38001,sdc_2024,2044,19,2105.72,1544.86,1791.16,1347.92,2019.43,1191.26,2163.44
county,Adams County,38001,sdc_2024,2045,20,2096.18,1393.37,1900.73,1165.04,2129.06,1028.40,2265.70
county,Adams County,38001,sdc_2024,2046,21,2086.86,1353.61,1877.71,1117.75,2113.56,976.60,2254.71
county,Adams County,38001,sdc_2024,2047,22,2072.70,1311.19,1850.37,1068.55,2093.02,923.34,2238.23
county,Adams County,38001,sdc_2024,2048,23,2058.90,1269.56,1823.46,1020.29,2072.73,871.11,2221.91
county,Adams County,38001,sdc_2024,2049,24,2045.33,1228.59,1796.85,972.87,2052.57,819.83,2205.61
county,Adams County,38001,sdc_2024,2050,25,2031.83,1188.20,1770.40,926.20,2032.40,769.40,2189.20
county,Adams County,38001,sdc_2024,2051,26,2018.30,1148.30,1744.04,880.20,2012.13,719.76,2172.57
county,Adams County,38001,sdc_2024,2052,27,2004.63,1108.83,1717.66,834.84,1991.65,670.87,2155.62
county,Adams County,38001,sdc_2024,2053,28,1990.76,1069.76,1691.25,790.08,1970.93,622.71,2138.30
county,Adams County,38001,sdc_2024,2054,29,1976.67,1031.09,1664.77,745.92,1949.94,575.26,2120.60
county,Adams County,38001,sdc_2024,2055,30,1962.34,992.81,1638.24,702.36,1928.69,528.53,2102.51
county,Barnes County,38003,sdc_2024,2025,0,10573.00,10573.00,10573.00,10573.00,10573.00,10573.00,10573.00
county,Barnes County,38003,sdc_2024,2026,1,10585.14,10462.15,10611.21,10393.69,10704.06,10358.99,10824.35
county,Barnes County,38003,sdc_2024,2027,2,10584.17,10359.85,10607.20,10247.13,10826.41,10150.94,10913.19
county,Barnes County,38003,sdc_2024,2028,3,10566.83,10233.80,10605.60,10012.48,10860.22,9665.22,11052.46
county,Barnes County,38003,sdc_2024,2029,4,10536.52,10014.11,10574.64,9734.37,10886.52,9336.94,11110.43
county,Barnes County,38003,sdc_2024,2030,5,10495.99,9771.25,10300.86,9283.41,11002.71,8799.59,11578.78
county,Barnes County,38003,sdc_2024,2031,6,10449.43,9612.43,10224.21,9228.15,11107.28,8720.81,11812.94
county,Barnes County,38003,sdc_2024,2032,7,10398.36,9429.24,10149.91,8866.48,11080.65,8530.22,11962.30
county,Barnes County,38003,sdc_2024,2033,8,10344.05,9226.56,10058.71,8634.27,11063.85,8354.59,11830.76
county,Barnes County,38003,sdc_2024,2034,9,10287.30,8997.50,9975.36,8331.18,10898.81,7973.01,11832.91
county,Barnes County,38003,sdc_2024,2035,10,10228.74,8588.98,9502.14,7670.43,10134.65,7418.49,10599.06
county,Barnes County,38003,sdc_2024,2036,11,10168.86,8493.44,9383.61,7468.53,10044.58,7022.74,10752.85
county,Barnes County,38003,sdc_2024,2037,12,10109.52,8340.52,9303.77,7473.17,10053.16,7053.20,10665.27
county,Barnes County,38003,sdc_2024,2038,13,10051.74,8195.21,9261.81,7421.55,9903.45,6918.32,10604.62
county,Barnes County,38003,sdc_2024,2039,14,9995.87,7980.86,9148.19,7367.02,9843.74,6680.51,10513.85
county,Barnes County,38003,sdc_2024,2040,15,9941.88,7728.47,8818.34,6864.50,9799.58,6617.16,10056.76
county,Barnes County,38003,sdc_2024,2041,16,9886.25,7618.44,8591.15,6811.68,9760.59,6394.11,10151.18
county,Barnes County,38003,sdc_2024,2042,17,9827.83,7409.88,8496.16,6666.28,9692.31,6015.44,10181.12
county,Barnes County,38003,sdc_2024,2043,18,9765.93,7257.32,8386.26,6429.27,9408.38,5782.65,10161.81
county,Barnes County,38003,sdc_2024,2044,19,9700.72,7116.91,8251.59,6209.65,9303.19,5487.93,9966.60
county,Barnes County,38003,sdc_2024,2045,20,9633.45,6403.53,8735.26,5354.21,9784.58,4726.24,10412.55
county,Barnes County,38003,sdc_2024,2046,21,9567.42,6205.74,8608.54,5124.45,9689.83,4477.34,10336.94
county,Barnes County,38003,sdc_2024,2047,22,9481.62,5998.08,8464.60,4888.11,9574.57,4223.84,10238.84
county,Barnes County,38003,sdc_2024,2048,23,9399.47,5795.88,8324.63,4657.91,9462.60,3976.88,10143.63
county,Barnes County,38003,sdc_2024,2049,24,9320.89,5598.90,8188.53,4433.52,9353.90,3736.09,10051.33
county,Barnes County,38003,sdc_2024,2050,25,9245.57,5406.73,8055.97,4214.52,9248.17,3501.04,9961.65
county,Barnes County,38003,sdc_2024,2051,26,9173.23,5219.04,7926.69,4000.55,9145.17,3271.34,9874.39
county,Barnes County,38003,sdc_2024,2052,27,9103.49,5035.44,7800.31,3791.21,9044.54,3046.59,9789.17
county,Barnes County,38003,sdc_2024,2053,28,9035.81,4855.51,7676.35,3586.09,8945.77,2826.39,9705.47
county,Barnes County,38003,sdc_2024,2054,29,8969.47,4678.74,7554.18,3384.75,8848.17,2610.35,9622.57
county,Barnes County,38003,sdc_2024,2055,30,8903.72,4504.67,7433.16,3186.80,8751.02,2398.11,9539.71
county,Benson County,38005,sdc_2024,2025,0,5759.00,5759.00,5759.00,5759.00,5759.00,5759.00,5759.00
county,Benson County,38005,sdc_2024,2026,1,5746.30,5679.53,5760.45,5642.36,5810.85,5623.53,5876.15
county,Benson County,38005,sdc_2024,2027,2,5732.24,5610.75,5744.71,5549.70,5863.43,5497.61,5910.43
county,Benson County,38005,sdc_2024,2028,3,5716.66,5536.49,5737.63,5416.75,5875.38,5228.89,5979.39
county,Benson County,38005,sdc_2024,2029,4,5699.77,5417.17,5720.39,5265.84,5889.10,5050.85,6010.23
county,Benson County,38005,sdc_2024,2030,5,5682.07,5289.73,5576.44,5025.63,5956.39,4763.71,6268.25
county,Benson County,38005,sdc_2024,2031,6,5664.16,5210.46,5542.07,5002.16,6020.75,4727.15,6403.25
county,Benson County,38005,sdc_2024,2032,7,5646.42,5120.18,5511.51,4814.59,6016.91,4632.00,6495.66
county,Benson County,38005,sdc_2024,2033,8,5629.04,5020.92,5473.77,4698.61,6020.75,4546.42,6438.08
county,Benson County,38005,sdc_2024,2034,9,5611.95,4908.34,5441.79,4544.85,5945.55,4349.46,6455.12
county,Benson County,38005,sdc_2024,2035,10,5594.98,4698.06,5197.54,4195.63,5543.52,4057.81,5797.54
county,Benson County,38005,sdc_2024,2036,11,5578.36,4659.27,5147.60,4097.03,5510.18,3852.49,5898.72
county,Benson County,38005,sdc_2024,2037,12,5561.96,4588.71,5118.66,4111.52,5530.95,3880.46,5867.72
county,Benson County,38005,sdc_2024,2038,13,5545.77,4521.48,5109.95,4094.63,5463.96,3816.99,5850.81
county,Benson County,38005,sdc_2024,2039,14,5529.99,4415.23,5061.03,4075.64,5445.83,3695.84,5816.56
county,Benson County,38005,sdc_2024,2040,15,5514.88,4287.07,4891.63,3807.82,5435.94,3670.62,5578.60
county,Benson County,38005,sdc_2024,2041,16,5499.66,4238.09,4779.21,3789.30,5429.76,3557.00,5647.04
county,Benson County,38005,sdc_2024,2042,17,5484.04,4134.80,4740.95,3719.86,5408.42,3356.68,5681.18
county,Benson County,38005,sdc_2024,2043,18,5468.12,4063.51,4695.62,3599.87,5267.92,3237.81,5689.78
county,Benson County,38005,sdc_2024,2044,19,5452.00,3999.84,4637.56,3489.95,5228.57,3084.33,5601.43
county,Benson County,38005,sdc_2024,2045,20,5435.83,3613.29,4929.01,3021.20,5521.10,2666.85,5875.44
county,Benson County,38005,sdc_2024,2046,21,5421.25,3516.40,4877.91,2903.70,5490.61,2537.02,5857.29
county,Benson County,38005,sdc_2024,2047,22,5388.23,3408.60,4810.28,2777.82,5441.05,2400.33,5818.55
county,Benson County,38005,sdc_2024,2048,23,5356.28,3302.78,4743.78,2654.31,5392.26,2266.22,5780.34
county,Benson County,38005,sdc_2024,2049,24,5325.36,3198.85,4678.39,2533.03,5344.21,2134.56,5742.68
county,Benson County,38005,sdc_2024,2050,25,5295.39,3096.70,4614.05,2413.87,5296.88,2005.22,5705.53
county,Benson County,38005,sdc_2024,2051,26,5265.46,2995.74,4549.94,2296.33,5249.35,1877.76,5667.92
county,Benson County,38005,sdc_2024,2052,27,5234.88,2895.59,4485.50,2180.10,5200.99,1751.91,5629.18
county,Benson County,38005,sdc_2024,2053,28,5203.62,2796.23,4420.72,2065.19,5151.77,1627.69,5589.27
county,Benson County,38005,sdc_2024,2054,29,5171.71,2697.72,4355.67,1951.61,5101.77,1505.10,5548.28
county,Benson County,38005,sdc_2024,2055,30,5139.27,2600.12,4290.46,1839.44,5051.13,1384.20,5506.37
county,Billings County,38007,sdc_2024,2025,0,1071.00,1071.00,1071.00,1071.00,1071.00,1071.00,1071.00
county,Billings County,38007,sdc_2024,2026,1,1093.59,1080.88,1096.28,1073.81,1105.88,1070.23,1118.30
county,Billings County,38007,sdc_2024,2027,2,1118.13,1094.43,1120.56,1082.53,1143.72,1072.36,1152.89
county,Billings County,38007,sdc_2024,2028,3,1142.53,1106.52,1146.72,1082.59,1174.25,1045.04,1195.04
county,Billings County,38007,sdc_2024,2029,4,1165.73,1107.93,1169.94,1076.98,1204.45,1033.01,1229.22
county,Billings County,38007,sdc_2024,2030,5,1187.59,1105.58,1165.51,1050.39,1244.92,995.64,1310.10
county,Billings County,38007,sdc_2024,2031,6,1209.73,1112.83,1183.66,1068.35,1285.89,1009.61,1367.59
county,Billings County,38007,sdc_2024,2032,7,1232.61,1117.74,1203.16,1051.03,1313.49,1011.17,1418.00
county,Billings County,38007,sdc_2024,2033,8,1256.49,1120.75,1221.83,1048.80,1343.92,1014.83,1437.08
county,Billings County,38007,sdc_2024,2034,9,1281.45,1120.79,1242.60,1037.79,1357.63,993.17,1473.98
county,Billings County,38007,sdc_2024,2035,10,1307.46,1097.86,1214.58,980.45,1295.43,948.25,1354.79
county,Billings County,38007,sdc_2024,2036,11,1334.49,1114.62,1231.44,980.12,1318.18,921.62,1411.13
county,Billings County,38007,sdc_2024,2037,12,1362.13,1123.78,1253.56,1006.91,1354.53,950.33,1437.01
county,Billings County,38007,sdc_2024,2038,13,1389.88,1133.17,1280.65,1026.19,1369.37,956.61,1466.33
county,Billings County,38007,sdc_2024,2039,14,1417.46,1131.72,1297.26,1044.68,1395.89,947.33,1490.92
county,Billings County,38007,sdc_2024,2040,15,1444.80,1123.13,1281.52,997.58,1424.12,961.63,1461.49
county,Billings County,38007,sdc_2024,2041,16,1469.70,1132.57,1277.17,1012.63,1451.02,950.56,1509.09
county,Billings County,38007,sdc_2024,2042,17,1492.32,1125.16,1290.11,1012.25,1471.74,913.42,1545.96
county,Billings County,38007,sdc_2024,2043,18,1512.51,1123.99,1298.83,995.74,1457.13,895.59,1573.82
county,Billings County,38007,sdc_2024,2044,19,1530.27,1122.68,1301.68,979.56,1467.56,865.71,1572.22
county,Billings County,38007,sdc_2024,2045,20,1545.47,1027.30,1401.37,858.96,1569.71,758.22,1670.46
county,Billings County,38007,sdc_2024,2046,21,1561.00,1012.52,1404.56,836.10,1580.98,730.51,1686.56
county,Billings County,38007,sdc_2024,2047,22,1572.67,994.87,1403.98,810.76,1588.08,700.59,1698.26
county,Billings County,38007,sdc_2024,2048,23,1583.88,976.65,1402.76,784.89,1594.52,670.13,1709.28
county,Billings County,38007,sdc_2024,2049,24,1594.36,957.70,1400.67,758.36,1600.01,639.07,1719.30
county,Billings County,38007,sdc_2024,2050,25,1603.89,937.94,1397.52,731.12,1604.34,607.35,1728.11
county,Billings County,38007,sdc_2024,2051,26,1612.22,917.26,1393.14,703.11,1607.29,574.95,1735.45
county,Billings County,38007,sdc_2024,2052,27,1619.84,895.99,1387.96,674.59,1609.35,542.10,1741.85
county,Billings County,38007,sdc_2024,2053,28,1627.20,874.40,1382.39,645.80,1610.99,508.99,1747.80
county,Billings County,38007,sdc_2024,2054,29,1634.62,852.67,1376.69,616.85,1612.51,475.72,1753.64
county,Billings County,38007,sdc_2024,2055,30,1642.32,830.90,1371.07,587.82,1614.15,442.34,1759.63
county,Bottineau County,38009,sdc_2024,2025,0,6284.00,6284.00,6284.00,6284.00,6284.00,6284.00,6284.00
county,Bottineau County,38009,sdc_2024,2026,1,6257.54,6184.83,6272.95,6144.36,6327.84,6123.85,6398.95
county,Bottineau County,38009,sdc_2024,2027,2,6228.22,6096.22,6241.77,6029.89,6370.76,5973.28,6421.83
county,Bottineau County,38009,sdc_2024,2028,3,6195.41,6000.16,6218.15,5870.39,6367.43,5666.80,6480.15
county,Bottineau County,38009,sdc_2024,2029,4,6159.48,5854.09,6181.77,5690.56,6364.08,5458.23,6494.98
county,Bottineau County,38009,sdc_2024,2030,5,6121.45,5698.77,6007.65,5414.25,6416.98,5132.08,6752.95
county,Bottineau County,38009,sdc_2024,2031,6,6081.69,5594.54,5950.60,5370.89,6464.56,5075.61,6875.26
county,Bottineau County,38009,sdc_2024,2032,7,6041.14,5478.11,5896.79,5151.16,6437.53,4955.80,6949.74
county,Bottineau County,38009,sdc_2024,2033,8,6000.59,5352.33,5835.07,5008.75,6418.15,4846.50,6863.03
county,Bottineau County,38009,sdc_2024,2034,9,5960.61,5213.29,5779.87,4827.21,6314.93,4619.68,6856.16
county,Bottineau County,38009,sdc_2024,2035,10,5921.57,4972.29,5500.93,4440.53,5867.10,4294.67,6135.95
county,Bottineau County,38009,sdc_2024,2036,11,5883.92,4914.48,5429.56,4321.45,5812.00,4063.51,6221.83
county,Bottineau County,38009,sdc_2024,2037,12,5847.84,4824.57,5381.76,4322.85,5815.24,4079.92,6169.32
county,Bottineau County,38009,sdc_2024,2038,13,5813.55,4739.81,5356.69,4292.35,5727.79,4001.30,6133.32
county,Bottineau County,38009,sdc_2024,2039,14,5781.23,4615.83,5290.96,4260.80,5693.24,3863.75,6080.81
county,Bottineau County,38009,sdc_2024,2040,15,5751.00,4470.63,5101.08,3970.85,5668.69,3827.78,5817.46
county,Bottineau County,38009,sdc_2024,2041,16,5720.61,4408.36,4971.21,3941.53,5647.90,3699.91,5873.91
county,Bottineau County,38009,sdc_2024,2042,17,5689.96,4290.05,4918.97,3859.54,5611.50,3482.73,5894.50
county,Bottineau County,38009,sdc_2024,2043,18,5659.00,4205.35,4859.53,3725.53,5451.81,3350.83,5888.40
county,Bottineau County,38009,sdc_2024,2044,19,5627.67,4128.73,4786.99,3602.40,5397.05,3183.71,5781.92
county,Bottineau County,38009,sdc_2024,2045,20,5595.81,3719.63,5074.07,3110.11,5683.59,2745.34,6048.37
county,Bottineau County,38009,sdc_2024,2046,21,5567.05,3610.97,5009.10,2981.79,5638.28,2605.26,6014.82
county,Bottineau County,38009,sdc_2024,2047,22,5527.00,3496.38,4934.16,2849.36,5581.18,2462.15,5968.39
county,Bottineau County,38009,sdc_2024,2048,23,5489.19,3384.73,4861.49,2720.17,5526.05,2322.45,5923.77
county,Bottineau County,38009,sdc_2024,2049,24,5453.29,3275.70,4790.79,2593.88,5472.60,2185.84,5880.64
county,Bottineau County,38009,sdc_2024,2050,25,5419.17,3169.09,4721.91,2470.29,5420.70,2052.09,5838.90
county,Bottineau County,38009,sdc_2024,2051,26,5386.28,3064.48,4654.34,2349.02,5369.81,1920.84,5797.98
county,Bottineau County,38009,sdc_2024,2052,27,5354.40,2961.70,4587.91,2229.88,5319.73,1791.91,5757.70
county,Bottineau County,38009,sdc_2024,2053,28,5323.62,2860.72,4522.67,2112.81,5270.57,1665.22,5718.16
county,Bottineau County,38009,sdc_2024,2054,29,5293.84,2761.42,4458.52,1997.70,5222.25,1540.64,5679.30
county,Bottineau County,38009,sdc_2024,2055,30,5264.85,2663.65,4395.29,1884.39,5174.56,1418.03,5640.92
county,Bowman County,38011,sdc_2024,2025,0,2762.00,2762.00,2762.00,2762.00,2762.00,2762.00,2762.00
county,Bowman County,38011,sdc_2024,2026,1,2742.05,2710.19,2748.80,2692.45,2772.85,2683.47,2804.01
county,Bowman County,38011,sdc_2024,2027,2,2723.98,2666.25,2729.91,2637.24,2786.33,2612.48,2808.66
county,Bowman County,38011,sdc_2024,2028,3,2706.86,2621.55,2716.79,2564.85,2782.02,2475.90,2831.26
county,Bowman County,38011,sdc_2024,2029,4,2690.17,2556.79,2699.91,2485.37,2779.53,2383.90,2836.70
county,Bowman County,38011,sdc_2024,2030,5,2673.81,2489.19,2624.10,2364.91,2802.90,2241.66,2949.65
county,Bowman County,38011,sdc_2024,2031,6,2656.97,2444.14,2599.70,2346.43,2824.24,2217.43,3003.66
county,Bowman County,38011,sdc_2024,2032,7,2639.80,2393.78,2576.73,2250.91,2813.02,2165.54,3036.84
county,Bowman County,38011,sdc_2024,2033,8,2622.40,2339.09,2550.06,2188.94,2804.88,2118.03,2999.30
county,Bowman County,38011,sdc_2024,2034,9,2604.75,2278.17,2525.76,2109.46,2759.58,2018.77,2996.09
county,Bowman County,38011,sdc_2024,2035,10,2586.79,2172.10,2403.04,1939.81,2562.99,1876.09,2680.44
county,Bowman County,38011,sdc_2024,2036,11,2568.50,2145.32,2370.16,1886.44,2537.11,1773.84,2716.01
county,Bowman County,38011,sdc_2024,2037,12,2549.86,2103.68,2346.64,1884.91,2535.65,1778.99,2690.04
county,Bowman County,38011,sdc_2024,2038,13,2531.06,2063.58,2332.15,1868.77,2493.72,1742.06,2670.28
county,Bowman County,38011,sdc_2024,2039,14,2512.26,2005.83,2299.21,1851.55,2474.02,1679.01,2642.44
county,Bowman County,38011,sdc_2024,2040,15,2493.61,1938.44,2211.80,1721.74,2457.91,1659.71,2522.42
county,Bowman County,38011,sdc_2024,2041,16,2476.22,1908.20,2151.84,1706.13,2444.75,1601.54,2542.58
county,Bowman County,38011,sdc_2024,2042,17,2460.20,1854.92,2126.84,1668.77,2426.28,1505.85,2548.64
county,Bowman County,38011,sdc_2024,2043,18,2445.65,1817.43,2100.15,1610.06,2356.11,1448.13,2544.79
county,Bowman County,38011,sdc_2024,2044,19,2432.78,1784.80,2069.37,1557.28,2333.09,1376.28,2499.46
county,Bowman County,38011,sdc_2024,2045,20,2421.81,1609.82,2196.01,1346.03,2459.80,1188.16,2617.67
county,Bowman County,38011,sdc_2024,2046,21,2411.71,1564.32,2170.00,1291.75,2442.57,1128.63,2605.69
county,Bowman County,38011,sdc_2024,2047,22,2397.20,1516.47,2140.07,1235.84,2420.70,1067.90,2588.65
county,Bowman County,38011,sdc_2024,2048,23,2383.41,1469.65,2110.86,1181.10,2399.41,1008.41,2572.10
county,Bowman County,38011,sdc_2024,2049,24,2370.12,1423.69,2082.18,1127.36,2378.51,950.02,2555.86
county,Bowman County,38011,sdc_2024,2050,25,2357.19,1378.47,2053.90,1074.51,2357.86,892.60,2539.76
county,Bowman County,38011,sdc_2024,2051,26,2344.16,1333.69,2025.62,1022.32,2337.00,835.97,2523.34
county,Bowman County,38011,sdc_2024,2052,27,2330.82,1289.25,1997.16,970.68,2315.72,780.03,2506.37
county,Bowman County,38011,sdc_2024,2053,28,2317.04,1245.09,1968.44,919.58,2293.95,724.77,2488.76
county,Bowman County,38011,sdc_2024,2054,29,2302.80,1201.21,1939.44,868.99,2271.66,670.17,2470.48
county,Bowman County,38011,sdc_2024,2055,30,2288.10,1157.62,1910.19,818.95,2248.86,616.27,2451.54
county,Burke County,38013,sdc_2024,2025,0,2132.00,2132.00,2132.00,2132.00,2132.00,2132.00,2132.00
county,Burke County,38013,sdc_2024,2026,1,2125.10,2100.41,2130.34,2086.67,2148.98,2079.70,2173.13
county,Burke County,38013,sdc_2024,2027,2,2124.09,2079.07,2128.71,2056.45,2172.70,2037.14,2190.12
county,Burke County,38013,sdc_2024,2028,3,2127.61,2060.56,2135.42,2016.00,2186.69,1946.08,2225.39
county,Burke County,38013,sdc_2024,2029,4,2134.93,2029.08,2142.66,1972.40,2205.85,1891.87,2251.22
county,Burke County,38013,sdc_2024,2030,5,2145.83,1997.66,2105.94,1897.93,2249.42,1799.01,2367.20
county,Burke County,38013,sdc_2024,2031,6,2156.54,1983.80,2110.06,1904.49,2292.30,1799.79,2437.94
county,Burke County,38013,sdc_2024,2032,7,2166.99,1965.03,2115.21,1847.75,2309.17,1777.67,2492.91
county,Burke County,38013,sdc_2024,2033,8,2177.14,1941.94,2117.09,1817.28,2328.64,1758.42,2490.06
county,Burke County,38013,sdc_2024,2034,9,2187.01,1912.81,2120.69,1771.15,2317.01,1695.01,2515.59
county,Burke County,38013,sdc_2024,2035,10,2196.56,1844.43,2040.53,1647.18,2176.36,1593.08,2276.09
county,Burke County,38013,sdc_2024,2036,11,2205.66,1842.26,2035.34,1619.95,2178.71,1523.26,2332.33
county,Burke County,38013,sdc_2024,2037,12,2214.57,1827.06,2038.07,1637.06,2202.23,1545.06,2336.32
county,Burke County,38013,sdc_2024,2038,13,2223.71,1812.99,2048.95,1641.84,2190.90,1530.51,2346.02
county,Burke County,38013,sdc_2024,2039,14,2233.39,1783.17,2043.99,1646.02,2199.40,1492.63,2349.12
county,Burke County,38013,sdc_2024,2040,15,2243.88,1744.32,1990.30,1549.32,2211.77,1493.49,2269.81
county,Burke County,38013,sdc_2024,2041,16,2254.00,1736.95,1958.73,1553.02,2225.35,1457.81,2314.40
county,Burke County,38013,sdc_2024,2042,17,2263.61,1706.70,1956.89,1535.43,2232.40,1385.52,2344.99
county,Burke County,38013,sdc_2024,2043,18,2272.81,1688.99,1951.72,1496.28,2189.60,1345.79,2364.95
county,Burke County,38013,sdc_2024,2044,19,2281.72,1673.98,1940.87,1460.58,2188.21,1290.82,2344.26
county,Burke County,38013,sdc_2024,2045,20,2290.58,1522.59,2077.01,1273.09,2326.51,1123.77,2475.83
county,Burke County,38013,sdc_2024,2046,21,2300.61,1492.25,2070.03,1232.24,2330.04,1076.63,2485.65
county,Burke County,38013,sdc_2024,2047,22,2306.89,1459.34,2059.45,1189.28,2329.51,1027.67,2491.13
county,Burke County,38013,sdc_2024,2048,23,2313.74,1426.69,2049.16,1146.58,2329.28,978.93,2496.92
county,Burke County,38013,sdc_2024,2049,24,2320.76,1394.04,2038.82,1103.88,2328.98,930.23,2502.63
county,Burke County,38013,sdc_2024,2050,25,2327.62,1361.17,2028.13,1061.03,2328.27,881.41,2507.90
county,Burke County,38013,sdc_2024,2051,26,2334.11,1327.98,2016.93,1017.93,2326.98,832.39,2512.52
