level,geography,fips,method,year,horizon,projected,lower_50,upper_50,lower_80,upper_80,lower_95,upper_95
county,Stark County,38089,sdc_2024,2029,4,34187.58,32492.53,34311.28,31584.87,35323.21,30295.35,36049.73
county,Stark County,38089,sdc_2024,2030,5,34453.38,32074.41,33812.86,30473.04,36116.70,28884.89,38007.67
county,Stark County,38089,sdc_2024,2031,6,34716.73,31935.90,33968.47,30659.21,36902.34,28973.63,39246.78
county,Stark County,38089,sdc_2024,2032,7,34979.93,31719.83,34144.14,29826.71,37275.15,28695.55,40241.01
county,Stark County,38089,sdc_2024,2033,8,35244.92,31437.32,34272.70,29419.23,37697.46,28466.29,40310.53
county,Stark County,38089,sdc_2024,2034,9,35513.47,31060.88,34436.61,28760.64,37624.52,27524.17,40849.17
county,Stark County,38089,sdc_2024,2035,10,35787.34,30050.30,33245.19,26836.59,35458.14,25955.09,37082.98
county,Stark County,38089,sdc_2024,2036,11,36068.09,30125.52,33282.89,26490.24,35627.26,24909.06,38139.45
county,Stark County,38089,sdc_2024,2037,12,36357.19,29995.29,33459.47,26876.00,36154.50,25365.66,38355.86
county,Stark County,38089,sdc_2024,2038,13,36656.14,29885.85,33775.47,27064.50,36115.35,25229.36,38672.37
county,Stark County,38089,sdc_2024,2039,14,36966.14,29514.35,33831.30,27244.28,36403.55,24705.47,38881.72
county,Stark County,38089,sdc_2024,2040,15,37287.90,28986.31,33073.96,25745.91,36754.19,24818.26,37718.77
county,Stark County,38089,sdc_2024,2041,16,37611.30,28983.64,32684.22,25914.40,37133.24,24325.78,38619.19
county,Stark County,38089,sdc_2024,2042,17,37932.88,28600.22,32792.98,25730.13,37409.80,23218.06,39296.50
county,Stark County,38089,sdc_2024,2043,18,38250.78,28425.15,32846.94,25181.88,36850.34,22649.24,39801.34
county,Stark County,38089,sdc_2024,2044,19,38563.15,28291.74,32802.43,24685.13,36982.83,21816.09,39620.08
county,Stark County,38089,sdc_2024,2045,20,38868.65,25836.67,35244.65,21602.94,39478.39,19069.22,42012.11
county,Stark County,38089,sdc_2024,2046,21,39176.16,25410.95,35249.79,20983.32,39677.42,18333.56,42327.18
county,Stark County,38089,sdc_2024,2047,22,39412.61,24932.44,35185.10,20318.59,39798.96,17557.38,42560.17
county,Stark County,38089,sdc_2024,2048,23,39647.49,24447.36,35113.75,19647.32,39913.79,16774.69,42786.42
county,Stark County,38089,sdc_2024,2049,24,39879.55,23954.95,35034.71,18968.88,40020.78,15984.92,43004.74
county,Stark County,38089,sdc_2024,2050,25,40107.77,23454.67,34947.23,18282.83,40119.06,15187.70,43214.20
county,Stark County,38089,sdc_2024,2051,26,40332.92,22947.10,34852.12,17589.66,40209.57,14383.44,43415.78
county,Stark County,38089,sdc_2024,2052,27,40552.12,22430.73,34747.02,16888.21,40289.55,13571.24,43606.52
county,Stark County,38089,sdc_2024,2053,28,40764.82,21905.51,34631.65,16178.55,40358.61,12751.19,43785.97
county,Stark County,38089,sdc_2024,2054,29,40970.63,21371.48,34505.87,15460.81,40416.54,11923.51,43953.84
county,Stark County,38089,sdc_2024,2055,30,41169.40,20828.87,34369.74,14735.27,40463.35,11088.50,44110.12
county,Steele County,38091,sdc_2024,2025,0,1797.00,1797.00,1797.00,1797.00,1797.00,1797.00,1797.00
county,Steele County,38091,sdc_2024,2026,1,1799.00,1778.10,1803.43,1766.46,1819.21,1760.57,1839.66
county,Steele County,38091,sdc_2024,2027,2,1801.29,1763.11,1805.20,1743.93,1842.51,1727.56,1857.28
county,Steele County,38091,sdc_2024,2028,3,1803.33,1746.50,1809.95,1708.73,1853.40,1649.46,1886.21
county,Steele County,38091,sdc_2024,2029,4,1804.34,1714.88,1810.87,1666.98,1864.28,1598.92,1902.62
county,Steele County,38091,sdc_2024,2030,5,1803.03,1678.53,1769.51,1594.73,1890.08,1511.62,1989.04
county,Steele County,38091,sdc_2024,2031,6,1801.93,1657.59,1763.09,1591.33,1915.37,1503.84,2037.06
county,Steele County,38091,sdc_2024,2032,7,1800.87,1633.04,1757.85,1535.57,1919.04,1477.34,2071.73
county,Steele County,38091,sdc_2024,2033,8,1799.65,1605.22,1750.00,1502.18,1924.87,1453.52,2058.30
county,Steele County,38091,sdc_2024,2034,9,1798.02,1572.59,1743.50,1456.13,1904.90,1393.53,2068.16
county,Steele County,38091,sdc_2024,2035,10,1795.78,1507.90,1668.22,1346.64,1779.26,1302.41,1860.80
county,Steele County,38091,sdc_2024,2036,11,1792.66,1497.30,1654.23,1316.62,1770.75,1238.03,1895.61
county,Steele County,38091,sdc_2024,2037,12,1788.42,1475.47,1645.88,1322.03,1778.45,1247.74,1886.73
county,Steele County,38091,sdc_2024,2038,13,1782.99,1453.68,1642.87,1316.44,1756.69,1227.18,1881.06
county,Steele County,38091,sdc_2024,2039,14,1776.47,1418.37,1625.82,1309.27,1749.44,1187.27,1868.53
county,Steele County,38091,sdc_2024,2040,15,1769.05,1375.20,1569.13,1221.47,1743.73,1177.45,1789.49
county,Steele County,38091,sdc_2024,2041,16,1760.55,1356.70,1529.92,1213.03,1738.17,1138.67,1807.73
county,Steele County,38091,sdc_2024,2042,17,1751.39,1320.49,1514.07,1187.98,1727.24,1071.99,1814.35
county,Steele County,38091,sdc_2024,2043,18,1741.88,1294.44,1495.80,1146.74,1678.11,1031.41,1812.49
county,Steele County,38091,sdc_2024,2044,19,1732.15,1270.79,1473.39,1108.79,1661.17,979.92,1779.62
county,Steele County,38091,sdc_2024,2045,20,1722.12,1144.72,1561.56,957.14,1749.14,844.88,1861.40
county,Steele County,38091,sdc_2024,2046,21,1711.60,1110.20,1540.05,916.76,1733.50,800.99,1849.26
county,Steele County,38091,sdc_2024,2047,22,1696.68,1073.32,1514.69,874.70,1713.31,755.83,1832.18
county,Steele County,38091,sdc_2024,2048,23,1681.15,1036.63,1488.91,833.09,1692.44,711.29,1814.25
county,Steele County,38091,sdc_2024,2049,24,1664.94,1000.10,1462.67,791.94,1670.84,667.36,1795.42
county,Steele County,38091,sdc_2024,2050,25,1648.00,963.74,1435.96,751.23,1648.47,624.05,1775.64
county,Steele County,38091,sdc_2024,2051,26,1630.49,927.65,1408.92,711.07,1625.50,581.46,1755.11
county,Steele County,38091,sdc_2024,2052,27,1612.47,891.91,1381.64,671.52,1602.03,539.63,1733.92
county,Steele County,38091,sdc_2024,2053,28,1594.08,856.60,1354.25,632.65,1578.20,498.63,1712.22
county,Steele County,38091,sdc_2024,2054,29,1575.46,821.80,1326.86,594.52,1554.15,458.50,1690.17
county,Steele County,38091,sdc_2024,2055,30,1556.76,787.61,1299.64,557.19,1530.06,419.29,1667.96
county,Stutsman County,38093,sdc_2024,2025,0,21414.00,21414.00,21414.00,21414.00,21414.00,21414.00,21414.00
county,Stutsman County,38093,sdc_2024,2026,1,21334.40,21086.50,21386.94,20948.52,21574.08,20878.60,21816.53
county,Stutsman County,38093,sdc_2024,2027,2,21265.07,20814.38,21311.33,20587.91,21751.76,20394.65,21926.12
county,Stutsman County,38093,sdc_2024,2028,3,21206.33,20537.98,21284.14,20093.81,21795.12,19396.92,22180.93
county,Stutsman County,38093,sdc_2024,2029,4,21158.13,20109.09,21234.69,19547.35,21860.95,18749.29,22310.59
county,Stutsman County,38093,sdc_2024,2030,5,21121.54,19663.12,20728.87,18681.40,22141.23,17707.79,23300.48
county,Stutsman County,38093,sdc_2024,2031,6,21083.04,19394.27,20628.62,18618.96,22410.33,17595.32,23834.08
county,Stutsman County,38093,sdc_2024,2032,7,21044.50,19083.17,20541.67,17944.23,22425.34,17263.71,24209.65
county,Stutsman County,38093,sdc_2024,2033,8,21006.36,18736.99,20426.91,17534.19,22468.10,16966.22,24025.51
county,Stutsman County,38093,sdc_2024,2034,9,20968.74,18339.73,20332.92,16981.57,22215.20,16251.50,24119.18
county,Stutsman County,38093,sdc_2024,2035,10,20931.61,17576.08,19444.74,15696.42,20739.06,15180.84,21689.42
county,Stutsman County,38093,sdc_2024,2036,11,20894.47,17451.91,19280.99,15345.97,20639.10,14429.98,22094.43
county,Stutsman County,38093,sdc_2024,2037,12,20857.98,17208.18,19195.56,15418.65,20741.69,14552.18,22004.61
county,Stutsman County,38093,sdc_2024,2038,13,20821.56,16975.87,19185.27,15373.27,20514.38,14330.87,21966.82
county,Stutsman County,38093,sdc_2024,2039,14,20785.15,16595.20,19022.51,15318.79,20468.82,13891.28,21862.24
county,Stutsman County,38093,sdc_2024,2040,15,20749.16,16129.67,18404.28,14326.53,20452.18,13810.33,20988.92
county,Stutsman County,38093,sdc_2024,2041,16,20707.31,15957.26,17994.65,14267.45,20444.11,13392.82,21262.21
county,Stutsman County,38093,sdc_2024,2042,17,20659.62,15576.71,17860.24,14013.56,20374.73,12645.39,21402.29
county,Stutsman County,38093,sdc_2024,2043,18,20606.18,15312.99,17695.07,13565.80,19851.75,12201.43,21441.49
county,Stutsman County,38093,sdc_2024,2044,19,20546.58,15073.94,17477.25,13152.32,19704.58,11623.69,21109.72
county,Stutsman County,38093,sdc_2024,2045,20,20480.55,13613.78,18571.00,11382.95,20801.83,10047.89,22136.89
county,Stutsman County,38093,sdc_2024,2046,21,20415.80,13242.36,18369.65,10935.00,20677.02,9554.13,22057.88
county,Stutsman County,38093,sdc_2024,2047,22,20307.28,12846.40,18129.06,10469.12,20506.34,9046.41,21929.05
county,Stutsman County,38093,sdc_2024,2048,23,20198.78,12454.93,17889.02,10009.51,20334.44,8546.02,21797.93
county,Stutsman County,38093,sdc_2024,2049,24,20090.07,12067.75,17649.40,9555.93,20161.22,8052.70,21664.45
county,Stutsman County,38093,sdc_2024,2050,25,19981.39,11684.94,17410.45,9108.37,19987.02,7566.40,21528.99
county,Stutsman County,38093,sdc_2024,2051,26,19874.17,11307.25,17173.48,8667.35,19813.38,7087.48,21393.25
county,Stutsman County,38093,sdc_2024,2052,27,19767.84,10934.25,16938.04,8232.45,19639.84,6615.53,21256.76
county,Stutsman County,38093,sdc_2024,2053,28,19662.72,10566.02,16704.41,7803.65,19466.79,6150.48,21119.96
county,Stutsman County,38093,sdc_2024,2054,29,19558.60,10202.34,16472.45,7380.70,19294.10,5692.06,20982.74
county,Stutsman County,38093,sdc_2024,2055,30,19454.92,9842.85,16241.69,6963.27,19121.27,5239.95,20844.58
county,Towner County,38095,sdc_2024,2025,0,2040.00,2040.00,2040.00,2040.00,2040.00,2040.00,2040.00
county,Towner County,38095,sdc_2024,2026,1,2029.71,2006.13,2034.71,1993.00,2052.51,1986.35,2075.58
county,Towner County,38095,sdc_2024,2027,2,2024.44,1981.53,2028.84,1959.97,2070.77,1941.58,2087.37
county,Towner County,38095,sdc_2024,2028,3,2022.92,1959.16,2030.34,1916.79,2079.08,1850.31,2115.89
county,Towner County,38095,sdc_2024,2029,4,2023.84,1923.50,2031.17,1869.77,2091.07,1793.43,2134.08
county,Towner County,38095,sdc_2024,2030,5,2025.89,1886.00,1988.22,1791.84,2123.69,1698.45,2234.88
county,Towner County,38095,sdc_2024,2031,6,2028.38,1865.91,1984.66,1791.31,2156.08,1692.83,2293.05
county,Towner County,38095,sdc_2024,2032,7,2031.28,1841.97,1982.75,1732.03,2164.56,1666.35,2336.79
county,Towner County,38095,sdc_2024,2033,8,2034.49,1814.69,1978.36,1698.20,2176.06,1643.19,2326.89
county,Towner County,38095,sdc_2024,2034,9,2037.67,1782.20,1975.89,1650.21,2158.80,1579.27,2343.82
county,Towner County,38095,sdc_2024,2035,10,2040.39,1713.29,1895.45,1530.07,2021.62,1479.81,2114.26
county,Towner County,38095,sdc_2024,2036,11,2042.19,1705.72,1884.49,1499.88,2017.23,1410.36,2159.47
county,Towner County,38095,sdc_2024,2037,12,2042.69,1685.25,1879.88,1510.00,2031.30,1425.14,2154.98
county,Towner County,38095,sdc_2024,2038,13,2041.86,1664.73,1881.39,1507.57,2011.73,1405.35,2154.17
county,Towner County,38095,sdc_2024,2039,14,2039.84,1628.64,1866.86,1503.38,2008.80,1363.28,2145.55
county,Towner County,38095,sdc_2024,2040,15,2036.90,1583.42,1806.71,1406.41,2007.75,1355.73,2060.44
county,Towner County,38095,sdc_2024,2041,16,2031.17,1565.24,1765.09,1399.49,2005.36,1313.70,2085.60
county,Towner County,38095,sdc_2024,2042,17,2022.79,1525.12,1748.70,1372.07,1994.90,1238.12,2095.51
county,Towner County,38095,sdc_2024,2043,18,2011.93,1495.12,1727.69,1324.53,1938.27,1191.31,2093.48
county,Towner County,38095,sdc_2024,2044,19,1998.59,1466.26,1700.03,1279.34,1916.68,1130.65,2053.36
county,Towner County,38095,sdc_2024,2045,20,1982.71,1317.94,1797.85,1101.98,2013.82,972.73,2143.06
county,Towner County,38095,sdc_2024,2046,21,1966.61,1275.61,1769.51,1053.35,1991.78,920.33,2124.79
county,Towner County,38095,sdc_2024,2047,22,1945.83,1230.93,1737.11,1003.14,1964.90,866.82,2101.22
county,Towner County,38095,sdc_2024,2048,23,1924.74,1186.83,1704.65,953.81,1937.67,814.35,2077.13
county,Towner County,38095,sdc_2024,2049,24,1903.43,1143.35,1672.19,905.37,1910.17,762.95,2052.59
county,Towner County,38095,sdc_2024,2050,25,1882.04,1100.60,1639.89,857.92,1882.57,712.68,2027.81
county,Towner County,38095,sdc_2024,2051,26,1860.66,1058.61,1607.82,811.46,1854.97,663.55,2002.88
county,Towner County,38095,sdc_2024,2052,27,1839.42,1017.45,1576.11,766.04,1827.51,615.58,1977.97
county,Towner County,38095,sdc_2024,2053,28,1818.40,977.14,1544.82,721.68,1800.28,568.79,1953.17
county,Towner County,38095,sdc_2024,2054,29,1797.57,937.66,1513.93,678.34,1773.26,523.14,1928.45
county,Towner County,38095,sdc_2024,2055,30,1776.85,898.96,1483.38,635.97,1746.38,478.57,1903.77
county,Traill County,38097,sdc_2024,2025,0,7920.00,7920.00,7920.00,7920.00,7920.00,7920.00,7920.00
county,Traill County,38097,sdc_2024,2026,1,7892.26,7800.55,7911.69,7749.51,7980.92,7723.64,8070.61
county,Traill County,38097,sdc_2024,2027,2,7863.22,7696.56,7880.32,7612.82,8043.18,7541.36,8107.65
county,Traill County,38097,sdc_2024,2028,3,7832.22,7585.38,7860.96,7421.33,8049.68,7163.95,8192.18
county,Traill County,38097,sdc_2024,2029,4,7799.13,7412.45,7827.35,7205.38,8058.20,6911.21,8223.94
county,Traill County,38097,sdc_2024,2030,5,7764.45,7228.32,7620.10,6867.43,8139.29,6509.53,8565.44
county,Traill County,38097,sdc_2024,2031,6,7728.17,7109.14,7561.60,6824.94,8214.70,6449.72,8736.59
county,Traill County,38097,sdc_2024,2032,7,7690.68,6973.92,7506.92,6557.70,8195.31,6309.00,8847.38
county,Traill County,38097,sdc_2024,2033,8,7652.55,6825.83,7441.46,6387.65,8185.06,6180.74,8752.42
county,Traill County,38097,sdc_2024,2034,9,7614.15,6659.51,7383.27,6166.33,8066.77,5901.23,8758.14
county,Traill County,38097,sdc_2024,2035,10,7575.68,6361.23,7037.54,5680.93,7505.99,5494.33,7849.95
county,Traill County,38097,sdc_2024,2036,11,7537.17,6295.35,6955.15,5535.68,7445.05,5205.26,7970.02
county,Traill County,38097,sdc_2024,2037,12,7498.77,6186.61,6901.11,5543.25,7456.96,5231.74,7911.00
county,Traill County,38097,sdc_2024,2038,13,7460.70,6082.73,6874.39,5508.49,7350.63,5134.98,7871.07
county,Traill County,38097,sdc_2024,2039,14,7423.22,5926.82,6793.71,5470.96,7310.25,4961.14,7807.89
county,Traill County,38097,sdc_2024,2040,15,7386.66,5742.13,6551.89,5100.21,7280.93,4916.45,7472.01
county,Traill County,38097,sdc_2024,2041,16,7350.71,5664.53,6387.77,5064.68,7257.28,4754.20,7547.69
county,Traill County,38097,sdc_2024,2042,17,7315.41,5515.60,6324.18,4962.10,7214.54,4477.64,7578.39
county,Traill County,38097,sdc_2024,2043,18,7280.70,5410.48,6252.13,4793.15,7014.14,4311.08,7575.84
county,Traill County,38097,sdc_2024,2044,19,7246.48,5316.36,6163.98,4638.64,6949.52,4099.51,7445.10
county,Traill County,38097,sdc_2024,2045,20,7212.92,4794.55,6540.40,4008.89,7326.07,3538.70,7796.25
county,Traill County,38097,sdc_2024,2046,21,7181.97,4658.46,6462.16,3846.77,7273.86,3361.00,7759.63
county,Traill County,38097,sdc_2024,2047,22,7137.94,4515.47,6372.31,3679.86,7207.92,3179.78,7707.99
county,Traill County,38097,sdc_2024,2048,23,7096.63,4375.91,6285.12,3516.74,7144.30,3002.56,7658.48
county,Traill County,38097,sdc_2024,2049,24,7057.78,4239.49,6200.36,3357.06,7082.78,2828.97,7610.87
county,Traill County,38097,sdc_2024,2050,25,7021.08,4105.87,6117.70,3200.51,7023.06,2658.69,7564.88
county,Traill County,38097,sdc_2024,2051,26,6986.42,3974.87,6037.04,3046.86,6965.05,2491.48,7520.42
county,Traill County,38097,sdc_2024,2052,27,6952.79,3845.82,5957.49,2895.54,6907.77,2326.83,7476.48
county,Traill County,38097,sdc_2024,2053,28,6919.74,3718.41,5878.65,2746.27,6850.79,2164.49,7432.58
county,Traill County,38097,sdc_2024,2054,29,6886.85,3592.38,5800.17,2598.84,6793.71,2004.25,7388.30
county,Traill County,38097,sdc_2024,2055,30,6853.74,3467.52,5721.76,2453.08,6736.20,1845.97,7343.30
county,Walsh County,38099,sdc_2024,2025,0,10179.00,10179.00,10179.00,10179.00,10179.00,10179.00,10179.00
county,Walsh County,38099,sdc_2024,2026,1,10069.74,9952.74,10094.54,9887.61,10182.87,9854.60,10297.30
county,Walsh County,38099,sdc_2024,2027,2,9967.47,9756.21,9989.15,9650.07,10195.59,9559.48,10277.32
county,Walsh County,38099,sdc_2024,2028,3,9871.96,9560.83,9908.19,9354.06,10146.06,9029.65,10325.66
county,Walsh County,38099,sdc_2024,2029,4,9782.57,9297.54,9817.96,9037.81,10107.52,8668.83,10315.41
county,Walsh County,38099,sdc_2024,2030,5,9699.52,9029.78,9519.20,8578.95,10167.79,8131.85,10700.14
county,Walsh County,38099,sdc_2024,2031,6,9616.62,8846.33,9409.35,8492.68,10222.04,8025.77,10871.46
county,Walsh County,38099,sdc_2024,2032,7,9533.87,8645.33,9306.08,8129.35,10159.44,7821.05,10967.79
county,Walsh County,38099,sdc_2024,2033,8,9451.21,8430.17,9190.50,7889.00,10108.87,7633.46,10809.59
county,Walsh County,38099,sdc_2024,2034,9,9368.59,8193.98,9084.51,7587.17,9925.49,7260.98,10776.17
county,Walsh County,38099,sdc_2024,2035,10,9286.10,7797.46,8626.47,6963.56,9200.68,6734.83,9622.30
county,Walsh County,38099,sdc_2024,2036,11,9203.40,7687.05,8492.71,6759.45,9090.92,6355.98,9731.95
county,Walsh County,38099,sdc_2024,2037,12,9120.62,7524.67,8393.69,6742.15,9069.77,6363.27,9622.01
county,Walsh County,38099,sdc_2024,2038,13,9038.29,7368.94,8328.00,6673.28,8904.95,6220.79,9535.43
county,Walsh County,38099,sdc_2024,2039,14,8956.84,7151.28,8197.27,6601.25,8820.53,5986.10,9420.98
county,Walsh County,38099,sdc_2024,2040,15,8876.63,6900.38,7873.48,6128.99,8749.58,5908.15,8979.20
county,Walsh County,38099,sdc_2024,2041,16,8796.33,6778.54,7644.01,6060.72,8684.53,5689.19,9032.05
county,Walsh County,38099,sdc_2024,2042,17,8715.84,6571.47,7534.84,5912.01,8595.65,5334.81,9029.16
county,Walsh County,38099,sdc_2024,2043,18,8635.36,6417.16,7415.41,5684.97,8319.20,5113.21,8985.40
county,Walsh County,38099,sdc_2024,2044,19,8554.98,6276.34,7277.00,5476.23,8204.40,4839.76,8789.45
county,Walsh County,38099,sdc_2024,2045,20,8474.71,5633.29,7684.55,4710.19,8607.65,4157.75,9160.09
county,Walsh County,38099,sdc_2024,2046,21,8396.93,5446.53,7555.36,4497.52,8504.37,3929.57,9072.31
county,Walsh County,38099,sdc_2024,2047,22,8305.55,5254.10,7414.68,4281.80,8386.97,3699.93,8968.85
county,Walsh County,38099,sdc_2024,2048,23,8217.08,5066.80,7277.45,4071.98,8272.28,3476.61,8867.64
county,Walsh County,38099,sdc_2024,2049,24,8130.95,4884.12,7143.15,3867.52,8159.74,3259.13,8768.14
county,Walsh County,38099,sdc_2024,2050,25,8046.58,4705.57,7011.25,3667.97,8048.84,3047.02,8669.80
county,Walsh County,38099,sdc_2024,2051,26,7962.92,4530.44,6880.85,3472.72,7938.57,2839.72,8571.57
county,Walsh County,38099,sdc_2024,2052,27,7879.88,4358.62,6751.86,3281.63,7828.85,2637.09,8473.39
county,Walsh County,38099,sdc_2024,2053,28,7797.04,4189.84,6623.95,3094.45,7719.34,2438.90,8374.89
county,Walsh County,38099,sdc_2024,2054,29,7714.21,4023.96,6496.98,2911.06,7609.88,2245.03,8275.91
county,Walsh County,38099,sdc_2024,2055,30,7631.41,3860.97,6370.99,2731.42,7500.53,2055.43,8176.52
county,Ward County,38101,sdc_2024,2025,0,68233.00,68233.00,68233.00,68233.00,68233.00,68233.00,68233.00
county,Ward County,38101,sdc_2024,2026,1,67549.76,66764.85,67716.10,66327.97,68308.64,66106.57,69076.27
county,Ward County,38101,sdc_2024,2027,2,66987.77,65568.02,67133.51,64854.63,68520.90,64245.82,69070.17
county,Ward County,38101,sdc_2024,2028,3,66540.74,64443.63,66784.91,63049.92,68388.24,60863.22,69598.85
county,Ward County,38101,sdc_2024,2029,4,66206.54,62923.97,66446.10,61166.21,68405.76,58668.97,69812.73
county,Ward County,38101,sdc_2024,2030,5,65987.64,61431.26,64760.87,58364.20,69173.35,55322.46,72795.07
county,Ward County,38101,sdc_2024,2031,6,65753.15,60486.29,64335.94,58068.25,69892.67,54875.78,74333.02
county,Ward County,38101,sdc_2024,2032,7,65511.59,59405.97,63946.29,55860.46,69810.16,53741.98,75364.71
county,Ward County,38101,sdc_2024,2033,8,65264.87,58214.15,63464.57,54477.15,69806.37,52712.54,74645.13
county,Ward County,38101,sdc_2024,2034,9,65013.66,56862.41,63042.28,52651.42,68878.30,50387.83,74781.60
county,Ward County,38101,sdc_2024,2035,10,64758.23,54376.89,60158.13,48561.58,64162.52,46966.49,67102.72
county,Ward County,38101,sdc_2024,2036,11,64494.43,53868.35,59514.14,47368.00,63706.18,44540.65,68198.30
county,Ward County,38101,sdc_2024,2037,12,64229.86,52990.71,59110.64,47480.06,63871.78,44811.84,67760.78
county,Ward County,38101,sdc_2024,2038,13,63965.43,52151.17,58938.61,47227.88,63021.75,44025.55,67483.77
county,Ward County,38101,sdc_2024,2039,14,63702.13,50860.80,58300.00,46948.88,62732.65,42573.85,67003.18
county,Ward County,38101,sdc_2024,2040,15,63441.19,49316.96,56271.64,43803.80,62533.15,42225.49,64174.27
county,Ward County,38101,sdc_2024,2041,16,63169.91,48679.37,54894.66,43524.42,62367.00,40856.28,64862.72
county,Ward County,38101,sdc_2024,2042,17,62885.30,47413.57,54364.34,42655.53,62018.14,38491.00,65145.91
county,Ward County,38101,sdc_2024,2043,18,62588.04,46510.80,53745.97,41203.98,60296.55,37059.93,65125.14
county,Ward County,38101,sdc_2024,2044,19,62278.74,45690.61,52975.29,39866.00,59726.54,35232.56,63985.66
county,Ward County,38101,sdc_2024,2045,20,61958.53,41184.92,56181.70,34436.14,62930.48,30397.27,66969.35
county,Ward County,38101,sdc_2024,2046,21,61639.63,39981.49,55461.88,33015.08,62428.30,28845.95,66597.42
county,Ward County,38101,sdc_2024,2047,22,61196.88,38713.19,54632.74,31549.15,61796.78,27261.76,66084.18
county,Ward County,38101,sdc_2024,2048,23,60754.09,37462.08,53806.78,30106.70,61162.16,25704.81,65564.05
county,Ward County,38101,sdc_2024,2049,24,60310.75,36227.60,52983.79,28687.06,60524.33,24174.35,65037.04
county,Ward County,38101,sdc_2024,2050,25,59866.23,35009.24,52163.44,27289.59,59883.09,22669.69,64502.99
county,Ward County,38101,sdc_2024,2051,26,59420.29,33806.71,51345.73,25913.88,59238.56,21190.34,63962.10
county,Ward County,38101,sdc_2024,2052,27,58973.74,32620.35,50531.56,24560.02,58591.88,19736.24,63415.66
county,Ward County,38101,sdc_2024,2053,28,58526.73,31450.10,49721.23,23227.81,57943.53,18307.09,62864.24
county,Ward County,38101,sdc_2024,2054,29,58078.67,30295.54,48914.43,21916.75,57293.22,16902.39,62307.58
county,Ward County,38101,sdc_2024,2055,30,57628.59,29156.09,48110.48,20626.31,56640.26,15521.59,61744.98
county,Wells County,38103,sdc_2024,2025,0,3729.00,3729.00,3729.00,3729.00,3729.00,3729.00,3729.00
county,Wells County,38103,sdc_2024,2026,1,3703.21,3660.18,3712.33,3636.23,3744.81,3624.09,3786.90
county,Wells County,38103,sdc_2024,2027,2,3681.40,3603.38,3689.41,3564.17,3765.66,3530.72,3795.85
county,Wells County,38103,sdc_2024,2028,3,3662.48,3547.06,3675.92,3470.35,3764.17,3349.99,3830.81
county,Wells County,38103,sdc_2024,2029,4,3645.58,3464.83,3658.77,3368.04,3766.68,3230.54,3844.15
county,Wells County,38103,sdc_2024,2030,5,3630.14,3379.48,3562.65,3210.75,3805.39,3043.42,4004.63
county,Wells County,38103,sdc_2024,2031,6,3615.73,3326.11,3537.80,3193.14,3843.36,3017.59,4087.53
county,Wells County,38103,sdc_2024,2032,7,3602.45,3266.70,3516.37,3071.74,3838.82,2955.24,4144.27
county,Wells County,38103,sdc_2024,2033,8,3590.35,3202.48,3491.31,2996.90,3840.19,2899.82,4106.38
county,Wells County,38103,sdc_2024,2034,9,3579.50,3130.71,3470.96,2898.86,3792.27,2774.23,4117.29
county,Wells County,38103,sdc_2024,2035,10,3569.91,2997.62,3316.32,2677.04,3537.07,2589.11,3699.16
county,Wells County,38103,sdc_2024,2036,11,3561.49,2974.70,3286.47,2615.74,3517.96,2459.61,3766.02
county,Wells County,38103,sdc_2024,2037,12,3554.12,2932.21,3270.85,2627.28,3534.30,2479.63,3749.50
county,Wells County,38103,sdc_2024,2038,13,3547.76,2892.50,3268.95,2619.43,3495.42,2441.82,3742.90
county,Wells County,38103,sdc_2024,2039,14,3542.34,2828.26,3241.94,2610.73,3488.43,2367.44,3725.91
county,Wells County,38103,sdc_2024,2040,15,3537.82,2750.18,3138.01,2442.74,3487.19,2354.72,3578.70
county,Wells County,38103,sdc_2024,2041,16,3530.98,2721.01,3068.42,2432.86,3486.10,2283.72,3625.60
county,Wells County,38103,sdc_2024,2042,17,3521.72,2655.27,3044.53,2388.81,3473.16,2155.58,3648.32
county,Wells County,38103,sdc_2024,2043,18,3510.03,2608.39,3014.15,2310.78,3381.52,2078.37,3652.31
county,Wells County,38103,sdc_2024,2044,19,3495.86,2564.73,2973.64,2237.78,3352.60,1977.69,3591.68
county,Wells County,38103,sdc_2024,2045,20,3479.33,2312.77,3154.93,1933.79,3533.91,1706.98,3760.72
county,Wells County,38103,sdc_2024,2046,21,3462.90,2246.15,3115.84,1854.78,3507.21,1620.56,3741.43
county,Wells County,38103,sdc_2024,2047,22,3438.43,2175.15,3069.61,1772.63,3472.13,1531.74,3713.03
county,Wells County,38103,sdc_2024,2048,23,3413.84,2105.04,3023.47,1691.73,3436.77,1444.38,3684.12
county,Wells County,38103,sdc_2024,2049,24,3388.79,2035.59,2977.10,1611.89,3400.80,1358.33,3654.36
county,Wells County,38103,sdc_2024,2050,25,3362.93,1966.61,2930.23,1532.97,3363.88,1273.45,3623.39
county,Wells County,38103,sdc_2024,2051,26,3336.04,1898.01,2882.71,1454.89,3325.84,1189.69,3591.03
county,Wells County,38103,sdc_2024,2052,27,3308.00,1829.76,2834.45,1377.64,3286.58,1107.06,3557.16
county,Wells County,38103,sdc_2024,2053,28,3278.74,1761.88,2785.45,1301.25,3246.07,1025.59,3521.74
county,Wells County,38103,sdc_2024,2054,29,3248.33,1694.42,2735.77,1225.80,3204.40,945.35,3484.85
county,Wells County,38103,sdc_2024,2055,30,3216.89,1627.52,2685.58,1151.38,3161.72,866.43,3446.67
