origin_year,method,validation_year,horizon,county_fips,projected,actual,error,pct_error
2020,sdc_2024,2024,4,38005,5830.2,5756.0,74.2,1.2896
2020,m2026,2024,4,38005,5825.1,5756.0,69.1,1.2004
2020,sdc_2024,2024,4,38007,945.2,1063.0,-117.8,-11.0775
2020,m2026,2024,4,38007,945.1,1063.0,-117.9,-11.0943
2020,sdc_2024,2024,4,38009,6252.1,6391.0,-138.9,-2.1738
2020,m2026,2024,4,38009,6174.1,6391.0,-216.9,-3.3943
2020,sdc_2024,2024,4,38011,2933.1,2886.0,47.1,1.6335
2020,m2026,2024,4,38011,2832.8,2886.0,-53.2,-1.8443
2020,sdc_2024,2024,4,38013,2220.2,2154.0,66.2,3.0755
2020,m2026,2024,4,38013,2180.6,2154.0,26.6,1.2329
2020,sdc_2024,2024,4,38015,102718.3,103107.0,-388.7,-0.377
2020,m2026,2024,4,38015,102575.4,103107.0,-531.6,-0.5156
2020,sdc_2024,2024,4,38017,192377.3,200945.0,-8567.7,-4.2637
2020,m2026,2024,4,38017,191763.6,200945.0,-9181.4,-4.5691
2020,sdc_2024,2024,4,38019,3532.8,3567.0,-34.2,-0.9594
2020,m2026,2024,4,38019,3535.1,3567.0,-31.9,-0.8943
2020,sdc_2024,2024,4,38021,4848.4,4930.0,-81.6,-1.6542
2020,m2026,2024,4,38021,4895.0,4930.0,-35.0,-0.7091
2020,sdc_2024,2024,4,38023,2212.0,2124.0,88.0,4.1444
2020,m2026,2024,4,38023,2091.1,2124.0,-32.9,-1.5499
2020,sdc_2024,2024,4,38025,4151.9,4031.0,120.9,2.9998
2020,m2026,2024,4,38025,4036.3,4031.0,5.3,0.1317
2020,sdc_2024,2024,4,38027,2291.8,2309.0,-17.2,-0.7457
2020,m2026,2024,4,38027,2333.3,2309.0,24.3,1.0509
2020,sdc_2024,2024,4,38029,3144.4,3209.0,-64.6,-2.0121
2020,m2026,2024,4,38029,3210.8,3209.0,1.8,0.0559
2020,sdc_2024,2024,4,38031,3336.9,3323.0,13.9,0.4192
2020,m2026,2024,4,38031,3410.2,3323.0,87.2,2.6251
2020,sdc_2024,2024,4,38033,1697.5,1795.0,-97.5,-5.4334
2020,m2026,2024,4,38033,1623.9,1795.0,-171.1,-9.5324
2020,sdc_2024,2024,4,38035,70710.2,73771.0,-3060.8,-4.149
2020,m2026,2024,4,38035,71865.9,73771.0,-1905.1,-2.5824
2020,sdc_2024,2024,4,38037,2204.6,2247.0,-42.4,-1.8886
2020,m2026,2024,4,38037,2223.1,2247.0,-23.9,-1.0635
2020,sdc_2024,2024,4,38039,2223.3,2227.0,-3.7,-0.1657
2020,m2026,2024,4,38039,2248.9,2227.0,21.9,0.9846
2020,sdc_2024,2024,4,38041,2535.3,2419.0,116.3,4.806
2020,m2026,2024,4,38041,2401.8,2419.0,-17.2,-0.711
2020,sdc_2024,2024,4,38043,2327.5,2371.0,-43.5,-1.8332
2020,m2026,2024,4,38043,2326.0,2371.0,-45.0,-1.8972
2020,sdc_2024,2024,4,38045,3970.7,4051.0,-80.3,-1.9824
2020,m2026,2024,4,38045,4031.9,4051.0,-19.1,-0.471
2020,sdc_2024,2024,4,38047,1805.9,1880.0,-74.1,-3.9419
2020,m2026,2024,4,38047,1805.4,1880.0,-74.6,-3.9655
2020,sdc_2024,2024,4,38049,5234.0,5135.0,99.0,1.9279
2020,m2026,2024,4,38049,5030.0,5135.0,-105.0,-2.0455
2020,sdc_2024,2024,4,38051,2411.7,2461.0,-49.3,-2.0044
2020,m2026,2024,4,38051,2375.8,2461.0,-85.2,-3.4626
2020,sdc_2024,2024,4,38053,15998.2,14782.0,1216.2,8.2275
2020,m2026,2024,4,38053,16488.4,14782.0,1706.4,11.5437
2020,sdc_2024,2024,4,38055,9827.7,9845.0,-17.3,-0.176
2020,m2026,2024,4,38055,9883.7,9845.0,38.7,0.3932
2020,sdc_2024,2024,4,38057,8261.1,8348.0,-86.9,-1.0406
2020,m2026,2024,4,38057,8047.4,8348.0,-300.6,-3.6004
2020,sdc_2024,2024,4,38059,34915.4,34194.0,721.4,2.1098
2020,m2026,2024,4,38059,35679.9,34194.0,1485.9,4.3455
2020,sdc_2024,2024,4,38061,10245.0,9474.0,771.0,8.1382
2020,m2026,2024,4,38061,10009.0,9474.0,535.0,5.647
2020,sdc_2024,2024,4,38063,2897.8,3007.0,-109.2,-3.6313
2020,m2026,2024,4,38063,2961.3,3007.0,-45.7,-1.5198
2020,sdc_2024,2024,4,38065,1820.0,1882.0,-62.0,-3.2964
2020,m2026,2024,4,38065,1840.1,1882.0,-41.9,-2.2254
2020,sdc_2024,2024,4,38067,6475.3,6588.0,-112.7,-1.7106
2020,m2026,2024,4,38067,6527.6,6588.0,-60.4,-0.9163
2020,sdc_2024,2024,4,38069,3858.8,3853.0,5.8,0.1513
2020,m2026,2024,4,38069,3758.2,3853.0,-94.8,-2.4596
2020,sdc_2024,2024,4,38071,11398.2,11510.0,-111.8,-0.9712
2020,m2026,2024,4,38071,11394.4,11510.0,-115.6,-1.0042
2020,sdc_2024,2024,4,38073,5611.9,5590.0,21.9,0.3921
2020,m2026,2024,4,38073,5794.0,5590.0,204.0,3.6494
2020,sdc_2024,2024,4,38075,2229.6,2376.0,-146.4,-6.1618
2020,m2026,2024,4,38075,2127.1,2376.0,-248.9,-10.4749
2020,sdc_2024,2024,4,38077,16130.6,16658.0,-527.4,-3.166
2020,m2026,2024,4,38077,16568.1,16658.0,-89.9,-0.5399
2020,sdc_2024,2024,4,38079,12028.4,11692.0,336.4,2.8772
2020,m2026,2024,4,38079,11954.3,11692.0,262.3,2.2431
2020,sdc_2024,2024,4,38081,3762.2,3710.0,52.2,1.4063
2020,m2026,2024,4,38081,3820.5,3710.0,110.5,2.9795
2020,sdc_2024,2024,4,38083,1204.3,1268.0,-63.7,-5.027
2020,m2026,2024,4,38083,1213.4,1268.0,-54.6,-4.3057
2020,sdc_2024,2024,4,38085,3841.9,3713.0,128.9,3.4716
2020,m2026,2024,4,38085,3833.3,3713.0,120.3,3.2412
2020,sdc_2024,2024,4,38087,700.8,660.0,40.8,6.1825
2020,m2026,2024,4,38087,659.1,660.0,-0.9,-0.1342
2020,sdc_2024,2024,4,38089,35086.1,33767.0,1319.1,3.9065
2020,m2026,2024,4,38089,35301.1,33767.0,1534.1,4.5433
2020,sdc_2024,2024,4,38091,1722.1,1767.0,-44.9,-2.5405
2020,m2026,2024,4,38091,1686.7,1767.0,-80.3,-4.5444
2020,sdc_2024,2024,4,38093,21408.3,21546.0,-137.7,-0.6389
2020,m2026,2024,4,38093,21756.7,21546.0,210.7,0.9779
2020,sdc_2024,2024,4,38095,2059.4,2051.0,8.4,0.4109
2020,m2026,2024,4,38095,2075.0,2051.0,24.0,1.1692
2020,sdc_2024,2024,4,38097,7871.1,7989.0,-117.9,-1.4753
2020,m2026,2024,4,38097,7874.2,7989.0,-114.8,-1.4376
2020,sdc_2024,2024,4,38099,10150.9,10214.0,-63.1,-0.6178
2020,m2026,2024,4,38099,10173.8,10214.0,-40.2,-0.3933
2020,sdc_2024,2024,4,38101,69920.2,68427.0,1493.2,2.1822
2020,m2026,2024,4,38101,69130.4,68427.0,703.4,1.028
2020,sdc_2024,2024,4,38103,3807.2,3803.0,4.2,0.1117
2020,m2026,2024,4,38103,3829.2,3803.0,26.2,0.6878
2020,sdc_2024,2024,4,38105,44075.6,40763.0,3312.6,8.1265
2020,m2026,2024,4,38105,45185.7,40763.0,4422.7,10.8497
