fips,age_group,sex,race,proportion
38005,25-29,female,hispanic,0.00034746351633078526
38005,30-34,male,white_nonhispanic,0.013377345378735233
38005,30-34,female,white_nonhispanic,0.010945100764419735
38005,30-34,male,black_nonhispanic,0.0006949270326615705
38005,30-34,female,black_nonhispanic,0.0
38005,30-34,male,aian_nonhispanic,0.0118137595552467
38005,30-34,female,aian_nonhispanic,0.01667824878387769
38005,30-34,male,asian_nonhispanic,0.0015635858234885338
38005,30-34,female,asian_nonhispanic,0.0006949270326615705
38005,30-34,male,multiracial_nonhispanic,0.0006949270326615705
38005,30-34,female,multiracial_nonhispanic,0.00034746351633078526
38005,30-34,male,hispanic,0.001389854065323141
38005,30-34,female,hispanic,0.0005211952744961779
38005,35-39,male,white_nonhispanic,0.012856150104239055
38005,35-39,female,white_nonhispanic,0.00990271021542738
38005,35-39,male,black_nonhispanic,0.00034746351633078526
38005,35-39,female,black_nonhispanic,0.0
38005,35-39,male,aian_nonhispanic,0.013551077136900626
38005,35-39,female,aian_nonhispanic,0.013029881862404448
38005,35-39,male,asian_nonhispanic,0.0015635858234885338
38005,35-39,female,asian_nonhispanic,0.0006949270326615705
38005,35-39,male,multiracial_nonhispanic,0.00034746351633078526
38005,35-39,female,multiracial_nonhispanic,0.00034746351633078526
38005,35-39,male,hispanic,0.0
38005,35-39,female,hispanic,0.0
38005,40-44,male,white_nonhispanic,0.011987491313412093
38005,40-44,female,white_nonhispanic,0.00990271021542738
38005,40-44,male,black_nonhispanic,0.0
38005,40-44,female,black_nonhispanic,0.0
38005,40-44,male,aian_nonhispanic,0.015635858234885336
38005,40-44,female,aian_nonhispanic,0.01320361362056984
38005,40-44,male,asian_nonhispanic,0.00017373175816539263
38005,40-44,female,asian_nonhispanic,0.00017373175816539263
38005,40-44,male,multiracial_nonhispanic,0.00017373175816539263
38005,40-44,female,multiracial_nonhispanic,0.0005211952744961779
38005,40-44,male,hispanic,0.0005211952744961779
38005,40-44,female,hispanic,0.00034746351633078526
38005,45-49,male,white_nonhispanic,0.011640027797081306
38005,45-49,female,white_nonhispanic,0.007991660875608061
38005,45-49,male,black_nonhispanic,0.00034746351633078526
38005,45-49,female,black_nonhispanic,0.0
38005,45-49,male,aian_nonhispanic,0.007296733842946491
38005,45-49,female,aian_nonhispanic,0.010945100764419735
38005,45-49,male,asian_nonhispanic,0.0
38005,45-49,female,asian_nonhispanic,0.0
38005,45-49,male,multiracial_nonhispanic,0.0008686587908269632
38005,45-49,female,multiracial_nonhispanic,0.00017373175816539263
38005,45-49,male,hispanic,0.0
38005,45-49,female,hispanic,0.0
38005,50-54,male,white_nonhispanic,0.011118832522585128
38005,50-54,female,white_nonhispanic,0.0118137595552467
38005,50-54,male,black_nonhispanic,0.0
38005,50-54,female,black_nonhispanic,0.0
38005,50-54,male,aian_nonhispanic,0.010076441973592773
38005,50-54,female,aian_nonhispanic,0.01059763724808895
38005,50-54,male,asian_nonhispanic,0.0
38005,50-54,female,asian_nonhispanic,0.0
38005,50-54,male,multiracial_nonhispanic,0.00017373175816539263
38005,50-54,female,multiracial_nonhispanic,0.00034746351633078526
38005,50-54,male,hispanic,0.00017373175816539263
38005,50-54,female,hispanic,0.00034746351633078526
38005,55-59,male,white_nonhispanic,0.01667824878387769
38005,55-59,female,white_nonhispanic,0.01633078526754691
38005,55-59,male,black_nonhispanic,0.0
38005,55-59,female,black_nonhispanic,0.0
38005,55-59,male,aian_nonhispanic,0.008165392633773454
38005,55-59,female,aian_nonhispanic,0.007470465601111883
38005,55-59,male,asian_nonhispanic,0.0
38005,55-59,female,asian_nonhispanic,0.0
38005,55-59,male,multiracial_nonhispanic,0.0006949270326615705
38005,55-59,female,multiracial_nonhispanic,0.00017373175816539263
38005,55-59,male,hispanic,0.0
38005,55-59,female,hispanic,0.0
38005,60-64,male,white_nonhispanic,0.01719944405837387
38005,60-64,female,white_nonhispanic,0.014940931202223767
38005,60-64,male,black_nonhispanic,0.0
38005,60-64,female,black_nonhispanic,0.00034746351633078526
38005,60-64,male,aian_nonhispanic,0.00990271021542738
38005,60-64,female,aian_nonhispanic,0.012161223071577484
38005,60-64,male,asian_nonhispanic,0.0
38005,60-64,female,asian_nonhispanic,0.0
38005,60-64,male,multiracial_nonhispanic,0.0005211952744961779
38005,60-64,female,multiracial_nonhispanic,0.0008686587908269632
38005,60-64,male,hispanic,0.00034746351633078526
38005,60-64,female,hispanic,0.0
38005,65-69,male,white_nonhispanic,0.024148714384989577
38005,65-69,female,white_nonhispanic,0.021542738012508687
38005,65-69,male,black_nonhispanic,0.0
38005,65-69,female,black_nonhispanic,0.0
38005,65-69,male,aian_nonhispanic,0.004517025712300208
38005,65-69,female,aian_nonhispanic,0.008339124391938846
38005,65-69,male,asian_nonhispanic,0.00017373175816539263
38005,65-69,female,asian_nonhispanic,0.00017373175816539263
38005,65-69,male,multiracial_nonhispanic,0.00034746351633078526
38005,65-69,female,multiracial_nonhispanic,0.0
38005,65-69,male,hispanic,0.0
38005,65-69,female,hispanic,0.00017373175816539263
38005,70-74,male,white_nonhispanic,0.018936761640027798
38005,70-74,female,white_nonhispanic,0.017894371091035442
38005,70-74,male,black_nonhispanic,0.0
38005,70-74,female,black_nonhispanic,0.00017373175816539263
38005,70-74,male,aian_nonhispanic,0.003995830437804031
38005,70-74,female,aian_nonhispanic,0.007817929117442668
38005,70-74,male,asian_nonhispanic,0.0
38005,70-74,female,asian_nonhispanic,0.0
38005,70-74,male,multiracial_nonhispanic,0.00017373175816539263
38005,70-74,female,multiracial_nonhispanic,0.0006949270326615705
38005,70-74,male,hispanic,0.0
38005,70-74,female,hispanic,0.00034746351633078526
38005,75-79,male,white_nonhispanic,0.010945100764419735
38005,75-79,female,white_nonhispanic,0.008339124391938846
38005,75-79,male,black_nonhispanic,0.0
38005,75-79,female,black_nonhispanic,0.0
38005,75-79,male,aian_nonhispanic,0.0036483669214732455
38005,75-79,female,aian_nonhispanic,0.004864489228630994
38005,75-79,male,asian_nonhispanic,0.0
38005,75-79,female,asian_nonhispanic,0.00017373175816539263
38005,75-79,male,multiracial_nonhispanic,0.0005211952744961779
38005,75-79,female,multiracial_nonhispanic,0.0
38005,75-79,male,hispanic,0.0
38005,75-79,female,hispanic,0.0
38005,80-84,male,white_nonhispanic,0.00590687977762335
38005,80-84,female,white_nonhispanic,0.007123002084781098
38005,80-84,male,black_nonhispanic,0.0
38005,80-84,female,black_nonhispanic,0.0
38005,80-84,male,aian_nonhispanic,0.0015635858234885338
38005,80-84,female,aian_nonhispanic,0.0015635858234885338
38005,80-84,male,asian_nonhispanic,0.0
38005,80-84,female,asian_nonhispanic,0.0
38005,80-84,male,multiracial_nonhispanic,0.0
38005,80-84,female,multiracial_nonhispanic,0.0005211952744961779
38005,80-84,male,hispanic,0.0
38005,80-84,female,hispanic,0.0
38005,85+,male,white_nonhispanic,0.003995830437804031
38005,85+,female,white_nonhispanic,0.004517025712300208
38005,85+,male,black_nonhispanic,0.0
38005,85+,female,black_nonhispanic,0.0
38005,85+,male,aian_nonhispanic,0.002779708130646282
38005,85+,female,aian_nonhispanic,0.0008686587908269632
38005,85+,male,asian_nonhispanic,0.0
38005,85+,female,asian_nonhispanic,0.0
38005,85+,male,multiracial_nonhispanic,0.0
38005,85+,female,multiracial_nonhispanic,0.0
38005,85+,male,hispanic,0.0
38005,85+,female,hispanic,0.0
