window,variant_id,place_fips,place_name,county_fips,tier,MAPE,MedAPE,mean_error_pct,MaxAPE,AE_terminal,flag,tier_boundary,multi_county_primary
primary,B-II,3823340,Elliott city,38073,EXCLUDED,16.350591241464468,16.91943087461173,-16.350591241464468,21.445107824657228,4.38633188184496,,False,False
primary,B-II,3805980,Benedict city,38055,EXCLUDED,16.200364878477068,17.999843254437977,16.200364878477068,25.195365990239534,16.628941553558093,,False,False
primary,B-II,3809460,Brinsmade city,38005,EXCLUDED,16.001213891930526,15.83036652879714,16.001213891930526,24.16017152228195,4.741408427866332,,False,False
primary,B-II,3802060,Amidon city,38087,EXCLUDED,15.951896513207256,17.444857870566075,-15.951896513207256,20.866338787518632,4.484601959824591,,False,False
primary,B-II,3887580,Woodworth city,38093,EXCLUDED,15.928059984508772,16.29215652665666,-15.928059984508772,25.174613409802017,11.328576034410908,,False,False
primary,B-II,3860620,Palermo city,38061,EXCLUDED,15.814930776913126,17.888658420196943,-15.814930776913126,23.855075983045886,29.103192699315983,,False,False
primary,B-II,3802660,Antler city,38009,EXCLUDED,15.158982016163582,12.893761232415534,-15.158982016163582,30.66218685968018,6.74568110912964,,False,False
primary,B-II,3844860,Lankin city,38099,EXCLUDED,14.9975405755653,16.125127796228455,-14.9975405755653,22.15304267802963,22.81763395837052,,False,False
primary,B-II,3874740,Spiritwood Lake city,38093,EXCLUDED,14.90578482360479,14.131600954375731,14.90578482360479,26.966915116948236,25.348900209931344,,False,False
primary,B-II,3845740,Lehr city,38051,EXCLUDED,14.794000260762157,15.897436926026057,-14.794000260762157,19.40451636797693,15.097730689014654,,False,True
primary,B-II,3862780,Pisek city,38099,EXCLUDED,14.74768147455697,16.47540743024361,14.74768147455697,19.935084259223558,17.14417246293226,,False,False
primary,B-II,3886780,Wing city,38015,EXCLUDED,14.160316347561945,6.889079925691783,14.160316347561945,37.285953066284435,3.67301222129322,,False,False
primary,B-II,3835060,Hannah city,38019,EXCLUDED,13.971780983609516,12.682063281472146,13.971780983609516,26.02617693208684,0.6755427180317266,,False,False
primary,B-II,3830660,Glenfield city,38031,EXCLUDED,13.898204648027678,14.547151708864194,-13.898204648027678,19.607893961060864,18.62749926300782,,False,False
primary,B-II,3852340,Mercer city,38055,EXCLUDED,13.869585871012669,13.538444521039112,0.48874441222229625,22.981776607828376,28.95703852586375,,False,False
primary,B-II,3857220,Noonan city,38023,EXCLUDED,13.775723708909789,14.409848590062783,-13.775723708909789,23.133063944456456,30.99830568557165,,False,False
primary,B-II,3882780,Walcott city,38077,EXCLUDED,13.077947354365708,11.840501922093882,13.077947354365708,25.71914469137988,68.41292487907049,,False,False
primary,B-II,3869980,St. John city,38079,EXCLUDED,13.05798024327836,12.747114493118268,-13.05798024327836,23.883522065126968,74.0389184018936,,False,False
primary,B-II,3827860,Fort Yates city,38085,EXCLUDED,13.05361824093319,12.524644046566696,-13.05361824093319,22.274564244401443,38.31225050037048,,False,False
primary,B-II,3819580,Dickey city,38045,EXCLUDED,13.046649243863035,11.95468689530028,-13.046649243863035,22.658317591370135,8.868368303309218,,False,False
primary,B-II,3867620,Rogers city,38003,EXCLUDED,12.994528618113048,12.265143687297432,-12.994528618113048,26.96837923497066,15.371976163933276,,False,False
primary,B-II,3862620,Pingree city,38093,EXCLUDED,12.993428375880535,13.22120890363569,12.993428375880535,22.24278407462746,5.483135111563982,,False,False
primary,B-II,3805260,Bathgate city,38067,EXCLUDED,12.924031388987842,13.853278881520058,12.924031388987842,21.748897223134286,9.933047674000449,,False,False
primary,B-II,3862260,Pick City city,38057,EXCLUDED,12.723594625406072,11.567892165105865,-12.723594625406072,22.10057856050477,29.172763699866294,,False,False
primary,B-II,3872580,Sheyenne city,38027,EXCLUDED,12.61778284460289,12.261462771469699,-12.61778284460289,20.130214290579403,37.0395942946661,,False,False
primary,B-II,3811180,Butte city,38055,EXCLUDED,12.590421515435171,11.857712519927052,-12.590421515435171,20.500321359841234,14.760231379085688,,False,False
primary,B-II,3869460,Ryder city,38101,EXCLUDED,12.474116193836608,15.507726978407906,-12.474116193836608,16.39722823454545,16.965655043027965,,False,False
primary,B-II,3818260,Dawson city,38043,EXCLUDED,12.452824482122557,13.071292715305061,-12.452824482122557,17.466413118545262,12.931061822884786,,False,False
primary,B-II,3853220,Minnewaukan city,38005,EXCLUDED,12.403750836594153,11.137557374566414,-12.403750836594153,24.8417982766659,46.702580760131895,,False,False
primary,B-II,3819820,Dodge city,38025,EXCLUDED,12.257862360793473,11.777133367244303,-11.873191947529689,26.57164200946503,22.054462867855975,,False,False
primary,B-II,3822260,Edinburg city,38099,EXCLUDED,12.257281864298069,12.941289939380058,-12.257281864298069,18.120704767524774,34.79175315364756,,False,False
primary,B-II,3848580,Luverne city,38091,EXCLUDED,12.030982264471067,11.448236908187356,-12.030982264471067,19.739584071756333,5.132291858656647,,False,False
primary,B-II,3866020,Regent city,38041,EXCLUDED,11.992585213389797,13.697464096598598,-11.992585213389797,17.000125941361187,27.880206543832344,,False,False
primary,B-II,3870380,Sanborn city,38003,EXCLUDED,11.680301190615028,12.976495417822925,11.680301190615028,16.462995828827136,25.538448944977432,,False,False
primary,B-II,3859020,Oberon city,38005,EXCLUDED,11.607918382816708,10.755959934385686,11.607918382816708,19.369981092933628,12.70538857259109,,False,False
primary,B-II,3820020,Douglas city,38101,EXCLUDED,11.505425877717578,12.900889814871455,-11.505425877717578,15.793704483832913,11.18282804970542,,False,False
primary,B-II,3834340,Halliday city,38025,EXCLUDED,11.364919049854251,12.482419861591435,-11.094817768094634,21.429600302725962,49.93096870535149,,False,False
primary,B-II,3866980,Riverdale city,38055,EXCLUDED,11.1469824745955,11.21577360049342,-11.1469824745955,16.47225286101408,36.56840135145126,,False,False
primary,B-II,3881900,Verona city,38045,EXCLUDED,11.019809208451584,11.213706972587627,11.019809208451584,16.43855316993858,4.514253688442665,,False,False
primary,B-II,3882380,Voltaire city,38049,EXCLUDED,10.936876689995955,11.3286240196024,-10.936876689995955,16.0276236119748,6.891878153149165,,False,False
primary,B-II,3849580,McVille city,38063,EXCLUDED,10.800824154202271,10.353863215964116,-10.800824154202271,14.58729574930996,41.36567431544921,,False,False
primary,B-II,3871660,Selfridge city,38085,EXCLUDED,10.686005085019179,8.486961567976362,-10.686005085019179,22.446437791689235,27.160189727943973,,False,False
primary,B-II,3834860,Hampden city,38071,EXCLUDED,10.620261633769136,9.48529669558431,10.620261633769136,21.061792247265412,1.7557070578860632,,False,False
primary,B-II,3886380,Willow City city,38009,EXCLUDED,10.551433058035691,10.786133178370985,-10.551433058035691,16.461809220486618,24.36347764632019,,False,False
primary,B-II,3806300,Berlin city,38045,EXCLUDED,10.51381320069063,10.08689665969536,10.51381320069063,18.613264256050634,5.956244561936202,,False,False
primary,B-II,3850860,Marmarth city,38087,EXCLUDED,10.489402486890494,10.207798579817544,10.489402486890494,16.537537737873894,6.946653771334681,,False,False
primary,B-II,3838860,Hope city,38091,EXCLUDED,10.42521590699533,10.641897851657493,-10.42521590699533,16.694124018979277,46.0757822923828,,False,False
primary,B-II,3872180,Sheldon city,38073,EXCLUDED,10.358282807357138,12.27275805202628,10.129295843138099,18.339770549843248,15.148537957609605,,False,False
primary,B-II,3855220,Mylo city,38079,EXCLUDED,10.078221731765838,9.886866131601082,-4.72796873258438,16.698223543372034,2.70606465332132,,False,False
primary,B-II,3854740,Mountain city,38067,EXCLUDED,9.896513146002535,9.04738102919381,-9.896513146002535,17.207558050418122,13.938122020838676,,False,False
primary,B-II,3845980,Leonard city,38017,EXCLUDED,9.743127738888067,11.876400886688467,-9.743127738888067,14.58312697288274,35.72866108356271,,False,False
primary,B-II,3849260,McHenry city,38031,EXCLUDED,9.355517337118687,10.248886632116943,-9.355517337118687,11.52872092420642,7.017164259390128,,False,False
primary,B-II,3887860,York city,38005,EXCLUDED,9.308560275940952,7.312377420552647,7.217368793911564,23.272042637425113,0.8502145155763028,,False,False
primary,B-II,3821220,Dwight city,38077,EXCLUDED,9.266780448118187,8.431395862525912,9.266780448118187,18.085816137763068,14.106936587455195,,False,False
primary,B-II,3834620,Hamilton city,38067,EXCLUDED,9.234683289018284,10.65272878260298,9.234683289018284,14.375905790003122,4.857369176211527,,False,False
primary,B-II,3878180,Taylor city,38089,EXCLUDED,9.178936092995665,9.503206911189448,-9.178936092995665,12.655326973761191,21.044995827704014,,False,False
primary,B-II,3826700,Flaxton city,38013,EXCLUDED,9.169473556799218,9.285953681429664,9.169473556799218,12.200488523777016,6.932160281161785,,False,False
primary,B-II,3812460,Carson city,38037,EXCLUDED,9.112976029482212,9.49604592326369,9.112976029482212,13.548236792192172,33.19318014087082,,False,False
primary,B-II,3811700,Calvin city,38019,EXCLUDED,8.961379503179357,6.315152918679422,8.301716616583272,25.756014757445644,0.09111383468766299,,False,False
primary,B-II,3831740,Grace City city,38031,EXCLUDED,8.856366423360772,8.941412945279804,8.856366423360772,14.445247957065908,5.283384954368941,,False,False
primary,B-II,3830580,Glenburn city,38075,EXCLUDED,8.794156978586958,9.399583230915955,8.794156978586958,15.410346052636262,64.56934996054594,,False,False
primary,B-II,3827580,Fort Ransom city,38073,EXCLUDED,8.647128517862418,8.581254498072624,-8.647128517862418,12.504739807852774,8.460761475464935,,False,False
primary,B-II,3826380,Fingal city,38003,EXCLUDED,8.39873105318795,8.87120117012352,-8.39873105318795,11.255327401551597,10.01724138738092,,False,False
primary,B-II,3828380,Fredonia city,38047,EXCLUDED,8.36386461688602,8.090596544294792,8.36386461688602,14.77466167500836,3.884879180392673,,False,False
