place_fips,MAPE,MedAPE,ME,MaxAPE,n_test_years,AE_terminal,place_name,window,variant_id
3814140,100.0,100.0,-100.0,100.0,5,,Churchs Ferry city,primary,A-II
3814660,6.7300641350080666,4.818219747061315,0.3003208334851045,20.001302431645353,10,14.200924726468202,Cleveland city,primary,A-II
3814740,11.765635425335686,10.820215355774765,11.765635425335686,17.88077148750496,10,2.4255190882747684,Clifford city,primary,A-II
3815100,4.170211018931226,1.5318846554489864,-3.0451965102144074,14.09466502785198,10,9.725318869217865,Cogswell city,primary,A-II
3815140,6.825416467140819,5.718978006115845,6.332050652157027,17.131381112495408,10,1.5294340264497563,Coleharbor city,primary,A-II
3815180,4.134001306266209,4.48978335578466,-3.947105772727839,6.061630774372009,10,12.668808318437499,Colfax city,primary,A-II
3815460,7.864854928575386,8.018795074249851,7.864854928575386,11.857167023681955,10,15.65146047126018,Columbus city,primary,A-II
3815820,40.122408960746675,41.996787225952446,40.122408960746675,57.618821126269914,10,5.790953323223857,Conway city,primary,A-II
3815900,1.565130085056945,1.2564603908760033,0.7449165181793356,3.1159876304088385,10,29.91348125192485,Cooperstown city,primary,A-II
3816380,1.8516257915907617,1.5031346837595456,0.2460636085618663,4.72917367175232,10,0.6406422782811916,Courtenay city,primary,A-II
3816580,21.060433933464182,24.300901877737367,21.060433933464182,27.07699139123904,10,29.808770033131992,Crary city,primary,A-II
3816940,11.082946678396041,12.538460660580729,11.082946678396041,15.439821019803476,10,151.21802939082977,Crosby city,primary,A-II
3817060,2.5015203186939794,2.742212949747139,2.457916144840845,4.247219426859846,10,2.3055679151535173,Crystal city,primary,A-II
3818180,1.073956154756004,0.5549823017889106,0.8913026308171629,3.3480950834896053,10,2.9094848375833067,Davenport city,primary,A-II
3818260,13.201743605544445,13.822165244512423,-13.201743605544445,18.398141558890387,10,13.67858472713197,Dawson city,primary,A-II
3818340,31.194002536156525,34.395289637806194,31.194002536156525,48.19636066249727,10,35.665306890247976,Dazey city,primary,A-II
3818620,4.104624654632586,2.893378319679057,4.104624654632586,10.366340988962113,10,1.0014039867499633,Deering city,primary,A-II
3819300,9.713549543973059,9.069253709164942,9.713549543973059,13.036020174893025,10,17.705072110875165,Des Lacs city,primary,A-II
3819420,1.4978604922376064,1.7917098934667561,1.4978604922376064,2.063006910959184,10,150.88832546755475,Devils Lake city,primary,A-II
3819580,13.7193058229474,12.646915708402592,-13.7193058229474,23.452230394290254,10,9.285900850282466,Dickey city,primary,A-II
3819620,2.7485344049266667,2.58009261094167,1.2787972801547003,4.875860457177595,10,1252.852344471783,Dickinson city,primary,A-II
3819820,11.314319012477096,10.540959602890911,-10.673096882788844,25.131990586277652,10,20.85955218661045,Dodge city,primary,A-II
3819900,100.0,100.0,-100.0,100.0,10,73.0,Donnybrook city,primary,A-II
3820020,12.68001207099714,14.16753081216727,-12.68001207099714,16.872273053840203,10,12.664210218005579,Douglas city,primary,A-II
3820300,6.647912549868709,7.302299254598245,-6.581633899718545,12.262060523087591,10,34.0885282541835,Drake city,primary,A-II
3820340,2.131383013314616,1.8399539965595488,2.131383013314616,4.218721069541423,10,30.459166122089073,Drayton city,primary,A-II
3820940,2.900899821779426,2.770745372078756,0.20835381440552608,4.7930216789817495,10,1.491265670556004,Dunn Center city,primary,A-II
3821020,5.294753139667412,3.5501401491009528,4.86207008139291,14.023009332117104,10,3.419708842025557,Dunseith city,primary,A-II
3821220,11.856658996817968,11.129926514280104,11.856658996817968,22.208820750558527,10,17.32288018543565,Dwight city,primary,A-II
3822140,1.5630098932340164,1.7621487272806466,1.54297353222997,2.5564200103803185,10,9.868680559002428,Edgeley city,primary,A-II
3822260,12.924281379224908,13.608645950616198,-12.924281379224908,18.99532278896382,10,36.47101975481053,Edinburg city,primary,A-II
3822340,2.2203556974413563,0.8029510055767478,-1.8332107919535978,8.189016802375496,10,11.218953019254428,Edmore city,primary,A-II
3822540,27.73030447021743,28.64689642638475,-27.73030447021743,38.931554560782324,10,12.458097459450343,Egeland city,primary,A-II
3823020,14.68053141449227,14.835611171851324,14.68053141449227,22.55641892345941,10,118.1956351589273,Elgin city,primary,A-II
3823220,5.48887436764805,5.769094558872844,5.48887436764805,7.631363018910291,10,61.69187337250696,Ellendale city,primary,A-II
3823340,19.172489525314177,19.578756719603405,-19.172489525314177,24.911913261628253,10,5.167361112651335,Elliott city,primary,A-II
3824060,2.688264766190632,2.609320082386715,-2.688264766190632,4.848255366380514,10,18.15550948760182,Emerado city,primary,A-II
3824260,4.77292666913138,4.464063501072907,3.5156215729370155,8.892659194669903,10,75.67652974664088,Enderlin city,primary,A-II
3824540,49.87344515493151,52.803465734927954,49.87344515493151,59.0385791813754,10,39.92320992815257,Epping city,primary,A-II
3824780,25.010927629623616,25.196878421354526,-25.010927629623616,39.66110428807982,10,34.90177177351024,Esmond city,primary,A-II
3825180,3.998104415574906,3.7172232044599767,2.05254420110938,8.587220339910496,10,1.4072917023857237,Fairdale city,primary,A-II
3825300,4.505640724834489,4.20039252715639,4.505640724834489,9.416695215310547,10,31.169261162677913,Fairmount city,primary,A-II
3825700,0.6224305421148184,0.7431164053804893,-0.6005252804536033,1.4240690068546271,10,1940.7924459918286,Fargo city,primary,A-II
3826180,5.111071605441697,5.198475186636874,-5.111071605441697,6.812355813254746,10,29.524033774645318,Fessenden city,primary,A-II
3826380,10.22018941803007,10.691262127479174,-10.22018941803007,13.716511225852226,10,12.20769499100848,Fingal city,primary,A-II
3826420,2.830856692441077,2.798132161977976,1.2441171003953755,4.336296833211237,10,7.131413487505711,Finley city,primary,A-II
3826660,3.6641549910065634,2.5929726996725373,-2.9062476488406226,13.606753298644541,10,31.295532586882445,Flasher city,primary,A-II
3826700,12.9403536109225,13.159439120052436,12.9403536109225,16.916491627959118,10,10.149894976775471,Flaxton city,primary,A-II
3826980,1.4085648500116184,1.7176586953912873,0.5231755351784091,2.5959590361112306,10,0.7081266609428525,Forbes city,primary,A-II
3827060,8.304744628139792,8.393230517639811,-8.304744628139792,12.838229623595346,10,25.804841543426647,Fordville city,primary,A-II
3827100,2.9486072988130907,0.8764548670066243,-2.9486072988130907,9.061694894792371,10,10.058481333219532,Forest River city,primary,A-II
3827260,1.8804649877220487,1.721504025369128,1.5983023966918481,3.8575871260622665,10,18.902176917705106,Forman city,primary,A-II
3827580,11.39992368344653,12.285139319495471,-11.39992368344653,15.039041273493117,10,12.286028383713145,Fort Ransom city,primary,A-II
3827820,32.83306134520996,35.37659472225455,-32.83306134520996,46.30416858486554,10,13.891250575459662,Fortuna city,primary,A-II
3827860,15.00480941172088,14.51722967581663,-15.00480941172088,24.738173675324678,10,42.549658721558444,Fort Yates city,primary,A-II
3828380,10.49510590271508,10.490950586621008,10.49510590271508,17.108964437758413,10,4.942565314744158,Fredonia city,primary,A-II
3828720,40.66272782851844,2.3542530299080235,-40.65271228826454,100.0,10,196.0,Frontier city,primary,A-II
3828780,24.000856423725608,25.19520282210331,-24.000856423725608,32.19048460477051,10,18.34857622471919,Fullerton city,primary,A-II
3828860,5.393736585933271,5.327374853127734,5.393736585933271,7.49316131586069,10,21.28057813704436,Gackle city,primary,A-II
3828980,20.7957520777111,22.277391818359863,-20.7957520777111,28.692263387508337,10,32.42225762788442,Galesburg city,primary,A-II
3829180,4.282433538095569,3.7597511673872743,3.443752948521375,9.820241801247983,10,0.4653462004080531,Gardena city,primary,A-II
3829220,60.237278618382945,52.2665678879312,20.237278618382952,100.0,10,75.94500000000022,Gardner city,primary,A-II
3829460,13.18653711690617,12.987774467422048,13.18653711690617,18.604527514081887,10,272.5563280812996,Garrison city,primary,A-II
3829540,28.823053873368952,33.019382522802694,-28.823053873368952,40.0261830747293,10,8.005236614945861,Gascoyne city,primary,A-II
3830180,2.853305738160496,2.8535359090552186,2.688605805068945,4.796177224007698,10,11.606748882098628,Gilby city,primary,A-II
3830460,4.256414199349853,3.917824959930339,-3.1309687946778304,7.413802064793755,10,15.856364438563276,Gladstone city,primary,A-II
3830580,9.628110000689093,10.21755715068695,9.628110000689093,16.595392137154445,10,69.53469305467712,Glenburn city,primary,A-II
3830660,16.355354976275017,16.90830088518781,-16.355354976275017,22.822634589123627,10,21.681502859667447,Glenfield city,primary,A-II
3830860,8.234796896216276,7.446202267438476,8.234796896216276,12.800176645056133,10,63.2188976327451,Glen Ullin city,primary,A-II
3831180,1.1898646635727423,1.1732455018464505,-0.5919904261342703,2.569365938522685,10,0.5301136929851396,Golden Valley city,primary,A-II
3831420,31.84552362713108,33.0694983905985,-31.84552362713108,44.90942148673422,10,39.969385123193454,Golva city,primary,A-II
3831500,28.941102369398713,30.426518038746615,-28.941102369398713,40.429815003315525,10,43.66420020358076,Goodrich city,primary,A-II
3831740,10.198616548016467,10.456419744396182,10.198616548016467,16.033299154311493,10,6.29739117916062,Grace City city,primary,A-II
3831820,2.895203848285151,2.7580326321507096,2.895203848285151,4.753580767789721,10,191.42669751889207,Grafton city,primary,A-II
3832060,2.9524361151049567,2.7197273323033064,1.0979565530300264,4.670180231903476,10,2794.869359782635,Grand Forks city,primary,A-II
3832300,70.05837739583359,100.0,-70.01280299376238,100.0,10,195.0,Grandin city,primary,A-II
3832580,25.708912024098726,26.028097541763724,-25.708912024098726,31.192084521959927,10,2.303205402249586,Grano city,primary,A-II
3832660,4.2678456086155165,3.5376288817324415,-2.8392820663641665,8.96038187918612,10,20.698482140919936,Granville city,primary,A-II
3832900,28.88630346397442,28.930418419222626,-28.88630346397442,43.73632948588431,10,24.05498121723637,Great Bend city,primary,A-II
3833500,41.28892756757818,40.510325337223065,41.28892756757818,51.67328923501535,10,89.68680655806838,Grenora city,primary,A-II
3834020,4.576491397434895,4.402919701812775,-4.576491397434895,7.414621982763567,10,23.108736224362588,Gwinner city,primary,A-II
3834180,3.623481125526154,3.7732966163271238,-3.623481125526154,5.628935396343572,10,2.666505219752487,Hague city,primary,A-II
3834340,11.723470919502656,12.905478289964194,-11.51917164847178,21.96177392505003,10,51.17093324536657,Halliday city,primary,A-II
3834460,22.147549810773643,20.39581757216478,22.147549810773643,34.5394867917193,10,1.9561673878743004,Hamberg city,primary,A-II
3834620,10.59700082472019,12.14489455664821,10.59700082472019,15.854912093253839,10,5.667163209168187,Hamilton city,primary,A-II
3834860,14.10352891676753,13.082462417394098,14.10352891676753,24.70506991423593,10,3.1551273372423907,Hampden city,primary,A-II
3834900,2.9476430844315877,3.29271948018774,-2.9476430844315877,4.076079181087513,10,37.66297163324862,Hankinson city,primary,A-II
3835020,9.536885050191955,9.578923820100137,-9.536885050191955,12.453448975733469,10,14.674459443651287,Hannaford city,primary,A-II
3835060,19.30102704075266,18.970571998021562,19.30102704075266,31.640155715122,10,1.3086268392313194,Hannah city,primary,A-II
3835140,22.403255689988292,18.519832816958694,22.403255689988292,52.594854061747796,10,7.88922810926217,Hansboro city,primary,A-II
3835900,7.697385926050977,7.6196070232567195,7.697385926050977,14.400829142761506,10,225.22896779278994,Harvey city,primary,A-II
3835940,0.4282041863134243,0.4089756524979983,0.19242435847077277,0.7458652197402164,10,4.024251106211295,Harwood city,primary,A-II
3836100,9.920786402363863,10.269441871584526,9.920786402363863,13.806697645629498,10,98.85595514270722,Hatton city,primary,A-II
3836140,3.569712207798755,4.588503911070978,-3.569712207798755,6.264052066869052,10,3.1935235135543465,Havana city,primary,A-II
3836540,43.056856480349445,44.2614014947749,43.056856480349445,67.23165121874563,10,10.488488675559132,Haynes city,primary,A-II
3836700,9.941716566838771,9.336891560079344,9.941716566838771,17.369197254150368,10,37.6911580415063,Hazelton city,primary,A-II
3836780,3.7034771905606787,3.6623869975233303,3.7034771905606787,5.202977513777317,10,96.81052314594899,Hazen city,primary,A-II
3836860,2.0922456582491153,2.009700115203442,-1.484031978068542,4.511087949572054,10,26.564583717773758,Hebron city,primary,A-II
3837700,5.793466793194587,6.054223128584804,5.793466793194587,7.38491056343097,10,68.6476391648414,Hettinger city,primary,A-II
3838100,1.4122891411841938,1.5218814198571295,1.4122891411841938,2.0760521402289607,10,34.48322604920304,Hillsboro city,primary,A-II
3838780,5.554564241124027,6.262128224734463,-5.554564241124027,6.968425133284731,10,16.863588822549048,Hoople city,primary,A-II
3838860,8.87310852762624,9.010267107836246,-8.87310852762624,14.65424613033625,10,40.445719319728056,Hope city,primary,A-II
3838900,15.995004268423907,7.658112855924967,-11.364406964545472,48.058172391363925,10,3020.936716521136,Horace city,primary,A-II
3839460,22.046659096291187,24.599929830142436,-22.046659096291187,28.343095783667216,10,93.53221608610181,Hunter city,primary,A-II
3839580,22.020959245089397,24.03455641462219,22.020959245089397,33.699216242957625,10,19.882537583344998,Hurdsfield city,primary,A-II
3839980,100.0,100.0,-100.0,100.0,10,37.0,Inkster city,primary,A-II
3840580,2.4416696427676294,2.4172093891400053,1.4233852095436206,4.351261240644689,10,687.02063728539,Jamestown city,primary,A-II
3841180,8.528405584438428,9.404642290801139,8.528405584438428,10.647607646837706,10,6.391741425751832,Jud city,primary,A-II
3841380,18.42900750195391,18.68063540847575,-18.42900750195391,29.47107825328123,10,24.755705732756233,Karlsruhe city,primary,A-II
3841500,11.059728173326798,11.281167396894439,-11.059728173326798,13.95703647864247,10,8.515464363840252,Kathryn city,primary,A-II
3842020,10.144046197567246,9.640434855467976,10.144046197567246,12.002585286722365,10,88.15113803159704,Kenmare city,primary,A-II
3842180,9.650642660210762,10.38478000378889,9.650642660210762,15.333658163216498,10,21.271020729365006,Kensal city,primary,A-II
3842660,32.18100109659272,39.6747887981108,32.18100109659272,44.99811435328045,10,3.20489566898563,Kief city,primary,A-II
3842700,7.481380289833142,8.145677162750221,-7.481380289833142,12.3944086488688,10,73.84210047639237,Killdeer city,primary,A-II
3842780,7.83279744022803,8.029770288008358,-7.83279744022803,15.131971922436598,10,149.22770004951212,Kindred city,primary,A-II
3843260,38.37546263766813,39.05532025849875,-38.37546263766813,58.396031641409806,10,12.26316664469606,Knox city,primary,A-II
3843500,7.192996464032655,5.200917607233905,-7.192996464032655,14.661761750998048,10,3.5188228202395315,Kramer city,primary,A-II
3843580,7.103102097292864,8.330533197172084,-7.103102097292864,9.769171952390563,10,35.46209418717774,Kulm city,primary,A-II
3844300,3.855666903334176,3.412323567436666,2.616873880459317,8.054282685315114,10,55.332922048114824,Lakota city,primary,A-II
3844540,13.009654558204511,14.460372994005319,13.009654558204511,18.41723398024718,10,136.65587613343405,LaMoure city,primary,A-II
3844700,28.637862848982127,28.202405749846996,28.637862848982127,48.52860641812003,10,18.44087043888561,Landa city,primary,A-II
3844780,0.9827572722198015,1.0227467659500316,0.961200633605323,1.62271482692386,10,26.848766409115115,Langdon city,primary,A-II
3844860,16.032675390066224,17.159899231638676,-16.032675390066224,23.489572802092017,10,24.194259986154776,Lankin city,primary,A-II
3844900,6.49480560910793,6.650044548646974,6.49480560910793,9.894897978764044,10,23.154061270307864,Lansford city,primary,A-II
3845020,4.854484345059687,5.040203263488113,4.854484345059687,7.224064087779415,10,78.58455419955226,Larimore city,primary,A-II
3845300,22.349865185510147,22.36517569748049,22.349865185510147,38.904203092422804,10,3.0323838031524133,Lawton city,primary,A-II
3845460,33.410023324394665,36.07059908918157,-33.410023324394665,47.11807476882264,10,11.77951869220566,Leal city,primary,A-II
3845580,5.7542665275077,5.7913353863697665,-5.334484989014214,11.340599503336248,10,45.27490879730635,Leeds city,primary,A-II
3845740,15.055654956555975,16.140135348327902,-15.055654956555975,19.740882346259383,10,15.378257410872479,Lehr city,primary,A-II
3845860,28.17511982146771,30.096141987162156,-28.17511982146771,30.928352631509267,10,7.562388526950542,Leith city,primary,A-II
3845980,11.057033943510291,13.203921851437878,-11.057033943510291,16.295976749445447,10,39.92514303614135,Leonard city,primary,A-II
3846460,0.3618747585948477,0.27990604486091697,-0.11964173429770024,0.8881025111396413,10,0.42836655904409326,Lidgerwood city,primary,A-II
3846540,21.91922286638502,26.036348754866296,20.04280568535767,36.61835794588654,10,49.06859964748796,Lignite city,primary,A-II
3846640,5.619946475983337,6.675377162387594,-3.5437907437084406,8.93346525877709,10,284.5211242292671,Lincoln city,primary,A-II
3846980,1.5648993855611881,1.656881572373738,-1.5648993855611881,3.0947159308301666,10,16.45691663573689,Linton city,primary,A-II
3847100,4.507631786418166,5.011862812798332,1.8823113063091668,6.569758598100582,10,137.97626779691973,Lisbon city,primary,A-II
3847140,1.7015462766341927,1.5415180511834639,-1.3732754741800837,3.539046107508793,10,0.3578784784871516,Litchville city,primary,A-II
3847660,25.81673126094113,22.920483451516827,25.81673126094113,49.97109203836043,10,1.2916726110435892,Loma city,primary,A-II
3848020,36.94498732264807,37.692775269919636,-36.94498732264807,54.294065111507706,10,4.886465860035694,Loraine city,primary,A-II
3848460,7.4213376392537596,7.648041574958301,7.022377883859155,15.751161965200147,10,1.699253064242626,Ludden city,primary,A-II
3848580,10.601776957408774,10.122913726579538,-10.601776957408774,17.896980848883796,10,4.653215020709787,Luverne city,primary,A-II
3849020,6.533148349987437,6.942697599628279,6.533148349987437,9.181425538105156,10,21.122115221025638,McClusky city,primary,A-II
3849260,11.0331117429851,11.938411890304181,-11.0331117429851,13.428593973233774,10,8.460014203137277,McHenry city,primary,A-II
3849580,13.449769804048561,13.661187747072432,-13.449769804048561,17.01614980953407,10,55.59691347687351,McVille city,primary,A-II
3849620,19.433963913389732,20.24121938049226,-19.433963913389732,30.95199724616694,10,119.47470937020438,Maddock city,primary,A-II
3849820,9.077936003527252,9.430217544304739,9.077936003527252,10.241420435398153,10,14.047357380966673,Makoti city,primary,A-II
3849900,3.038526827867002,3.3584820528201536,-0.9161885709934451,4.318809595221451,10,802.83455916397,Mandan city,primary,A-II
3850380,5.330578329637408,5.961637208466925,-5.330578329637408,8.044059979893294,10,3.086276710483766,Mantador city,primary,A-II
3850420,2.2426344068239894,2.951956051389557,1.3779128673959922,4.189232782038825,10,15.332591982262102,Manvel city,primary,A-II
3850580,19.03445610341882,25.176794649204737,-18.805836307873715,27.367622412694047,10,403.9461068113642,Mapleton city,primary,A-II
3850780,6.346883554567548,6.693968519989321,6.346883554567548,8.152737798814485,10,8.941395651782756,Marion city,primary,A-II
3850860,17.374570770711045,17.932500236123197,17.374570770711045,23.43980424539368,10,15.842838680584663,Marmarth city,primary,A-II
3851060,2.9379060016868634,1.894457941293509,-1.5439821803238547,7.738710244333774,10,4.720613249043602,Martin city,primary,A-II
3851380,26.42530103315395,26.928097581811627,26.42530103315395,42.28351551300935,10,137.42142541728037,Max city,primary,A-II
3851420,1.3873019571051262,1.5143422870956886,-1.3534920741029124,2.4599081950158577,10,0.14707299105963045,Maxbass city,primary,A-II
3851500,1.1464023307352194,1.1642647021432975,-1.1464023307352194,1.7936715336509004,10,18.513314065781742,Mayville city,primary,A-II
3851860,4.491489951516302,4.11493641607367,4.491489951516302,8.427273240247589,10,15.437142979815178,Medina city,primary,A-II
3851900,23.683049270666306,19.413958396169633,23.683049270666306,43.61015017374807,10,32.25277023479933,Medora city,primary,A-II
3852340,14.639348623246772,15.301498935216344,4.911202710470648,23.134637192628293,10,23.151401792816984,Mercer city,primary,A-II
3852740,6.782930916865146,7.1594057929130965,6.782930916865146,11.366547077927935,10,29.3960972862605,Michigan City city,primary,A-II
3852940,4.989343699011345,5.3211137178398165,4.989343699011345,6.425505113614441,10,34.66684379162109,Milnor city,primary,A-II
3853020,6.879195134723187,6.709188431033292,6.879195134723187,13.074205633925423,10,2.6208391725002045,Milton city,primary,A-II
3853220,13.905843357596368,12.688978515156588,-13.905843357596368,26.67055114803128,10,50.140636158298804,Minnewaukan city,primary,A-II
3853380,3.287188735375002,3.066832823652757,3.1668973237838767,7.058920941589385,10,3348.752094690004,Minot city,primary,A-II
3853540,2.141018011982333,2.238320475882939,-2.141018011982333,2.6710724924571214,10,16.240120754139298,Minto city,primary,A-II
3853780,4.3194693183276325,4.383189656817716,4.3194693183276325,5.145947351987618,10,30.30671195009097,Mohall city,primary,A-II
3853820,47.0194776793703,45.32729962675748,47.0194776793703,84.99514165073886,10,25.498542495221656,Monango city,primary,A-II
3853980,8.100332769485195,7.687427829250409,-8.100332769485195,13.261364953020848,10,7.820745130346609,Montpelier city,primary,A-II
3854220,8.079261263992104,8.317518579448063,8.079261263992104,12.515443025331818,10,21.854847617933302,Mooreton city,primary,A-II
3854620,3.914578923730763,3.916451787737109,3.914578923730763,4.972104184563153,10,22.909777398087385,Mott city,primary,A-II
3854740,9.665032559748578,8.82059981052784,-9.665032559748578,16.908989150738694,10,13.696281212098341,Mountain city,primary,A-II
3855020,1.3379364514944563,1.2441761048677085,-1.2614306609465245,2.8319739468261123,10,5.267471541096569,Munich city,primary,A-II
3855220,10.044960353079992,9.825589458095125,-4.426008338985872,16.3705998777366,10,2.6286961606865944,Mylo city,primary,A-II
3855420,5.161335633379674,4.8373692011277,5.161335633379674,7.843640615199169,10,58.35041640958764,Napoleon city,primary,A-II
3855620,3.455473727673671,3.4424994886374956,-3.455473727673671,4.367292984682907,10,13.252940820974686,Neche city,primary,A-II
3855740,39.21134231549663,46.50313031531603,39.21134231549663,53.47084559427802,10,15.763261112014185,Nekoma city,primary,A-II
3856020,28.27467632126897,29.2301963768201,28.27467632126897,42.63406124363264,10,40.07601756901468,Newburg city,primary,A-II
3856180,1.6786249705066791,1.6173505268927482,-0.330654241656507,4.073116113788352,10,17.276970477974714,New England city,primary,A-II
3856420,1.7178309740291986,1.225306513649283,-1.7178309740291986,3.791573978606841,10,1.1285492802626038,New Leipzig city,primary,A-II
3856620,5.643408828968934,5.6988151803583555,5.643408828968934,11.030652734367722,10,147.1489074764654,New Rockford city,primary,A-II
3856700,4.879161534598765,4.9688122768319625,-0.8434923325284039,8.861623685348402,10,94.64214095952093,New Salem city,primary,A-II
3856740,5.560183825296329,5.725970345558682,-4.585463321319001,11.193533601439444,10,301.29511718422964,New Town city,primary,A-II
3856780,66.81533530311832,70.87411406423053,46.81533530311832,100.0,10,31.771000000000086,Niagara city,primary,A-II
3857180,7.360948083747391,8.612565428004185,7.360948083747391,11.438379386222916,10,5.604805899249229,Nome city,primary,A-II
3857220,14.005958528902093,14.640845460712963,-14.005958528902093,23.42334082154896,10,31.387276700875603,Noonan city,primary,A-II
3858120,205.00864974937372,221.77192982456177,165.00864974937372,258.83035714285757,10,144.94500000000022,North River city,primary,A-II
3858300,2.3506305401075003,2.1618376000074733,1.3079210266992554,4.261424600967075,10,40.48353370918721,Northwood city,primary,A-II
3858740,1.5784854709445553,1.2131463031766065,-0.7757488899431473,3.2085781894348693,10,19.41178001976232,Oakes city,primary,A-II
3859020,15.199392448789876,14.844953694778319,15.199392448789876,23.044115032312472,10,17.444354905496255,Oberon city,primary,A-II
3859660,2.0285101114293242,1.4455516084394548,-1.1210480080779834,4.313908544478492,10,0.8111024717256612,Oriska city,primary,A-II
3860100,2.7650861043143817,2.399800034598557,-1.8862706047197535,5.705374321215872,10,5.188269292306643,Osnabrock city,primary,A-II
3860380,8.063505675860188,9.08293119626964,7.945257503398283,15.147600319812716,10,0.0650364948540485,Overly city,primary,A-II
3860480,6.692628848882791,4.250339884090231,6.692628848882791,14.145538399501342,10,53.04576899813003,Oxbow city,primary,A-II
3860500,20.072666946233586,21.882173451562828,20.072666946233586,27.081655196920646,10,50.91351177021082,Page city,primary,A-II
3860620,16.50937511241091,18.580248936543867,-16.50937511241091,24.74914898215658,10,30.193961758231026,Palermo city,primary,A-II
3860900,1.9079570743198655,1.9219533668302158,-1.9079570743198655,2.7707858167089796,10,16.579805764772573,Park River city,primary,A-II
3860940,7.993945953553778,8.003319107202998,-0.8551364438242064,13.107399703586644,10,119.01518930856673,Parshall city,primary,A-II
3861460,4.167001488790362,3.2489421588748493,-3.117444719889727,9.592459369127209,10,1.5669998033398258,Pekin city,primary,A-II
3861580,8.200255764008759,8.794376882670601,8.200255764008759,11.809220544312115,10,57.4992953123658,Pembina city,primary,A-II
3861780,9.713688021523884,10.39706094973938,9.713688021523884,19.780335195188357,10,0.13194374375275064,Perth city,primary,A-II
3861860,20.315333113600737,21.20447741917961,20.315333113600737,33.50956433678519,10,53.28020729548845,Petersburg city,primary,A-II
3862060,3.0055610895612856,3.189735847772851,1.4977773344616707,5.606638245465234,10,1.418139544282944,Pettibone city,primary,A-II
3862260,13.959003677220892,12.840137168728802,-13.959003677220892,23.65868778313542,10,31.229467873738756,Pick City city,primary,A-II
3862540,100.0,100.0,-100.0,100.0,10,12.0,Pillsbury city,primary,A-II
3862620,15.7745905951594,16.470218998202306,15.7745905951594,25.357598326328084,10,7.136387400777686,Pingree city,primary,A-II
3862780,18.741975376478134,20.490777478125388,18.741975376478134,25.682068788563072,10,22.08657915816424,Pisek city,primary,A-II
3862980,6.975944284703905,6.622728509193256,-4.093749946596359,14.06224850333655,10,28.968231916873293,Plaza city,primary,A-II
3863740,21.589859662971243,22.90904178861389,21.589859662971243,31.929717049577967,10,38.31566045949356,Portal city,primary,A-II
3863900,4.075664263809797,4.066449090156449,4.075664263809797,5.571484488397957,10,31.66512712108681,Portland city,primary,A-II
3864140,6.215318801502546,6.552973532606522,-6.215318801502546,10.45533701146483,10,17.778940233618016,Powers Lake city,primary,A-II
3864320,216.48754545454577,236.53540404040442,176.48754545454577,272.1203703703708,10,146.94500000000022,Prairie Rose city,primary,A-II
3865580,24.898561648260394,24.23783096585911,24.898561648260394,31.252122105541318,10,178.5966322359667,Ray city,primary,A-II
3865900,8.096116436181282,8.078093714667883,8.096116436181282,10.270312859737949,10,7.246326169110574,Reeder city,primary,A-II
3865980,174.7761305361308,182.19116161616193,154.7761305361308,212.44545454545488,10,70.10700000000011,Regan city,primary,A-II
3866020,12.818790737933863,14.513482292542754,-12.818790737933863,18.09513993032473,10,29.676029485732556,Regent city,primary,A-II
3866040,17.036053875906212,18.007063276117034,17.036053875906212,24.398840680382108,10,153.231681741829,Reile's Acres city,primary,A-II
3866260,1.1173410182651613,1.2859789780335835,0.5976316319840521,2.3705599579414782,10,6.471628685180235,Reynolds city,primary,A-II
3866300,4.0106369463721006,4.0256308824891125,-4.0106369463721006,7.721168421553106,10,12.045022737622844,Rhame city,primary,A-II
3866500,12.675411417947025,14.374311674114235,-12.661317432676558,20.440577740372,10,140.42676907635564,Richardton city,primary,A-II
3866980,11.60945460126989,11.68185487874456,-11.60945460126989,17.084464722300304,10,37.92751168350668,Riverdale city,primary,A-II
3867180,6.721884597366731,4.870554743188547,-6.721884597366731,14.54417016729804,10,4.799576155208353,Robinson city,primary,A-II
3867500,20.829828383454796,20.511439614748255,-20.829828383454796,30.975759264167955,10,27.56842574510948,Rocklake city,primary,A-II
3867620,15.536527217179074,15.45460135931262,-15.536527217179074,29.95271956741824,10,17.073050153428397,Rogers city,primary,A-II
3867780,8.822572326969064,6.904285022161257,8.822572326969064,17.30430646335211,10,25.452778390636126,Rolette city,primary,A-II
3867820,9.661254797213568,9.694590450825698,-9.661254797213568,19.26094670301468,10,222.84915335387984,Rolla city,primary,A-II
3868540,65.8959965824893,68.07012702584647,65.8959965824893,90.75389602508662,10,79.86342850207623,Ross city,primary,A-II
3868860,6.808607888665131,6.884734151128547,6.808607888665131,8.49768578417794,10,205.81394969278972,Rugby city,primary,A-II
3869140,137.7246666666669,98.5100000000001,117.72466666666692,221.43333333333374,10,4.845000000000011,Ruso city,primary,A-II
3869340,8.309225837533793,9.064601886256913,-8.309225837533793,13.76606269411617,10,21.475057802821226,Rutland city,primary,A-II
3869460,12.578901473633943,15.618063441678569,-12.578901473633943,16.528494301300366,10,17.11150721768449,Ryder city,primary,A-II
3869980,13.57955377721942,13.280614459301876,-13.57955377721942,24.53423096997911,10,76.05611600693524,St. John city,primary,A-II
3870260,9.798309066336254,10.277887989720774,-9.798309066336254,13.282763962586202,10,40.778085365139646,St. Thomas city,primary,A-II
