scenario,geography_level,geography_fips,geography_name,region_id,region_name,year,total_population,population_under_18,population_working_age_18_64,population_65_plus,population_85_plus,male_population,female_population,sex_ratio,youth_dependency_ratio,elderly_dependency_ratio,total_dependency_ratio
baseline,county,38001,Adams County,R8,Dickinson,2025,2275.0,493.1999163216599,1245.6029184143576,536.1971652639825,84.3047750286228,1140.962353232869,1134.037646767131,100.6,0.4,0.43,0.83
baseline,county,38001,Adams County,R8,Dickinson,2026,2247.9221970621547,480.5956875844874,1232.0653533351765,535.2611561424907,88.07063659535712,1129.5585833694768,1118.363613692678,101.0,0.39,0.43,0.82
baseline,county,38001,Adams County,R8,Dickinson,2027,2226.5244443919314,470.16012026669915,1220.7466334462724,535.6176906789598,88.89855053485199,1121.0263947051137,1105.4980496868175,101.4,0.39,0.44,0.82
baseline,county,38001,Adams County,R8,Dickinson,2028,2208.9972156984345,461.62602086395106,1210.7794472749808,536.5917475595026,87.98866083008596,1114.695986154435,1094.3012295439992,101.9,0.38,0.44,0.82
baseline,county,38001,Adams County,R8,Dickinson,2029,2195.977930930122,455.06218548932446,1203.2188227919353,537.6969226488625,86.49344988863908,1110.6835503409825,1085.2943805891396,102.3,0.38,0.45,0.83
baseline,county,38001,Adams County,R8,Dickinson,2030,2184.5994304372452,448.74282291276756,1197.9438762086595,537.9127313158181,84.87119498552842,1107.3648262587544,1077.2346041784906,102.8,0.37,0.45,0.82
baseline,county,38001,Adams County,R8,Dickinson,2031,2175.271890801536,442.1584569083024,1196.9285855107028,536.1848483825306,84.60627330140235,1104.9832812056359,1070.2886095958997,103.2,0.37,0.45,0.82
baseline,county,38001,Adams County,R8,Dickinson,2032,2165.411272013207,434.9808170716875,1198.911786154272,531.5186687872476,84.79864570001058,1102.2083408914993,1063.202931121708,103.7,0.36,0.44,0.81
baseline,county,38001,Adams County,R8,Dickinson,2033,2155.0085185696867,427.4481044402941,1202.7924911086175,524.7679230207749,85.32095822904377,1099.0290290433306,1055.9794895263558,104.1,0.36,0.44,0.79
baseline,county,38001,Adams County,R8,Dickinson,2034,2144.118663545271,419.72470460164106,1207.3292351964474,517.0647237471827,85.9298615228169,1095.454180453739,1048.664483091532,104.5,0.35,0.43,0.78
baseline,county,38001,Adams County,R8,Dickinson,2035,2132.8376881575373,413.0897170497148,1210.5322603474751,509.2157107603471,86.49730612687777,1091.4951103173992,1041.342577840138,104.8,0.34,0.42,0.76
baseline,county,38001,Adams County,R8,Dickinson,2036,2121.1967491669343,407.2865329404547,1212.487403260896,501.4228129655838,87.60383107221082,1087.1336351239297,1034.0631140430046,105.1,0.34,0.41,0.75
baseline,county,38001,Adams County,R8,Dickinson,2037,2109.4096717272505,402.1033108230911,1213.5094318058452,493.79692909831425,88.67626407313425,1082.5776710669131,1026.8320006603376,105.4,0.33,0.41,0.74
baseline,county,38001,Adams County,R8,Dickinson,2038,2097.6206202893522,397.3279957754752,1214.0580575021133,486.2345670117637,89.69268701208762,1077.9842198079314,1019.6364004814208,105.7,0.33,0.4,0.73
baseline,county,38001,Adams County,R8,Dickinson,2039,2085.9131623043063,392.7426404873321,1214.6811039719016,478.48941784507264,90.65814217272954,1073.4814614747265,1012.4317008295798,106.0,0.32,0.39,0.72
baseline,county,38001,Adams County,R8,Dickinson,2040,2074.3439902657074,387.81132360109353,1216.0798538246913,470.4528128399226,91.57178081880035,1069.155705793197,1005.1882844725103,106.4,0.32,0.39,0.71
baseline,county,38001,Adams County,R8,Dickinson,2041,2062.984988598819,382.8638955133286,1218.0137271252343,462.1073659602563,92.44468065376522,1064.9744259494166,998.0105626494026,106.7,0.31,0.38,0.69
baseline,county,38001,Adams County,R8,Dickinson,2042,2051.7858973371344,378.07114063758075,1219.8375953424068,453.8771613571467,93.6198723479966,1060.8373819177884,990.9485154193459,107.1,0.31,0.37,0.68
baseline,county,38001,Adams County,R8,Dickinson,2043,2040.7953436410626,373.59614912667894,1220.9013618559559,446.2978326584278,94.91414586403117,1056.7095219817588,984.0858216593037,107.4,0.31,0.37,0.67
baseline,county,38001,Adams County,R8,Dickinson,2044,2030.117737301929,369.9004536605909,1220.0092202914873,440.2080633498508,96.16456994314744,1052.6122038970086,977.5055334049205,107.7,0.3,0.36,0.66
baseline,county,38001,Adams County,R8,Dickinson,2045,2019.8968194840627,366.5706956826073,1217.1290927830823,436.19703101837297,97.23689584393406,1048.6101151500613,971.2867043340011,108.0,0.3,0.36,0.66
baseline,county,38001,Adams County,R8,Dickinson,2046,2009.9793663519256,363.45268689856675,1212.0843438035806,434.4423356497782,98.51650939124887,1044.6577987157116,965.321567636214,108.2,0.3,0.36,0.66
baseline,county,38001,Adams County,R8,Dickinson,2047,2000.2609164183473,360.47203579264766,1203.3957301377861,436.39315048791366,99.8082795184166,1040.6827385447586,959.5781778735889,108.5,0.3,0.36,0.66
baseline,county,38001,Adams County,R8,Dickinson,2048,1990.6767602033578,357.5476353063317,1191.630480908738,441.4986439882882,100.83066143019015,1036.6514025944234,954.0253576089345,108.7,0.3,0.37,0.67
baseline,county,38001,Adams County,R8,Dickinson,2049,1981.1373078838506,354.5883844065321,1177.6753040936753,448.87361938364296,101.18569936274494,1032.4946832791802,948.6426246046701,108.8,0.3,0.38,0.68
baseline,county,38001,Adams County,R8,Dickinson,2050,1971.5472237356976,351.4869439674662,1162.462828262419,457.5974515058124,100.6688144775954,1028.1610780860456,943.3861456496519,109.0,0.3,0.39,0.7
baseline,county,38001,Adams County,R8,Dickinson,2051,1961.7749913679254,348.1012821982535,1146.46638482128,467.207324348392,99.37772846155498,1023.5901448544499,938.1848465134756,109.1,0.3,0.41,0.71
baseline,county,38001,Adams County,R8,Dickinson,2052,1951.7213553534068,344.3084198473783,1130.3356892660408,477.0772462399877,97.22154383095227,1018.7834032914732,932.9379520619336,109.2,0.3,0.42,0.73
baseline,county,38001,Adams County,R8,Dickinson,2053,1941.35043703327,340.07496534031145,1114.0869919180975,487.188479774861,94.64196182146702,1013.756815512126,927.593621521144,109.3,0.31,0.44,0.74
baseline,county,38001,Adams County,R8,Dickinson,2054,1930.6218263796584,335.40832602642115,1098.0625547478219,497.15094560541525,92.1375587266018,1008.5263285725675,922.0954978070909,109.4,0.31,0.45,0.76
baseline,county,38001,Adams County,R8,Dickinson,2055,1919.5135327527146,330.4091331267257,1082.4254142277427,506.678985398246,89.98800965244368,1003.1149039101264,916.398628842588,109.5,0.31,0.47,0.77
baseline,county,38003,Barnes County,R6,Jamestown,2025,10573.0,2140.8791631042786,5876.505908205223,2555.6149286904983,331.9361918873866,5474.49925912206,5098.50074087794,107.4,0.36,0.43,0.8
baseline,county,38003,Barnes County,R6,Jamestown,2026,10466.341597730298,2075.104858555664,5855.9068306453955,2535.329908529239,326.21949403564844,5442.964137897078,5023.37745983322,108.4,0.35,0.43,0.79
baseline,county,38003,Barnes County,R6,Jamestown,2027,10371.423515984185,2014.816794709542,5833.338862988014,2523.26785828663,313.2163949825798,5413.757226875872,4957.666289108314,109.2,0.35,0.43,0.78
baseline,county,38003,Barnes County,R6,Jamestown,2028,10288.004082178435,1965.6785728638433,5804.909616848815,2517.4158924657772,299.3344223951134,5386.692050326114,4901.312031852321,109.9,0.34,0.43,0.77
baseline,county,38003,Barnes County,R6,Jamestown,2029,10223.384357584951,1911.8000985173726,5793.291454592554,2518.292804475024,290.089834941427,5365.7975099217,4857.58684766325,110.5,0.33,0.43,0.76
baseline,county,38003,Barnes County,R6,Jamestown,2030,10167.225755628064,1871.5787907662886,5773.023444516155,2522.6235203456204,286.50754472627057,5345.84052310422,4821.385232523844,110.9,0.32,0.44,0.76
baseline,county,38003,Barnes County,R6,Jamestown,2031,10119.856026675996,1842.7765521037052,5753.864058848714,2523.2154157235773,288.07832083472505,5329.295138114379,4790.5608885616175,111.2,0.32,0.44,0.76
baseline,county,38003,Barnes County,R6,Jamestown,2032,10072.297930800407,1816.2696847172092,5738.391691063358,2517.6365550198398,294.8763851653255,5311.590772449142,4760.707158351265,111.6,0.32,0.44,0.76
baseline,county,38003,Barnes County,R6,Jamestown,2033,10025.387889917809,1788.066588798092,5731.237667322351,2506.083633797367,304.464277560214,5293.486990668208,4731.900899249601,111.9,0.31,0.44,0.75
baseline,county,38003,Barnes County,R6,Jamestown,2034,9979.2611636072,1759.0578379747926,5730.746448444819,2489.456877187588,313.7733753017547,5275.467786122451,4703.793377484749,112.2,0.31,0.43,0.74
baseline,county,38003,Barnes County,R6,Jamestown,2035,9933.619456146671,1725.9363610922298,5739.017423511635,2468.6656715428057,321.1885182986371,5257.767201400373,4675.852254746297,112.4,0.3,0.43,0.73
baseline,county,38003,Barnes County,R6,Jamestown,2036,9888.661814631008,1690.4803349398287,5753.926504772813,2444.254974918366,328.9736678484377,5240.735649798186,4647.926164832822,112.8,0.29,0.42,0.72
baseline,county,38003,Barnes County,R6,Jamestown,2037,9844.992177470243,1657.204484584107,5772.396076987829,2415.391615898309,335.5212282136582,5225.010821258258,4619.981356211986,113.1,0.29,0.42,0.71
baseline,county,38003,Barnes County,R6,Jamestown,2038,9802.369300658209,1628.5108728270338,5790.192563527855,2383.66586430332,341.29910956945224,5210.583278854916,4591.786021803293,113.5,0.28,0.41,0.69
baseline,county,38003,Barnes County,R6,Jamestown,2039,9760.819758528754,1604.0331509015732,5806.07440516728,2350.7122024599016,346.97248192429953,5197.275997420568,4563.543761108188,113.9,0.28,0.4,0.68
baseline,county,38003,Barnes County,R6,Jamestown,2040,9720.595754440099,1587.1191318572126,5815.529363965392,2317.9472586174948,352.7855693141597,5184.773821133372,4535.821933306727,114.3,0.27,0.4,0.67
baseline,county,38003,Barnes County,R6,Jamestown,2041,9678.705870807562,1576.3318682835104,5809.9523297447995,2292.4216727792514,359.04149867142286,5170.291477441396,4508.414393366165,114.7,0.27,0.39,0.67
baseline,county,38003,Barnes County,R6,Jamestown,2042,9634.917609209044,1570.5868882788911,5789.719814450278,2274.6109064798743,365.2022501264193,5153.332484472179,4481.585124736865,115.0,0.27,0.39,0.66
baseline,county,38003,Barnes County,R6,Jamestown,2043,9589.063616970321,1568.788016408621,5756.4584167639305,2263.81718379777,370.86109193297966,5133.606289376175,4455.457327594147,115.2,0.27,0.39,0.67
baseline,county,38003,Barnes County,R6,Jamestown,2044,9541.285199118556,1572.4251733366648,5709.896257844577,2258.9637679373154,375.5496645677534,5111.26177685827,4430.023422260287,115.4,0.28,0.4,0.67
baseline,county,38003,Barnes County,R6,Jamestown,2045,9492.233853757252,1575.259037309326,5657.6465683231445,2259.3282481247816,379.15974904213965,5086.872683799843,4405.361169957409,115.5,0.28,0.4,0.68
baseline,county,38003,Barnes County,R6,Jamestown,2046,9444.604361139562,1577.1676015699509,5604.581122084254,2262.8556374853565,382.05588522093524,5062.919381599307,4381.684979540254,115.5,0.28,0.4,0.69
baseline,county,38003,Barnes County,R6,Jamestown,2047,9397.904192715429,1577.2719417661822,5552.354521459891,2268.277729489355,385.71905038218756,5039.357857599079,4358.546335116349,115.6,0.28,0.41,0.69
baseline,county,38003,Barnes County,R6,Jamestown,2048,9351.904628453314,1575.1223939201382,5502.099472356261,2274.682762176916,389.182950623303,5016.297423771152,4335.607204682162,115.7,0.29,0.41,0.7
baseline,county,38003,Barnes County,R6,Jamestown,2049,9306.273351044889,1570.4743306999083,5455.364918136717,2280.4341022082644,391.4371996624425,4993.658120108742,4312.615230936149,115.8,0.29,0.42,0.71
baseline,county,38003,Barnes County,R6,Jamestown,2050,9260.671452742352,1562.4574514136175,5413.552924672979,2284.6610766557556,391.88376686878803,4971.399581500928,4289.271871241424,115.9,0.29,0.42,0.71
baseline,county,38003,Barnes County,R6,Jamestown,2051,9214.951354105982,1551.030161591409,5377.5402424304575,2286.380950084116,390.5538136966923,4949.462890828905,4265.488463277077,116.0,0.29,0.43,0.71
baseline,county,38003,Barnes County,R6,Jamestown,2052,9168.747105865867,1536.154170333584,5345.690680050762,2286.90225548152,387.85306137158057,4927.746646606904,4241.000459258963,116.2,0.29,0.43,0.72
baseline,county,38003,Barnes County,R6,Jamestown,2053,9121.878505186782,1518.3083763362208,5315.643545053714,2287.9265837968464,384.0665657423565,4906.159677721355,4215.718827465425,116.4,0.29,0.43,0.72
baseline,county,38003,Barnes County,R6,Jamestown,2054,9073.921205926094,1498.2583827526853,5283.532349010957,2292.1304741624526,379.6747074093466,4884.390817460903,4189.530388465191,116.6,0.28,0.43,0.72
baseline,county,38003,Barnes County,R6,Jamestown,2055,9024.428319193183,1475.4173110189067,5247.943830101645,2301.0671780726298,375.00085469788087,4862.048677634481,4162.379641558701,116.8,0.28,0.44,0.72
baseline,county,38005,Benson County,R3,Devils Lake,2025,5759.0,1876.7674860331822,2921.7321665033014,960.5003474635164,70.03648366921473,2958.5411744266853,2800.4588255733147,105.6,0.64,0.33,0.97
baseline,county,38005,Benson County,R3,Devils Lake,2026,5685.68022302984,1812.3617414628397,2900.917841691131,972.4006398758688,72.98513919765017,2918.6758924099227,2767.004330619917,105.5,0.62,0.34,0.96
baseline,county,38005,Benson County,R3,Devils Lake,2027,5623.865554262078,1755.3575518402838,2885.3609591663835,983.1470432554107,75.35642825772919,2885.7718135987566,2738.093740663322,105.4,0.61,0.34,0.95
baseline,county,38005,Benson County,R3,Devils Lake,2028,5573.6842403230075,1707.8455219708433,2872.9619442797452,992.8767740724184,77.50563988408518,2859.895883184521,2713.7883571384855,105.4,0.59,0.35,0.94
baseline,county,38005,Benson County,R3,Devils Lake,2029,5538.461876289249,1667.758238936368,2868.2982791245895,1002.4053582282912,79.74268931918637,2842.535665063828,2695.9262112254205,105.4,0.58,0.35,0.93
baseline,county,38005,Benson County,R3,Devils Lake,2030,5511.49125314551,1633.7954695708581,2867.018384197634,1010.677399377018,82.12329366990087,2829.971273705734,2681.5199794397763,105.5,0.57,0.35,0.92
baseline,county,38005,Benson County,R3,Devils Lake,2031,5490.468347720799,1603.6437262906038,2870.1514330537652,1016.6731883764309,85.18740983710472,2820.666836830737,2669.8015108900627,105.7,0.56,0.35,0.91
baseline,county,38005,Benson County,R3,Devils Lake,2032,5469.583550538748,1572.74107617222,2877.0910818132274,1019.7513925533002,88.4746249222153,2811.411124823613,2658.1724257151345,105.8,0.55,0.35,0.9
baseline,county,38005,Benson County,R3,Devils Lake,2033,5449.011997271329,1539.6246016179402,2889.286201821446,1020.101193831943,92.37476501542488,2802.186700235742,2646.825297035587,105.9,0.53,0.35,0.89
baseline,county,38005,Benson County,R3,Devils Lake,2034,5428.687091028474,1504.7605505126307,2905.9146318166613,1018.011908699182,97.3122431337955,2792.9710256849535,2635.7160653435208,106.0,0.52,0.35,0.87
baseline,county,38005,Benson County,R3,Devils Lake,2035,5408.447555047319,1467.8401980940914,2926.9042603466432,1013.7030966065837,103.31072167646008,2783.7657013367143,2624.681853710604,106.1,0.5,0.35,0.85
baseline,county,38005,Benson County,R3,Devils Lake,2036,5388.541580209297,1430.6927087925544,2950.09778505394,1007.7510863628025,110.77476741731226,2774.5792469216276,2613.9623332876686,106.1,0.48,0.34,0.83
baseline,county,38005,Benson County,R3,Devils Lake,2037,5368.839696357718,1395.6489278265738,2972.4379769470406,1000.7527915841042,119.41737957156371,2765.4669733932483,2603.37272296447,106.2,0.47,0.34,0.81
baseline,county,38005,Benson County,R3,Devils Lake,2038,5349.344228925909,1364.1977392030499,2992.9384241686075,992.2080655542526,128.42881011815916,2756.5283633225927,2592.815865603317,106.3,0.46,0.33,0.79
baseline,county,38005,Benson County,R3,Devils Lake,2039,5330.239920545644,1336.2282368176989,3012.7954858767525,981.2161978511917,136.8351645442945,2747.927091979646,2582.3128285659973,106.4,0.44,0.33,0.77
baseline,county,38005,Benson County,R3,Devils Lake,2040,5311.783409367989,1311.2471339021986,3032.9627449219224,967.5735305438683,144.05289859159575,2739.7998588544065,2571.983550513583,106.5,0.43,0.32,0.75
baseline,county,38005,Benson County,R3,Devils Lake,2041,5293.247365614528,1288.8660885359686,3052.6543674284826,951.7269096500756,150.37660905806976,2731.896268546158,2561.3510970683687,106.7,0.42,0.31,0.73
baseline,county,38005,Benson County,R3,Devils Lake,2042,5274.324774921627,1267.940867975635,3073.8938437000525,932.490063245939,156.09419934712224,2724.054981078769,2550.269793842858,106.8,0.41,0.3,0.72
baseline,county,38005,Benson County,R3,Devils Lake,2043,5255.133963914994,1248.0295388539669,3095.0690100326888,912.0354150283382,160.83848363417343,2716.280535388335,2538.8534285266587,107.0,0.4,0.29,0.7
baseline,county,38005,Benson County,R3,Devils Lake,2044,5235.763204895021,1257.3838462791714,3085.2393900979478,893.1399685179009,164.20228479427118,2708.552439070318,2527.210765824702,107.2,0.41,0.29,0.7
baseline,county,38005,Benson County,R3,Devils Lake,2045,5216.374330639932,1265.3518035575155,3073.546448628074,877.4760784543419,166.04371189051946,2700.8699392864755,2515.5043913534555,107.4,0.41,0.29,0.7
baseline,county,38005,Benson County,R3,Devils Lake,2046,5198.634091105563,1271.901191557739,3061.1322474828016,865.6006520650224,167.01889343878935,2693.973277519791,2504.660813585772,107.6,0.42,0.28,0.7
baseline,county,38005,Benson County,R3,Devils Lake,2047,5181.563087785613,1276.1854796191597,3046.361338303343,859.0162698631107,167.36709485091365,2687.2886234256034,2494.2744643600095,107.7,0.42,0.28,0.7
baseline,county,38005,Benson County,R3,Devils Lake,2048,5165.161386021804,1278.2692952876557,3030.7312949705865,856.1607957635614,167.10646030327797,2680.7847948131907,2484.3765912086133,107.9,0.42,0.28,0.7
baseline,county,38005,Benson County,R3,Devils Lake,2049,5149.399193348235,1278.2558324230756,3016.582657344149,854.5607035810099,166.28053725105707,2674.41553383573,2474.9836595125053,108.1,0.42,0.28,0.71
baseline,county,38005,Benson County,R3,Devils Lake,2050,5134.233750967863,1276.2836558853553,3005.3442911525453,852.6058039299627,164.94925581941357,2668.1994066753537,2466.0343442925096,108.2,0.42,0.28,0.71
baseline,county,38005,Benson County,R3,Devils Lake,2051,5118.678836945585,1272.6022146966825,2995.590060869716,850.486561379187,163.0419857894859,2661.698761985315,2456.9800749602705,108.3,0.42,0.28,0.71
baseline,county,38005,Benson County,R3,Devils Lake,2052,5102.10445945796,1266.7958615116308,2986.955051160969,848.3535467853601,160.8185134762872,2654.62995081667,2447.47450864129,108.5,0.42,0.28,0.71
baseline,county,38005,Benson County,R3,Devils Lake,2053,5084.474130084781,1258.9453394392463,2978.8953655055952,846.6334251399394,158.39977825053725,2646.9977763063725,2437.4763537784083,108.6,0.42,0.28,0.71
baseline,county,38005,Benson County,R3,Devils Lake,2054,5065.817214031101,1249.1626821708296,2970.550539137212,846.1039927230582,155.95440720989285,2638.80856004207,2427.00865398903,108.7,0.42,0.28,0.71
baseline,county,38005,Benson County,R3,Devils Lake,2055,5046.260158778984,1237.462227719232,2961.7079817347894,847.0899493249625,153.56247285517446,2630.106628342308,2416.153530436676,108.9,0.42,0.29,0.7
baseline,county,38007,Billings County,R8,Dickinson,2025,1071.0,247.44322014666278,619.4472894284144,204.1094904249229,28.17250032665133,558.4148947891455,512.5851052108545,108.9,0.4,0.33,0.73
baseline,county,38007,Billings County,R8,Dickinson,2026,1082.3405351580727,243.96366844005473,629.0323871976296,209.3444795203885,31.89993093265908,564.8194763658555,517.5210587922173,109.1,0.39,0.33,0.72
baseline,county,38007,Billings County,R8,Dickinson,2027,1097.5473005840927,242.94782132953742,640.2527866982986,214.34669255625658,34.97063232839082,573.0627614228405,524.4845391612521,109.3,0.38,0.33,0.71
baseline,county,38007,Billings County,R8,Dickinson,2028,1114.7219010323638,243.95936990985234,652.2209561413505,218.54157498116098,37.14391377885153,582.5099933023907,532.2119077299732,109.5,0.37,0.34,0.71
baseline,county,38007,Billings County,R8,Dickinson,2029,1133.627207230913,246.97294455942122,665.0120807311407,221.64218194035118,38.618722155216304,593.0535848718721,540.573622359041,109.7,0.37,0.33,0.7
baseline,county,38007,Billings County,R8,Dickinson,2030,1152.8954163275566,251.04989037601214,678.6264027996172,223.2191231519274,39.485942468163245,603.5874277188318,549.3079886087249,109.9,0.37,0.33,0.7
baseline,county,38007,Billings County,R8,Dickinson,2031,1173.6318804918396,255.67314164844294,693.5630154798915,224.395723363505,40.78553346083846,614.9634899791225,558.6683905127169,110.1,0.37,0.32,0.69
baseline,county,38007,Billings County,R8,Dickinson,2032,1195.0298445560675,260.4717912662035,709.4297774317215,225.1282758581423,42.07042879121529,626.5435318283272,568.48631272774,110.2,0.37,0.32,0.68
baseline,county,38007,Billings County,R8,Dickinson,2033,1217.3547418427308,265.32980965605543,726.529480928274,225.49545125840146,43.41684090769529,638.2991174343015,579.0556244084295,110.2,0.37,0.31,0.68
baseline,county,38007,Billings County,R8,Dickinson,2034,1240.6936708054752,270.27324783831256,744.8182033007055,225.6022196664572,44.895827020711444,650.1955301645185,590.4981406409569,110.1,0.36,0.3,0.67
baseline,county,38007,Billings County,R8,Dickinson,2035,1265.0122406335406,275.2944214010949,764.2145257076616,225.50329352478417,46.556411983301665,662.1997669548832,602.8124736786573,109.9,0.36,0.3,0.66
baseline,county,38007,Billings County,R8,Dickinson,2036,1290.3028053591001,280.52567384635904,784.5922181326803,225.1849133800608,48.53373985467608,674.3015988421081,616.001206516992,109.5,0.36,0.29,0.64
baseline,county,38007,Billings County,R8,Dickinson,2037,1316.1409042792964,286.1953231146238,804.6201446854652,225.32543647920747,51.076777124524845,686.5918810783979,629.5490232008985,109.1,0.36,0.28,0.64
baseline,county,38007,Billings County,R8,Dickinson,2038,1342.0610757132708,292.3407287739867,823.9065305221059,225.81381641717817,53.99465077766633,699.0810802635025,642.9799954497684,108.7,0.35,0.27,0.63
baseline,county,38007,Billings County,R8,Dickinson,2039,1367.7947139466698,298.80138008750725,842.46940589044,226.5239279687226,57.02287700587533,711.7681585362826,656.0265554103873,108.5,0.35,0.27,0.62
baseline,county,38007,Billings County,R8,Dickinson,2040,1393.2607422906945,305.7393142661843,860.1335557714224,227.38787225308792,59.97982217664751,724.6426309068837,668.618111383811,108.4,0.36,0.26,0.62
baseline,county,38007,Billings County,R8,Dickinson,2041,1416.3708516776303,312.7485218633872,875.8356395911139,227.7866902231291,62.49792170424538,736.1814066914146,680.1894449862156,108.2,0.36,0.26,0.62
baseline,county,38007,Billings County,R8,Dickinson,2042,1437.267380923921,319.62425219431,890.7019820304853,226.9411466991257,63.79833870959839,746.2321090764402,691.0352718474808,108.0,0.36,0.25,0.61
baseline,county,38007,Billings County,R8,Dickinson,2043,1455.83396007178,326.3102338258912,904.1001437710204,225.42358247486857,64.11484245662562,754.7616510686687,701.0723090031115,107.7,0.36,0.25,0.61
baseline,county,38007,Billings County,R8,Dickinson,2044,1472.0685697392587,333.56840443563107,914.6694292770734,223.8307360265541,63.67789735418101,761.7088472423137,710.3597224969449,107.2,0.36,0.24,0.61
baseline,county,38007,Billings County,R8,Dickinson,2045,1485.840857636273,339.45398363059303,923.8495213700832,222.5373526355969,62.666395315567826,767.0107798251103,718.8300778111629,106.7,0.37,0.24,0.61
baseline,county,38007,Billings County,R8,Dickinson,2046,1499.9594116940373,344.2697257297306,933.430798876734,222.25888708757273,61.66733021976613,772.1655293814325,727.7938823126049,106.1,0.37,0.24,0.61
baseline,county,38007,Billings County,R8,Dickinson,2047,1513.847024774098,348.03089969073926,941.6671721034397,224.14895297991902,60.727803316554954,777.022478999421,736.8245457746771,105.5,0.37,0.24,0.61
baseline,county,38007,Billings County,R8,Dickinson,2048,1527.0956967157651,350.8365795139055,948.1956623640755,228.06345483778418,59.75446088502262,781.5139109835341,745.5817857322311,104.8,0.37,0.24,0.61
baseline,county,38007,Billings County,R8,Dickinson,2049,1539.445712225007,352.7960164586296,953.022966265963,233.6267295004143,58.638611562084236,785.6298130772738,753.815899147733,104.2,0.37,0.25,0.62
baseline,county,38007,Billings County,R8,Dickinson,2050,1550.7260562749486,353.8354752232361,956.3618345997312,240.52874645198133,57.336353163807736,789.4171034693592,761.3089528055895,103.7,0.37,0.25,0.62
baseline,county,38007,Billings County,R8,Dickinson,2051,1560.7296278011002,353.954374421925,958.148756134667,248.62649724450804,55.89292171229815,792.8869573149926,767.8426704861075,103.3,0.37,0.26,0.63
baseline,county,38007,Billings County,R8,Dickinson,2052,1569.9379121133234,353.1177546552017,959.4052600574082,257.4148974007136,54.42125632985553,796.274394638933,773.6635174743906,102.9,0.37,0.27,0.64
baseline,county,38007,Billings County,R8,Dickinson,2053,1578.8186870343277,351.3811298193054,960.5709668627435,266.86659035227876,52.97057179800738,799.7868102471534,779.0318767871742,102.7,0.37,0.28,0.64
baseline,county,38007,Billings County,R8,Dickinson,2054,1587.6912150050148,348.8099399740814,962.0182299343073,276.86304509662614,51.61819036628601,803.5171273806785,784.1740876243364,102.5,0.36,0.29,0.65
baseline,county,38007,Billings County,R8,Dickinson,2055,1596.7728154475844,345.4948943063782,964.1196641259929,287.1582570152131,50.39895788629577,807.4896039256677,789.2832115219165,102.3,0.36,0.3,0.66
baseline,county,38009,Bottineau County,R2,Minot,2025,6284.000000000002,1384.1106345798783,3244.083388264748,1655.805977155375,159.2877483961822,3219.1857299327185,3064.8142700672825,105.0,0.43,0.51,0.94
baseline,county,38009,Bottineau County,R2,Minot,2026,6196.838670275771,1339.161877504537,3207.382160393899,1650.2946323773351,165.99536674059343,3168.110423990137,3028.728246285634,104.6,0.42,0.51,0.93
baseline,county,38009,Bottineau County,R2,Minot,2027,6120.946884341244,1299.745487864326,3170.5720995437487,1650.62929693317,171.73914227098354,3123.802984321911,2997.1439000193336,104.2,0.41,0.52,0.93
baseline,county,38009,Bottineau County,R2,Minot,2028,6056.388287673435,1267.4488836231715,3134.8963616717597,1654.0430423785037,176.7759266069638,3086.2790300787183,2970.1092575947164,103.9,0.4,0.53,0.93
baseline,county,38009,Bottineau County,R2,Minot,2029,6006.810077087255,1236.1489575244984,3113.401513060415,1657.2596065023413,181.48317622984047,3057.277916385872,2949.532160701383,103.7,0.4,0.53,0.93
baseline,county,38009,Bottineau County,R2,Minot,2030,5965.440600809018,1209.5474011066117,3100.5324150411197,1655.3607846612865,185.75170381838657,3033.19103216281,2932.249568646208,103.4,0.39,0.53,0.92
baseline,county,38009,Bottineau County,R2,Minot,2031,5929.601512662817,1185.3795589981007,3096.695893647246,1647.5260600174706,190.54906725182263,3012.3314127426675,2917.2700999201497,103.3,0.38,0.53,0.91
baseline,county,38009,Bottineau County,R2,Minot,2032,5893.727808517776,1162.3501967307282,3099.6340910514305,1631.7435207356175,194.17188657106803,2991.6335132526865,2902.0942952650894,103.1,0.37,0.53,0.9
baseline,county,38009,Bottineau County,R2,Minot,2033,5858.35456262488,1140.38434061812,3108.0653967534695,1609.9048252532903,197.29954386548528,2971.2193990254664,2887.1351635994133,102.9,0.37,0.52,0.88
baseline,county,38009,Bottineau County,R2,Minot,2034,5823.731353918161,1119.905912855223,3118.472793128589,1585.3526479343489,200.611774175837,2951.140025913177,2872.591328004984,102.7,0.36,0.51,0.87
baseline,county,38009,Bottineau County,R2,Minot,2035,5789.896353917,1101.7360974744804,3127.8087099968816,1560.351546445638,204.33411616071155,2931.3751764617687,2858.5211774552313,102.5,0.35,0.5,0.85
baseline,county,38009,Bottineau County,R2,Minot,2036,5757.373892952182,1084.9987388768457,3137.431107717165,1534.944046358171,209.10462367431404,2911.6879184652767,2845.6859744869053,102.3,0.35,0.49,0.84
baseline,county,38009,Bottineau County,R2,Minot,2037,5726.649073322642,1068.8644129028357,3149.2935289322727,1508.491131487533,214.82514301392564,2892.371003042547,2834.2780702800947,102.0,0.34,0.48,0.82
baseline,county,38009,Bottineau County,R2,Minot,2038,5697.844963897461,1052.5469709025024,3164.107583453299,1481.1904095416594,220.42207340487766,2873.544919676179,2824.300044221282,101.7,0.33,0.47,0.8
